Hospital,Hospital type,Control type,Cost To Charge Ratio,Fiscal Year Begin Date,Total Bad Debt expense,Urban (1) and Rural (2) Indicator,FTE Employees on Payroll,Total Salaries,Total Days Title XVIII,Total Costs,Medicaid charges,HVBP payment adjustment amount,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Interim payments,NUMBER OF BEDS: ICU,Total discharges,BED DAYS: Total Hospital,Total Charges,REIMBURSEMENT SETTLEMENT: Subtotal,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"Donations, Land Improvements",Fiscal Year End Date,Cost of Uncompensated Care,State,IPPS Payment amount (unadjusted),NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: Total Hospital,Net Revenue from Medicaid,Total Liabilities,Number of Interns & Residents,Total Days,IPPS Interim payment,Total cost of charity care,FFY
CHESTNUT HILL BENEVOLENT ASSOCIATION (221990),Religious Non-Medical,Voluntary Nonprofit-Church,,2014-01-01 00:00:00,,1.0,,3660161.0,1230.0,6521653.0,,,,,,,42.0,7300.0,3819997.0,,,,2014-12-31,,MA,,20.0,20.0,,13975318.0,18.83,1813.0,,,2014
CHESTNUT HILL HOSPITAL (390026),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.07262,2014-07-01 00:00:00,16585542.0,1.0,40.17,37298476.0,12164.0,81724032.0,140870336.0,-133879.0,,35295677.0,5972490.0,14.0,7182.0,39420.0,1125366777.0,5781213.0,,,2015-06-30,1817897.0,PA,32126963.0,94.0,108.0,11445094.0,118175979.0,538.01,27897.0,28487444.0,406393.0,2014
CHEYENNE REGIONAL MEDICAL CENTER (530014),General Short Term (Acute Care Hospitals),Governmental-County,0.342881,2014-07-01 00:00:00,36805775.0,1.0,,104955720.0,18786.0,227585444.0,64617131.0,-39108.0,,86586536.0,18232343.0,15.0,8790.0,62050.0,663743793.0,18561529.0,,,2015-06-30,17399915.0,WY,55497186.0,155.0,170.0,15613612.0,135239486.0,1438.26,37448.0,52698636.0,4779445.0,2014
CHG CORNERSTONE HOSP OF HOUSTON (452032),General Long Term,Proprietary-Corporation,,2014-01-01 00:00:00,,1.0,,17189560.0,24856.0,42016065.0,,,,,648293.0,23.0,1334.0,54020.0,224616749.0,661524.0,,,2014-12-31,,TX,,125.0,148.0,,-12692661.0,274.42,34087.0,,,2014
CHI HEALTH - MISSOURI VALLEY (161309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.523231,2014-07-01 00:00:00,1178758.0,2.0,,9698993.0,1512.0,22699598.0,5317224.0,,,,2662429.0,,499.0,9125.0,43383541.0,2624894.0,,,2015-06-30,1240041.0,IA,,25.0,25.0,2052771.0,3430260.0,142.54,1975.0,,648335.0,2014
CHI HEALTH GOOD SAMARITAN (280009),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.396867,2014-07-01 00:00:00,9248005.0,2.0,2.84,50833208.0,15907.0,166359884.0,36739255.0,-44259.0,,51864373.0,11277689.0,16.0,6981.0,74095.0,419182776.0,11503597.0,,,2015-06-30,12949499.0,NE,43669846.0,177.0,203.0,9361559.0,27466920.0,884.31,33747.0,41614501.0,9279271.0,2014
CHI HEALTH IMMANUEL (280081),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.282183,2014-07-01 00:00:00,13953959.0,1.0,11.63,54833183.0,12209.0,155628704.0,101460997.0,78773.0,,53000308.0,6868792.0,24.0,8456.0,57670.0,551516723.0,7060212.0,,,2015-06-30,15347246.0,NE,29143502.0,134.0,158.0,22677343.0,-98095908.0,812.89,37150.0,26344710.0,11409066.0,2014
CHI HEALTH LAKESIDE (280130),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.260749,2014-07-01 00:00:00,12463057.0,1.0,,32253338.0,11901.0,118015646.0,23002714.0,33690.0,,37983717.0,5562326.0,9.0,6240.0,30660.0,452602220.0,5679863.0,,,2015-06-30,7432780.0,NE,22292045.0,75.0,84.0,3452803.0,-275226273.0,545.61,25830.0,19509722.0,4178255.0,2014
CHI HEALTH MERCY CORNING (161304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.521668,2014-07-01 00:00:00,460171.0,2.0,,6557399.0,659.0,17995738.0,3783578.0,,,,3374716.0,,149.0,8030.0,34496526.0,3042808.0,,,2015-06-30,577258.0,IA,,22.0,22.0,1913255.0,-3796983.0,78.36,763.0,,405912.0,2014
CHI HEALTH MERCY COUNCIL BLUFFS (160028),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.218783,2014-07-01 00:00:00,7993019.0,1.0,,31473659.0,9753.0,95133217.0,103819344.0,63335.0,,35406312.0,4482584.0,,7495.0,54020.0,434829248.0,4574740.0,,,2015-06-30,5714155.0,IA,21939567.0,148.0,148.0,20459138.0,-62448149.0,545.79,27644.0,19177190.0,3959687.0,2014
CHI HEALTH MIDLANDS (280105),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.304952,2014-07-01 00:00:00,5069081.0,1.0,,12696423.0,3712.0,46735787.0,9286283.0,24240.0,,14797474.0,3106101.0,12.0,1621.0,19710.0,153256188.0,3170166.0,,,2015-06-30,5532618.0,NE,6662634.0,42.0,54.0,1327331.0,-16354222.0,216.6,6098.0,5724568.0,3986212.0,2014
CHI HEALTH NEBRASKA HEART (280128),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.47483,2014-07-01 00:00:00,651487.0,1.0,,17329952.0,4989.0,64097811.0,3639515.0,36518.0,,20319801.0,12209300.0,,2019.0,19710.0,134990949.0,12458604.0,,,2015-06-30,967411.0,NE,24391785.0,54.0,54.0,1310765.0,8866742.0,268.49,7216.0,22662611.0,658065.0,2014
CHI HEALTH PLAINVIEW (281346),General Short Term (Critical Access Hospitals),Governmental-City,1.216844,2014-07-01 00:00:00,288111.0,2.0,,3257605.0,598.0,7825829.0,503007.0,,,,1530911.0,,112.0,5475.0,6431253.0,1466181.0,,,2015-06-30,464959.0,NE,,15.0,15.0,683506.0,5243482.0,41.23,708.0,,114373.0,2014
CHI HEALTH SCHUYLER (281323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.954289,2014-07-01 00:00:00,625382.0,2.0,,5174039.0,355.0,12758265.0,1386091.0,,,,1700481.0,,63.0,9125.0,13369399.0,2180245.0,,,2015-06-30,914462.0,NE,,25.0,25.0,709099.0,3010501.0,54.12,422.0,,330555.0,2014
CHI HEALTH ST. ELIZABETH (280020),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.351703,2014-07-01 00:00:00,7396877.0,1.0,5.28,55087029.0,16852.0,178649590.0,63496218.0,-84531.0,,61397107.0,14103068.0,40.0,9953.0,94900.0,507956306.0,14548485.0,,,2015-06-30,11482977.0,NE,42072984.0,181.0,260.0,14758398.0,80028064.0,3059.12,39012.0,36886919.0,8881473.0,2014
CHI HEALTH ST. FRANCIS (280023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.387429,2014-07-01 00:00:00,4943515.0,2.0,2.94,35881950.0,12967.0,132343398.0,36110015.0,39600.0,192194.0,37712355.0,15131912.0,16.0,5907.0,52560.0,341594204.0,15431279.0,,,2015-06-30,8430370.0,NE,25976511.0,119.0,144.0,9257690.0,15456221.0,669.54,25321.0,22850573.0,6515109.0,2014
CHI HEALTH-CREIGHTON UNIV MED CENTER (280030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,0.243701,2014-07-01 00:00:00,20882133.0,1.0,137.07,44143256.0,12085.0,169712967.0,140757361.0,-30521.0,252624.0,36425323.0,7071200.0,55.0,7495.0,68255.0,696397944.0,9146419.0,,,2015-06-30,19930588.0,NE,40090886.0,108.0,187.0,21125380.0,124325004.0,1054.33,34421.0,36626869.0,14841591.0,2014
CHI ST LUKES HEALTH BAYLOR MED CTR (450193),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.252433,2014-01-01 00:00:00,15459502.0,1.0,161.81,129068304.0,28108.0,385870333.0,86192833.0,140012.0,,124970706.0,15870418.0,144.0,12025.0,118555.0,1528603026.0,16604334.0,,,2014-06-30,15089593.0,TX,76601198.0,493.0,655.0,7525682.0,85371578.0,3603.9,82853.0,69002804.0,11087483.0,2014
CHI ST LUKES HEALTH BAYLOR MED CTR (450193),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.247033,2014-07-01 00:00:00,29313272.0,1.0,165.7,267167227.0,57737.0,809289376.0,178974118.0,-76732.0,,266060340.0,36343156.0,144.0,24124.0,239075.0,3276038800.0,37799519.0,,,2015-06-30,37512453.0,TX,163672539.0,493.0,655.0,15801489.0,75781310.0,3624.9,171690.0,150894377.0,30072540.0,2014
CHI ST LUKES HEALTH MEM LIVINGSTON (450395),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.151973,2014-01-01 00:00:00,26441368.0,2.0,,12953830.0,3792.0,38824980.0,40658773.0,-18638.0,,14645473.0,3134329.0,8.0,1831.0,24090.0,255473441.0,3200728.0,,,2014-12-31,5745434.0,TX,7441161.0,58.0,66.0,6504547.0,41141241.0,232.87,8467.0,6718102.0,1628392.0,2014
CHI ST LUKES HEALTH MEM SPECLTY HOSP (452031),General Long Term,Voluntary Nonprofit-Other,,2014-01-01 00:00:00,,2.0,,2870863.0,5151.0,9681276.0,,,,,,,266.0,9490.0,54505597.0,,,,2014-12-31,,TX,,26.0,26.0,,-28519965.0,50.18,7016.0,,,2014
CHI ST LUKES HEALTH MEMORIAL LUFKIN (450211),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.155195,2014-01-01 00:00:00,33019138.0,2.0,,43071778.0,15708.0,117907132.0,66066781.0,-94464.0,,42794814.0,10538493.0,24.0,6012.0,62780.0,759737718.0,10755205.0,,,2014-12-31,15649591.0,TX,27266121.0,148.0,172.0,9146041.0,144511943.0,770.99,31576.0,24300608.0,10276530.0,2014
CHICAGO READ MENTAL HEALTH CENTER (144010),Psychiatric,Governmental-State,96.420702,2014-07-01 00:00:00,,1.0,,24494040.0,156.0,42996787.0,,,,13461845.0,-27.0,,368.0,7916.0,445929.0,157962.0,,,2015-06-30,-661735.0,IL,,24.0,24.0,,,314.91,7499.0,,,2014
CHICKASAW NATION MEDICAL CENTER (370180),General Short Term (Acute Care Hospitals),Governmental- Federal,,2013-10-01 00:00:00,,2.0,,66064680.0,2686.0,94867607.0,,6418.0,,39665964.0,6804316.0,,2300.0,26280.0,1677924.0,8188480.0,,,2014-09-30,,OK,5092780.0,72.0,72.0,,,,8148.0,4581812.0,,2014
CHICOT MEMORIAL MEDICAL CENTER (041328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.551012,2014-04-01 00:00:00,2078622.0,2.0,,7093285.0,2707.0,14822271.0,3372673.0,,,,1916538.0,,940.0,9125.0,26900093.0,1765797.0,,,2015-03-31,1263920.0,AR,,25.0,25.0,2075857.0,5763949.0,148.09,4199.0,,155648.0,2014
CHILD & ADOLESCENT BEH. HEALTH SRVS. (244005),Psychiatric,Governmental-State,,2014-07-01 00:00:00,,2.0,,4245743.0,,4837655.0,,,,,,,28.0,5110.0,5310.0,,,,2015-06-30,,MN,,14.0,14.0,,,41.78,1770.0,,,2014
CHILDRENS CARE HOSPITAL AND SCHOOL (433300),Childrens,Voluntary Nonprofit-Church,,2014-07-01 00:00:00,,,,,,,,,,,,,,,,,,,2015-06-30,,SD,,,,,,,,,,2014
CHILDRENS HEALTH CARE (243302),Childrens,Voluntary Nonprofit-Other,,2014-01-01 00:00:00,,1.0,47.73,319939750.0,39.0,521018940.0,,,,,87174.0,43.0,14419.0,135465.0,1199758443.0,90335.0,,,2014-12-31,,MN,,150.0,383.0,,401321395.0,3532.12,102280.0,,,2014
CHILDRENS HOSP & RES CNTR OAKLAND (053301),Childrens,Voluntary Nonprofit-Other,,2014-01-01 00:00:00,,1.0,98.43,231333919.0,50.0,375669637.0,,,,,1128196.0,23.0,10382.0,69350.0,1179732450.0,1799503.0,,,2014-12-31,,CA,,123.0,190.0,,210069215.0,2120.64,50113.0,,,2014
CHILDRENS HOSPITAL & MEDICAL CENTER (283301),Childrens,Voluntary Nonprofit-Other,,2014-01-01 00:00:00,,1.0,27.06,104850251.0,36.0,220624820.0,,,,,235901.0,67.0,4927.0,50735.0,496818813.0,230578.0,,,2014-12-31,,NE,,72.0,139.0,,156482789.0,1512.1,33115.0,,,2014
CHILDRENS HOSPITAL (093300),Childrens,Voluntary Nonprofit-Other,,2014-07-01 00:00:00,,1.0,254.85,206995209.0,234.0,608223547.0,,,,,326954.0,124.0,15402.0,114245.0,1831689763.0,302281.0,,,2015-06-30,,DC,,189.0,313.0,,482370954.0,2485.01,93225.0,,,2014
CHILDRENS HOSPITAL (193300),Childrens,Voluntary Nonprofit-Other,,2014-01-01 00:00:00,,1.0,110.28,112781556.0,428.0,185068352.0,,,,,634092.0,64.0,5747.0,68255.0,902482166.0,670804.0,,,2014-12-31,,LA,,123.0,187.0,,47756303.0,1605.8,40765.0,,,2014
CHILDRENS HOSPITAL (493302),General Long Term (Childrens),Voluntary Nonprofit-Other,,2014-07-01 00:00:00,,,,,,,,,,,,,,,,,,,2015-06-30,,VA,,,,,,,,,,2014
CHILDRENS HOSPITAL AT MISSION (053306),Childrens,Proprietary-Corporation,,2014-07-01 00:00:00,,,,,,,,,,,,,,,,,,,2015-06-30,,CA,,,,,,,,,,2014
CHILDRENS HOSPITAL CENTRAL CALIF. (053300),Childrens,Voluntary Nonprofit-Other,,2013-10-01 00:00:00,,1.0,25.93,198395487.0,179.0,345912766.0,,,,,239720.0,42.0,12687.0,129940.0,1359868550.0,186234.0,,,2014-09-30,,CA,,200.0,356.0,,270286629.0,2176.3,76728.0,,,2014
CHILDRENS HOSPITAL COLORADO (063301),Childrens,Voluntary Nonprofit-Other,0.328655,2014-01-01 00:00:00,15470538.0,1.0,204.96,339433564.0,313.0,714066694.0,1016386211.0,,,,641407.0,48.0,18949.0,181040.0,2172692583.0,619309.0,,,2014-12-31,9969088.0,CO,,281.0,496.0,216721040.0,739830000.0,4723.61,111400.0,,4889663.0,2014
CHILDRENS HOSPITAL CORPORATION (223302),Childrens,Voluntary Nonprofit-Other,,2013-10-01 00:00:00,,1.0,341.53,587122417.0,1945.0,761093992.0,,,,,2152561.0,107.0,14870.0,142715.0,1536147194.0,2049501.0,,,2014-09-30,,MA,,284.0,391.0,,1373600000.0,6395.57,111094.0,,,2014
CHILDRENS HOSPITAL MEDICAL CENTER (363300),Childrens,Voluntary Nonprofit-Other,,2014-07-01 00:00:00,,1.0,347.6,1030452239.0,963.0,1049955765.0,,,,,2626023.0,92.0,19336.0,196953.0,2623365606.0,2317151.0,,,2015-06-30,,OH,,423.0,540.0,,1386449000.0,12963.38,141288.0,,,2014
CHILDRENS HOSPITAL MEDICAL CENTER (363303),Childrens,Voluntary Nonprofit-Other,,2014-01-01 00:00:00,,1.0,110.91,312328039.0,974.0,439333780.0,,,,,890665.0,23.0,10139.0,139008.0,1034024257.0,802465.0,,,2014-12-31,,OH,,285.0,381.0,,529792976.0,3679.68,73688.0,,,2014
CHILDRENS HOSPITAL OF LOS ANGELES (053302),Childrens,Voluntary Nonprofit-Other,,2014-07-01 00:00:00,,1.0,189.84,347253103.0,451.0,712179447.0,,,,,1031518.0,120.0,15685.0,130305.0,2004623029.0,1248464.0,,,2015-06-30,,CA,,237.0,357.0,,647438099.0,4537.59,106362.0,,,2014
CHILDRENS HOSPITAL OF MICHIGAN (233300),Childrens,Proprietary-Corporation,0.374805,2014-01-01 00:00:00,,1.0,219.61,118535565.0,310.0,300016703.0,,,,100101816.0,1149966.0,38.0,10862.0,83220.0,800461235.0,775671.0,,,2014-12-31,-8092.0,MI,,127.0,228.0,,95920321.0,1940.09,52121.0,,,2014
CHILDRENS HOSPITAL OF ORANGE COUNT (053304),Childrens,Voluntary Nonprofit-Other,,2014-07-01 00:00:00,,1.0,77.05,182595485.0,102.0,366281443.0,,,,,60700.0,121.0,11682.0,101835.0,1667208483.0,43939.0,,,2015-06-30,,CA,,158.0,279.0,,494289853.0,2260.7,60610.0,,,2014
CHILDRENS HOSPITAL OF PGH OF UPMC (393302),Childrens,Voluntary Nonprofit-Other,,2014-07-01 00:00:00,,1.0,264.61,150724905.0,573.0,366210539.0,,,,,212664.0,36.0,12421.0,110960.0,1890812854.0,223024.0,,,2015-06-30,,PA,,201.0,304.0,,10986947.0,2735.49,82229.0,,,2014
CHILDRENS HOSPITAL OF SAN ANTONIO (453315),Childrens,Voluntary Nonprofit-Church,,2014-07-01 00:00:00,,1.0,10.16,64061750.0,79.0,168068086.0,,,,,48385.0,20.0,4737.0,71540.0,614467011.0,53731.0,,,2015-06-30,,TX,,115.0,196.0,,148599973.0,1038.2,30832.0,,,2014
CHILDRENS HOSPITAL OF THE KINGS DA (493301),Childrens,Voluntary Nonprofit-Other,0.264908,2014-07-01 00:00:00,,1.0,94.26,126490518.0,84.0,228510948.0,,,,,181010.0,120.0,5066.0,73050.0,862605735.0,183260.0,,,2015-06-30,-2603.0,VA,,56.0,200.0,,113199427.0,2186.03,45276.0,,,2014
CHILDRENS HOSPITAL OF WI-FOX VALLEY (523302),Childrens,Voluntary Nonprofit-Other,,2014-01-01 00:00:00,,1.0,,8655378.0,,20460472.0,,,,,,22.0,460.0,15330.0,27296024.0,,,,2014-12-31,,WI,,20.0,42.0,,2428960.0,115.47,5765.0,,,2014
CHILDRENS HOSPITAL OF WISCONSIN (523300),Childrens,Proprietary-Corporation,,2014-01-01 00:00:00,,1.0,212.68,156183198.0,272.0,433923728.0,,,,,1042322.0,116.0,11380.0,108405.0,973810479.0,805199.0,,,2014-12-31,,WI,,157.0,297.0,,408249186.0,2301.0,71325.0,,,2014
CHILDRENS MEDICAL CENTER OF DALLAS (453302),Childrens,Voluntary Nonprofit-Other,,2014-01-01 00:00:00,,1.0,213.82,400593548.0,394.0,776465030.0,,,,,238651.0,106.0,16991.0,156220.0,2578554080.0,218368.0,,,2014-12-31,,TX,,322.0,428.0,,-227398046.0,5031.4,96303.0,,,2014
CHILDRENS MERCY HOSPITAL (263302),Childrens,Voluntary Nonprofit-Other,,2014-07-01 00:00:00,,1.0,195.62,463216491.0,423.0,699118976.0,,,,,890865.0,41.0,12062.0,109865.0,1726283254.0,919051.0,,,2015-06-30,,MO,,186.0,301.0,,407958507.0,5681.0,80572.0,,,2014
CHILDRENS MERCY SOUTH (173300),Childrens,Voluntary Nonprofit-Other,0.307933,2014-07-01 00:00:00,,1.0,,58224727.0,1.0,82380884.0,,,,,12053.0,,2341.0,18250.0,267528617.0,12299.0,,,2015-06-30,,KS,,50.0,50.0,,,680.0,6010.0,,,2014
CHILDRENS SPECIALIZED HOSPITAL (313300),Childrens,Voluntary Nonprofit-Other,,2014-01-01 00:00:00,,1.0,,70263362.0,28.0,110034938.0,,,,,11083.0,,535.0,24100.0,213963311.0,9801.0,,,2014-12-31,,NJ,,68.0,68.0,,,851.91,20406.0,,,2014
CHILDRESS REGIONAL MEDICAL CENTER (450369),General Short Term (Acute Care Hospitals),Governmental-Hospital District,0.443836,2013-10-01 00:00:00,1586871.0,2.0,,10467086.0,1573.0,20721081.0,5179630.0,4966.0,,7148264.0,1209886.0,,720.0,14235.0,46686313.0,1235018.0,,,2014-09-30,1454836.0,TX,1869760.0,39.0,39.0,1420710.0,1322876.0,152.04,3613.0,2178427.0,792704.0,2014
CHILLICOTHE HOSPITAL DISTRICT (451326),General Short Term (Critical Access Hospitals),Governmental-Hospital District,1.421396,2014-07-01 00:00:00,132510.0,2.0,,1282474.0,102.0,2043987.0,73831.0,,,,228178.0,,23.0,7665.0,1438014.0,282671.0,,,2015-06-30,328495.0,TX,,21.0,21.0,9588.0,198916.0,21.0,142.0,,152749.0,2014
CHILTON HOSPITAL (310017),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.176051,2014-01-01 00:00:00,11775284.0,1.0,,81998908.0,30270.0,163638128.0,73175409.0,-50266.0,140371.0,74597523.0,11373757.0,12.0,11011.0,81395.0,929493933.0,11561899.0,,,2014-12-31,3410342.0,NJ,54661822.0,207.0,223.0,9308215.0,29337987.0,1043.59,52450.0,48584570.0,1361771.0,2014
CHINESE HOSPITAL (050407),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.30056,2014-01-01 00:00:00,1717862.0,1.0,,35021041.0,2655.0,63332109.0,9330084.0,-17821.0,,31408301.0,3883557.0,5.0,1778.0,19710.0,210713507.0,3963490.0,,,2014-12-31,672372.0,CA,7028570.0,49.0,54.0,1018665.0,102533958.0,327.65,7976.0,7059243.0,88407.0,2014
CHINLE COMPREHENSIVE CARE FACILITY (030084),General Short Term (Acute Care Hospitals),Governmental- Federal,,2013-10-01 00:00:00,,2.0,,60566474.0,1174.0,73042331.0,,,,40355671.0,5474518.0,,1784.0,21900.0,1254473.0,7756455.0,,,2014-09-30,,AZ,3398773.0,60.0,60.0,,,,4787.0,3428454.0,,2014
CHINO VALLEY MEDICAL CENTER (050586),General Short Term (Acute Care Hospitals),Proprietary-Corporation,0.17274,2014-01-01 00:00:00,42044313.0,1.0,26.05,28930778.0,3632.0,67338015.0,153105912.0,33388.0,,27792275.0,1141729.0,14.0,5157.0,45990.0,389822957.0,1153542.0,,,2014-12-31,8306869.0,CA,15597511.0,112.0,126.0,12297726.0,58180029.0,489.73,14971.0,13715779.0,984546.0,2014
CHIPPEWA COUNTY WAR MEMORIAL HOSPITA (230239),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.39088,2014-01-01 00:00:00,2420760.0,2.0,,40442155.0,5102.0,72809379.0,17173708.0,-6532.0,,31469753.0,7756695.0,6.0,2564.0,29930.0,186270530.0,7701313.0,,,2014-12-31,1759124.0,MI,10408916.0,76.0,82.0,3498918.0,45096106.0,649.59,10223.0,9456104.0,838139.0,2014
CHIPPEWA COUNTY-MONTEVIDEO HOSPITAL (241325),General Short Term (Critical Access Hospitals),Governmental-City-County,0.608862,2014-01-01 00:00:00,780027.0,2.0,,14322385.0,1367.0,30715536.0,8763808.0,,,,5685455.0,,634.0,9125.0,50447441.0,5349594.0,,,2014-12-31,892045.0,MN,,25.0,25.0,3224970.0,39093446.0,223.69,2606.0,,431437.0,2014
CHIPPEWA VALLEY HOSPITAL CAH (521307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,0.7913,2014-01-01 00:00:00,157940.0,2.0,,7776172.0,1726.0,15070673.0,1036300.0,,,,1663562.0,,306.0,9125.0,19045454.0,1580415.0,,,2014-12-31,225191.0,WI,,25.0,25.0,447408.0,6653587.0,101.48,2080.0,,164002.0,2014
CHOATE MENTAL HEALTH CENTER (144038),Psychiatric,Governmental-State,79.106332,2014-07-01 00:00:00,,1.0,,36874188.0,1414.0,73131668.0,,,,19593085.0,-141.0,,186.0,41245.0,924473.0,254797.0,,,2015-06-30,-6882014.0,IL,,113.0,113.0,,,620.33,24104.0,,,2014
CHOCTAW COUNTY HOSPITAL (251334),General Short Term (Critical Access Hospitals),Proprietary-Corporation,0.901733,2013-10-01 00:00:00,59335.0,2.0,,3871204.0,1337.0,11853656.0,750656.0,,,,855200.0,,90.0,4560.0,13145420.0,827693.0,,,2014-07-31,60476.0,MS,,15.0,15.0,145260.0,4225592.0,128.3,1482.0,,43505.0,2014
CHOCTAW GENERAL HOSPITAL (011304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.519252,2014-01-01 00:00:00,1692043.0,2.0,,3997918.0,2222.0,13754784.0,2325306.0,,,,2479067.0,,129.0,9125.0,26489602.0,2190692.0,,,2014-12-31,1753449.0,AL,,25.0,25.0,33777.0,3780772.0,72.47,2423.0,,1005623.0,2014
CHOCTAW HEALTH CENTER (250127),General Short Term (Acute Care Hospitals),Governmental- Federal,,2013-10-01 00:00:00,,2.0,,13605553.0,40.0,14625935.0,,,,8152350.0,842648.0,,249.0,6570.0,271642.0,600844.0,,,2014-09-30,,MS,58154.0,18.0,18.0,,,,552.0,49187.0,,2014
CHOCTAW MEMORIAL HOSPITAL (370100),General Short Term (Acute Care Hospitals),Governmental-City-County,0.330576,2014-07-01 00:00:00,3665130.0,2.0,,5609007.0,3297.0,10308742.0,5727882.0,-13745.0,,5625241.0,964791.0,,1332.0,12410.0,31184150.0,1035229.0,,,2015-06-30,1349266.0,OK,4298948.0,34.0,34.0,1680671.0,2585716.0,142.01,5300.0,4090719.0,132518.0,2014
CHOCTAW NATION HEALTH CARE CENTER (370172),General Short Term (Acute Care Hospitals),Governmental- Federal,,2013-10-01 00:00:00,,1.0,,58605149.0,667.0,52950204.0,,,,26564888.0,6994789.0,,1581.0,15695.0,1587750.0,6063162.0,,,2014-09-30,,OK,1756233.0,43.0,43.0,,,1073.0,3686.0,1912251.0,,2014
CHOCTAW REGIONAL MEDICAL CENTER (251334),General Short Term (Critical Access Hospitals),Governmental-County,1.05991,2014-08-01 00:00:00,,2.0,,856633.0,210.0,2255659.0,,,,,255421.0,,15.0,915.0,2128160.0,203980.0,,,2014-09-30,,MS,,15.0,15.0,171018.0,3074072.0,138.05,233.0,,,2014
CHOWAN HOSPITAL INC. (341318),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,0.36519,2013-10-01 00:00:00,4826677.0,2.0,,17366433.0,2733.0,40561705.0,19595753.0,,,,4877189.0,4.0,1668.0,10585.0,111070157.0,4193130.0,,,2014-09-30,4376781.0,NC,,25.0,29.0,4266367.0,11765290.0,299.09,4768.0,,2851052.0,2014
CHRIST HOSPITAL (310016),General Short Term (Acute Care Hospitals),Proprietary-Partnership,0.080355,2014-01-01 00:00:00,35033136.0,1.0,20.37,77023757.0,14251.0,164920378.0,649523893.0,-53370.0,,76017000.0,7311911.0,18.0,8188.0,65265.0,2052388431.0,7330312.0,,,2014-12-31,20952457.0,NJ,35661807.0,166.0,184.0,27001106.0,107086331.0,1145.04,44844.0,30639223.0,17877686.0,2014
CHRISTIAN HOSPITAL NORTHEAST (260180),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.255487,2014-01-01 00:00:00,41353296.0,1.0,,90894743.0,30167.0,232243133.0,131243240.0,49235.0,143792.0,88070046.0,16285421.0,26.0,13721.0,157680.0,909019658.0,16154993.0,,,2014-12-31,30924417.0,MO,57802151.0,379.0,432.0,24819853.0,16087751.0,1675.9,66566.0,52730642.0,20149282.0,2014
CHRISTIANA CARE HEALTH SERVICES (080001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,0.419759,2014-07-01 00:00:00,42420808.0,1.0,264.27,731289969.0,119508.0,1248217947.0,496766594.0,593529.0,,592891456.0,93384929.0,73.0,51581.0,345719.0,2973655465.0,95273172.0,,,2015-06-30,31096547.0,DE,317053935.0,808.0,956.0,192927881.0,745604417.0,9107.31,266250.0,289080599.0,13497444.0,2014
CHRISTUS COUSHATTA HEALTH CARE CTR (191312),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,0.384827,2014-07-01 00:00:00,697170.0,2.0,,5668591.0,3305.0,16658030.0,7864568.0,,,,1876121.0,,875.0,9125.0,43287030.0,1498801.0,,,2015-06-30,1165354.0,LA,,25.0,25.0,2497897.0,2805602.0,113.16,4840.0,,1013108.0,2014
CHRISTUS DUBUIS - ALEXANDRIA (192012),General Long Term,Voluntary Nonprofit-Church,,2014-07-01 00:00:00,,1.0,,3312740.0,4236.0,8859420.0,,,,,99.0,,237.0,9125.0,20374669.0,101.0,,,2015-06-30,,LA,,25.0,25.0,,810034.0,52.35,5781.0,,,2014
