Hospital,Hospital type,Control type,Total cost of charity care,HVBP payment adjustment amount,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Fiscal Year End Date,"ADJUSTED SALARIES, Subtotal Salaries",NUMBER OF BEDS: Adults & Pediatrics,"Donations, Land Improvements",Total Liabilities,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Salaries,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),IPPS Payment amount (unadjusted),REIMBURSEMENT SETTLEMENT: Interim payments,Net Revenue from Medicaid,Total Bad Debt expense,BALANCE SHEET: Total Assets (G_C1THRU4_36),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),BED DAYS: Total Hospital,Total Costs,NUMBER OF BEDS: ICU,Cost of Uncompensated Care,Cost To Charge Ratio,Number of Interns & Residents,Fiscal Year Begin Date,BALANCE SHEET: Inventory (G_C1THRU4_7),FTE Employees on Payroll,REIMBURSEMENT SETTLEMENT: Subtotal,Total Inpatient Days,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),IPPS Interim payment,Medicaid charges,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),Total Charges,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),HAC reduction adjustment amount,NUMBER OF BEDS: Total Hospital,State,Total discharges,Report_Period_Begin_Yr,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
DESOTO REGIONAL HEALTH SYSTEM (190118),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,24685.0,,3024.0,1.0,2011-09-30,6034450.0,38.0,,3146983.0,17265865.0,,2196788.0,8378570.0,1983461.0,3292530.0,1253049.0,3526769.0,3409281.0,17095234.0,3830031.0,13870.0,13839463.0,,1236939.0,0.368946,125.75,2010-10-01 00:00:00,421995.0,,1206497.0,4408.0,,1628661.0,24956.0,269778.0,3388118.0,6356088.0,6310838.0,37510815.0,6955006.0,,38.0,LA,1055.0,2010,13948251.0,2345053.243248,3830031.0,0.11487759228975786,-2323654.0,-0.13458080437904502,2.8727569524232655,4.909457353190203,2.5578549227326444,1.7434686460414022,0.22561846642994882,0.18408540064441353,0.8159145993555865,-27.84873377143773,13948251.0,1.0099812029481434,2.4825090014300493,non-profit
DETAR HEALTHCARE SYSTEMS (450147),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1016258.0,,16324.0,1.0,2011-09-30,40257482.0,192.0,,40082297.0,144025917.0,,39855853.0,42939768.0,12132410.0,30304145.0,5140320.0,11170200.0,773715.0,75773236.0,-1367546.0,77721.0,96405645.0,21.0,1051349.0,0.150681,789.88,2010-10-01 00:00:00,3310881.0,,5046359.0,34414.0,,6359836.0,,425543.0,27741598.0,,22272887.0,639798796.0,29607043.0,,213.0,TX,8100.0,2010,35690939.0,,0.0,0.08423768619365916,9600401.0,0.06665745443578741,0.5588360384609006,0.7428530760588664,0.4650875995553275,0.0,1.1230384552224866,0.5289769728192683,0.47102302718073175,,35690939.0,1.9007491906509049,4.864582964262929,for-profit
DICKENSON COMMUNITY HOSPITAL (491303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,43731.0,,3.0,2.0,2011-09-30,,2.0,,1062645.0,5247222.0,,889808.0,3180873.0,-1904968.0,,1083810.0,532519.0,1680101.0,2311523.0,215531.0,730.0,6319539.0,,445994.0,0.255603,72.03,2010-10-01 00:00:00,76756.0,,948243.0,3.0,,800115.0,294277.0,63646.0,,4491317.0,1072285.0,24724074.0,1330116.0,,2.0,VA,2.0,2010,1248878.0,1147994.0991510001,215531.0,-0.36304314930833875,-1913217.0,-0.3646152192531591,1.2050745778864653,1.7370567583119054,1.0472854818118067,0.24222191753726646,0.8508797496632978,0.4597163861229155,0.5402836138770845,-3.7824974428854445,1248878.0,2.2700280291392296,3.9449356296744043,non-profit
DILEY RIDGE MEDICAL CENTER (360358),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,135635.0,,47.0,1.0,2011-06-30,3818357.0,10.0,,21667066.0,18107993.0,,2607199.0,3695374.0,3225797.0,169593.0,586028.0,759548.0,3385343.0,30585733.0,4760547.0,4060.0,12453887.0,,1186531.0,0.310775,65.28,2010-05-21 00:00:00,,,586037.0,148.0,,2082689.0,612349.0,38639.0,67703.0,5007383.0,6505488.0,40073641.0,3025903.0,,10.0,OH,65.0,2010,8918667.0,1556169.451825,4760547.0,0.17814216075740696,3145842.0,0.17372670731648726,2.4952019389390685,2.9865192492019212,,1.8259239129809424,2.4294063227161637,0.7084043400235005,0.2915956599764995,8.538482140086781,8918667.0,0.5920405111755863,5.9843269926365785,non-profit
DIMMIT REGIONAL HOSPITAL DISTRICT (450620),General Short Term (Acute Care Hospitals),Governmental-County,546527.0,,988.0,2.0,2011-09-30,4233889.0,35.0,,356171.0,4962726.0,,356562.0,4594586.0,1400210.0,1377978.0,900635.0,3249357.0,4101248.0,2659179.0,470562.0,12775.0,8995970.0,,2181950.0,0.409489,98.33,2010-10-01 00:00:00,183213.0,,586997.0,2975.0,,436183.0,,-415441.0,1506727.0,5696411.0,2282540.0,21968797.0,11325147.0,,35.0,TX,930.0,2010,2303008.0,2332617.643979,470562.0,0.28214533705870526,-5242723.0,-1.056419999814618,6.401523437719106,33.081789422316454,5.887691341197323,1.319719992595958,0.15465469507704707,0.13394021237381915,0.8660597876261809,,2303008.0,1.8662624817659887,0.4382041133770714,govt
DIVINE PROVIDENCE HOSPITAL (394048),Psychiatric,Voluntary Nonprofit-Other,277843.0,,1814.0,1.0,2011-06-30,,31.0,,25095900.0,78654674.0,,7301961.0,19303024.0,12125069.0,,6585998.0,2853305.0,2528148.0,102551591.0,7266306.0,11315.0,59422659.0,,1004333.0,0.310162,267.67,2010-07-01 00:00:00,849882.0,,6481100.0,6119.0,,3441546.0,986624.0,1460902.0,,14040916.0,30195558.0,191586110.0,22225531.0,,31.0,PA,808.0,2010,77455691.0,4354958.588392,7266306.0,0.15415573396184948,3667484.0,0.046627667670455286,4.135266950891685,4.038892702932815,3.8188062083596446,0.995117065128121,0.3240033066130673,0.24471487721726326,0.7552851227827367,7.2054095582511675,77455691.0,0.7669766332537932,3.538933400511331,non-profit
DIVINE SAVIOR HOSPITAL (520041),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,509214.0,,4314.0,1.0,2011-06-30,20098025.0,38.0,,67834246.0,71152680.0,,8286259.0,33435940.0,5094945.0,6669533.0,3224279.0,,3931785.0,127351216.0,2052243.0,16060.0,52846328.0,6.0,2052397.0,0.404189,486.12,2010-07-01 00:00:00,1462405.0,,3224314.0,7634.0,13344000.0,3656950.0,2549752.0,1224150.0,6369634.0,14870478.0,28897274.0,130746610.0,11752174.0,,44.0,WI,2006.0,2010,59516970.0,6010483.6323420005,15396243.0,0.0716058059935339,2415357.0,0.03394611418712549,3.4873727697867034,3.2763176965624656,3.163154687778888,0.24766821794974064,1.1397462942081897,0.5326548746892217,0.4673451253107783,2.381528478063749,59516970.0,0.5587122152017772,6.054427036223255,non-profit
DOCTORS CENTER HOSPITAL BAYAMON (400102),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,3215.0,1.0,2011-06-30,7896268.0,122.0,,22225130.0,28997898.0,,7614550.0,7896268.0,16566783.0,2037317.0,116553.0,,,18167173.0,397673.0,46720.0,27543976.0,6.0,-50682.0,0.420241,578.0,2010-07-01 00:00:00,363246.0,,110931.0,39137.0,,1930487.0,2495315.0,152061.0,1786962.0,,10277177.0,65543335.0,10509189.0,,128.0,PR,6710.0,2010,-4057957.0,,397673.0,0.571309789419909,-98088.0,-0.0033825900070412,1.3496762119888897,1.4323711841146227,1.2820022194351604,0.052225410562672776,-5.476925950669266,1.2233675542144065,-0.22336755421440638,0.7343357451864795,-4057957.0,1.5961700810577408,2.7592897986704776,for-profit
DOCTORS COMMUNITY HOSPITAL (210051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1490215.0,,28142.0,1.0,2011-06-30,75074389.0,171.0,,202073174.0,188568714.0,,38748188.0,76403093.0,16599773.0,63147298.0,13007536.0,25259580.0,,250742233.0,24950706.0,71175.0,169394350.0,24.0,1490215.0,0.797346,1206.56,2010-07-01 00:00:00,3351016.0,,13007536.0,56835.0,,9081522.0,10109669.0,1224155.0,58463651.0,26871893.0,60153807.0,212447694.0,21973438.0,,195.0,MD,13163.0,2010,48669059.0,21426196.395978,24950706.0,0.08803036647956351,-5954843.0,-0.03157916747525785,1.5524289032560696,1.211002279642083,1.4343544529101593,0.6439192975939932,4.1519844055337085,0.8059000336014396,0.1940999663985604,0.3092760999395727,48669059.0,0.7520420941612975,8.581666373737237,non-profit
DOCTORS HOSPITAL (100296),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4221416.0,,17310.0,1.0,2011-09-30,56171810.0,263.0,,137243191.0,214150453.0,,26001718.0,57247686.0,34147102.0,26324621.0,4465236.0,4391036.0,14327180.0,142243315.0,7815.0,102565.0,155291553.0,18.0,7150578.0,0.209935,945.79,2010-10-01 00:00:00,,,4503255.0,39334.0,,12639972.0,,,24457488.0,40892508.0,23807586.0,739711409.0,32767180.0,,281.0,FL,6820.0,2010,5000124.0,8584768.66698,7815.0,0.15945379298357124,32823019.0,0.15327083618170073,0.9156158835350803,1.2604934412410749,,0.0003005570631909784,27.447957490654233,0.964848091455124,0.03515190854487608,,5000124.0,1.505522090792105,6.53551672740834,non-profit
DOCTORS HOSPITAL (360152),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,15108201.0,,13370.0,1.0,2011-06-30,60192118.0,152.0,,73702813.0,205198216.0,,-50233710.0,80713179.0,18566921.0,36052435.0,6530498.0,32571753.0,16910111.0,115838194.0,269721.0,61687.0,141826891.0,18.0,18924627.0,0.234901,1037.75,2010-07-01 00:00:00,3219213.0,109.87,6305723.0,41113.0,,3467387.0,,,35177681.0,151601504.0,23519162.0,603773969.0,34409092.0,,170.0,OH,9454.0,2010,42135381.0,35611344.891104,269721.0,0.09048285780418286,10872475.0,0.052985231606497006,inf,inf,,inf,1.7491906148896577,0.6362565787239397,0.3637434212760603,,42135381.0,1.7714210565126731,5.963488254790333,non-profit
DOCTORS HOSPITAL AT WHITE ROCK LAKE (450678),General Short Term (Acute Care Hospitals),Proprietary-Corporation,652433.0,,13988.0,1.0,2011-05-31,34480401.0,169.0,,6652721.0,97453979.0,,6611509.0,34269603.0,1921850.0,23248657.0,5098235.0,6446129.0,14906093.0,39101101.0,950.0,68985.0,90710533.0,20.0,2618793.0,0.136642,450.0,2010-06-01 00:00:00,1805623.0,,4987642.0,33082.0,,739545.0,,381652.0,21195946.0,70781088.0,13914872.0,663856620.0,40062821.0,,189.0,TX,7515.0,2010,32448380.0,9671669.426496001,950.0,0.019720590372200194,795180.0,0.00815954369600445,2.104643886894807,6.059701499309765,1.7738154784331384,0.00014368883109740907,0.20502475007997317,0.1701415261938532,0.8298584738061467,,32448380.0,2.492358949176393,2.432529127192516,for-profit
DOCTORS HOSPITAL INC (110186),General Short Term (Acute Care Hospitals),Proprietary-Corporation,5170301.0,,6826.0,1.0,2011-06-30,25129711.0,161.0,,123930365.0,59886840.0,,8128697.0,25010531.0,-10848847.0,11045994.0,3220815.0,9579276.0,6575267.0,109107550.0,445152.0,61685.0,63033972.0,8.0,6472406.0,0.206846,483.63,2010-07-01 00:00:00,2017448.0,,3152776.0,23600.0,,3085732.0,5924644.0,219729.0,9672409.0,57917984.0,21606845.0,304738352.0,16609086.0,,169.0,GA,6716.0,2010,-14822815.0,11980103.318464,445152.0,-0.18115577646107225,-11458299.0,-0.1913325031008482,2.658094526096864,2.098028503215214,2.3828748937252797,0.054763020444728104,-8.360784709247199,1.135855080606246,-0.13585508060624585,-1.413176386631838,-14822815.0,0.5488789730866471,3.6056674039739454,for-profit
DOCTORS HOSPITAL NELSONVILLE (361305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1556170.0,,2363.0,2.0,2011-06-30,,25.0,,13793241.0,18225693.0,,3894569.0,7255269.0,-368803.0,,1568492.0,1428615.0,2243226.0,9428251.0,383501.0,9125.0,16415929.0,,2671198.0,0.51798,151.7,2010-07-01 00:00:00,375753.0,,1640656.0,3344.0,3576328.0,563364.0,206640.0,64519.0,,7150061.0,5486169.0,31692226.0,5218647.0,,25.0,OH,384.0,2010,-4364990.0,3703588.59678,3959829.0,-0.02023533481003987,-479785.0,-0.026324650590789606,1.4086716655938052,2.35673729236791,1.2956239830389447,0.0984707165285812,-3.159970813220649,1.4629692187872385,-0.46296921878723846,0.40446670538133955,-4364990.0,1.9330937413524523,3.492417287469338,non-profit
DOCTORS HOSPITAL OF MANTECA (050118),General Short Term (Acute Care Hospitals),Proprietary-Corporation,127983.0,,8805.0,1.0,2011-05-31,29485456.0,65.0,,5690118.0,74653002.0,,5557191.0,29484606.0,9416913.0,14608540.0,3499269.0,6374640.0,11164892.0,37028625.0,700.0,26645.0,60986022.0,8.0,1331326.0,0.10133,304.4,2010-06-01 00:00:00,956361.0,,3391999.0,17758.0,,1151734.0,940.0,278699.0,12652793.0,31135560.0,13265651.0,601853616.0,35545079.0,,73.0,CA,3858.0,2010,31338507.0,3154966.2948000003,700.0,0.12614245573138505,9337492.0,0.1250785869267521,2.3871144612448987,6.396357260349698,2.164869085838511,0.0001259629190358942,0.1815695304182806,0.1536680878644562,0.8463319121355438,11158.751063829788,31338507.0,2.0160889582046324,2.100234521915115,for-profit
DOCTORS MEDICAL CENTER OF MODESTO (050464),General Short Term (Acute Care Hospitals),Proprietary-Corporation,8975832.0,,22893.0,1.0,2011-05-31,140984997.0,291.0,,41572975.0,330926433.0,,41440048.0,154155673.0,-4100641.0,64501728.0,12631673.0,69195357.0,34365089.0,191408107.0,15246.0,137970.0,303863153.0,22.0,12575225.0,0.109096,1393.8,2010-06-01 00:00:00,5121088.0,25.02,12015190.0,92715.0,,8129209.0,20840.0,2023162.0,59105303.0,928741623.0,88464350.0,2785273380.0,264012139.0,,378.0,CA,16452.0,2010,149835132.0,101321996.102808,15246.0,-0.012391397576874737,-10242150.0,-0.030949930191886486,2.1347550080057824,6.371309825702904,1.9623553524841477,0.00036790497926064177,0.27745812644260226,0.21719547646955203,0.7828045235304479,-101.3887236084453,149835132.0,1.7289049987835676,1.2534515808759839,for-profit
DOCTORS MEMORIAL HOSPITAL (100106),General Short Term (Acute Care Hospitals),Governmental-County,1157370.0,,1837.0,2.0,2011-05-31,7497318.0,42.0,,5156439.0,22507984.0,,3681613.0,11064431.0,-387563.0,3072829.0,2109426.0,3543407.0,7242781.0,8019044.0,791320.0,17520.0,23134956.0,6.0,4294359.0,0.436948,255.42,2010-06-01 00:00:00,711768.0,,1878942.0,3553.0,,1834079.0,118778.0,298172.0,3035930.0,11188689.0,4356353.0,52946691.0,2335881.0,,48.0,FL,1122.0,2010,2862605.0,4888875.281172,791320.0,-0.017218912186893327,-2588707.0,-0.11501283277969275,1.183272929555605,0.8494105708557635,0.9089529507854301,0.2149383979250399,1.8013099956158813,0.64302415599665,0.35697584400335003,-6.353264072471333,2862605.0,2.8068163736225915,9.635757985959046,govt
DOCTORS MEMORIAL HOSPITAL (101307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,-78994.0,,3073.0,2.0,2011-09-30,,16.0,,19908944.0,11051723.0,,2684684.0,4913725.0,-753881.0,,1308247.0,2252003.0,1069575.0,22117769.0,784770.0,7300.0,11967058.0,4.0,352262.0,0.488006,125.91,2010-10-01 00:00:00,263490.0,,1391944.0,4574.0,2813471.0,1308573.0,,244488.0,,5402171.0,7298592.0,24522382.0,3969548.0,,20.0,FL,1135.0,2010,2208825.0,2636291.8610259998,3598241.0,-0.06821388845884031,-1722518.0,-0.15585967907447554,2.71860375373787,2.818875145082252,2.5293904236029268,0.2923137322679317,9.013364118932012,0.9001334628280094,0.09986653717199054,,2208825.0,0.4996762105617434,2.784126303548918,non-profit
DODGE COUNTY HOSPITAL (110092),General Short Term (Acute Care Hospitals),Governmental-County,327371.0,,3467.0,1.0,2011-09-30,8426742.0,39.0,,10367272.0,26025663.0,,4993295.0,8005150.0,1942822.0,5309497.0,1765101.0,,,22569213.0,1724529.0,16425.0,17930517.0,6.0,258359.0,0.286988,176.8,2010-10-01 00:00:00,599687.0,,1540842.0,7116.0,86242.0,1489807.0,,278351.0,5528801.0,,11329506.0,62478204.0,7719507.0,,45.0,GA,1829.0,2010,12201941.0,,1810771.0,0.07465024041846696,1259801.0,0.0484061059270613,2.2689438537078224,1.9086150527857857,2.0931004477003663,0.3453689397482023,0.8496412169178658,0.4593546084216583,0.5406453915783417,,12201941.0,1.1531488935834848,3.371415169388408,govt
DOMINICAN HOSPITAL (050242),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,,,18372.0,1.0,2011-06-30,121983472.0,192.0,,120143000.0,357571405.0,,41980000.0,134701413.0,47536737.0,56350135.0,11607494.0,22358431.0,-25695741.0,319861000.0,41611000.0,81030.0,277708927.0,16.0,-5689608.0,0.215925,1120.03,2010-07-01 00:00:00,5361000.0,,11448036.0,46945.0,,8505196.0,1705241.0,8626000.0,52927549.0,199423774.0,272442000.0,1286138827.0,141858000.0,,222.0,CA,12750.0,2010,199718000.0,43060578.40095,41611000.0,0.13294334036582148,13412210.0,0.03750917946025354,6.489804668889947,4.370390662220105,6.156622201048118,0.9912101000476418,0.6015632041178061,0.37561003060704495,0.6243899693929551,12.852966824044225,199718000.0,1.1178962267985155,2.5206291150305233,non-profit
DONALSONVILLE HOSPITAL (110194),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2355457.0,,2798.0,2.0,2011-06-30,8841187.0,65.0,,2682339.0,32698689.0,,2682339.0,12893586.0,8342318.0,2566488.0,925568.0,4183884.0,,51659929.0,1590568.0,23725.0,22182627.0,,2332199.0,0.359,268.69,2010-07-01 00:00:00,904696.0,,866387.0,7796.0,412451.0,1012845.0,2468.0,113857.0,2464921.0,21601460.0,11372702.0,61790060.0,24271427.0,,65.0,GA,1914.0,2010,48977590.0,7754924.14,2003019.0,0.25512698689540736,2309018.0,0.0706150023323565,4.239845150072381,9.795348760913516,3.8601194703577737,0.5929779942058032,0.0547666596090171,0.051923009805143173,0.9480769901948568,1345.973662884927,48977590.0,0.6329603937318613,1.3472091690364971,non-profit
DOOR COUNTY MEMORIAL HOSPITAL (521358),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1692149.0,,2856.0,2.0,2011-09-30,,21.0,,23284215.0,66691387.0,,6635845.0,31157321.0,5046245.0,,6172253.0,5848405.0,1501836.0,79870861.0,3143829.0,9125.0,60634225.0,4.0,2371692.0,0.587081,393.52,2010-10-01 00:00:00,992006.0,,6253456.0,5274.0,4121270.0,652301.0,653087.0,1415033.0,,11885335.0,28554507.0,103280847.0,16442646.0,,25.0,WI,1422.0,2010,56586646.0,6977654.357135,7265099.0,0.07566561781058774,3304736.0,0.04955266562382336,4.303070219391803,3.5726791388285895,3.9403373647214486,0.4737646825686857,0.41147897332526123,0.2915232753031171,0.7084767246968828,6.058973766129168,56586646.0,0.8349902100091297,4.0560009015580585,non-profit
DORMINY MEDICAL CENTER (110073),General Short Term (Acute Care Hospitals),Governmental-County,1223714.0,,3449.0,2.0,2011-07-31,8680795.0,61.0,,16362526.0,22438285.0,,6272879.0,10419327.0,-2591359.0,4642081.0,1331790.0,2132710.0,,19247594.0,356257.0,27375.0,21919553.0,14.0,1168807.0,0.457361,249.67,2010-08-01 00:00:00,448569.0,,1229181.0,6099.0,48729.0,1816373.0,498161.0,349948.0,3894923.0,7939575.0,4825038.0,47926163.0,12997985.0,,75.0,GA,1756.0,2010,2885068.0,3631251.961575,404986.0,-0.11548828263835673,-3347885.0,-0.14920413926465415,0.7691903510333932,2.136653839489013,0.6418936185442123,0.05679322046543541,5.671452457966328,0.8501076030593746,0.14989239694062542,-3.074331390855567,2885068.0,1.1657709010279416,1.7262894979491052,govt
DOROTHEA DIX HOSPITAL (344001),Psychiatric,Governmental-State,,,1379.0,1.0,2011-06-30,13192932.0,210.0,,4781487.0,87339046.0,,4781487.0,15424556.0,-2.0,,,,,7111666.0,,76650.0,25942857.0,,-119731.0,0.697444,1011.6,2010-07-01 00:00:00,135627.0,,,27172.0,,649507.0,,,,,5059283.0,37197038.0,39101757.0,,210.0,NC,746.0,2010,2330179.0,,0.0,-2.2899265467131392e-08,-24916164.0,-0.2852809269292912,1.0580982443327775,8.177739895559688,,0.0,2.051982701758105,0.6723441455208948,0.32765585447910517,,2330179.0,12.281095034553084,2.2336348210644346,govt
DOROTHEA DIX PSYCHIATRIC CENTER (204004),Psychiatric,Governmental-State,,,2600.0,1.0,2011-06-30,,64.0,,,,,,12879212.0,-26664729.0,,68065.0,,,,,23360.0,23200467.0,,,,280.8,2010-07-01 00:00:00,,,68064.0,19744.0,,87839.0,,,,,,18576118.0,,,64.0,ME,301.0,2010,,,0.0,,,,,,,,,,,,,,,govt
DOUGLAS COUNTY HOSPITAL (284009),Psychiatric,Governmental-County,3759638.0,,1469.0,1.0,2011-06-30,,30.0,,17925653.0,28076064.0,,8880432.0,21139565.0,-6233163.0,,74668.0,2704912.0,,33873651.0,3846893.0,10950.0,39335503.0,,3759638.0,1.402427,90.0,2010-07-01 00:00:00,262224.0,,74703.0,5305.0,,912199.0,,9862.0,,4438970.0,17332172.0,28048164.0,8847531.0,,30.0,NE,760.0,2010,15947998.0,6225331.38019,3846893.0,-0.22200985864685308,-14024381.0,-0.49951378512315686,1.9517262223279228,1.4294827098501515,1.921087397550029,0.43318759717995703,1.124006474041444,0.5291916422000097,0.4708083577999903,,15947998.0,0.828846704478357,3.1733219131981567,govt
DOUGLAS COUNTY MEMORIAL HOSPITAL (431305),General Short Term (Critical Access Hospitals),Governmental-County,49290.0,,657.0,2.0,2011-05-31,,11.0,,1190141.0,7669187.0,,572433.0,3247453.0,251228.0,,680071.0,575724.0,78541.0,6460167.0,257492.0,4015.0,5900546.0,,91251.0,0.751469,80.99,2010-06-01 00:00:00,340074.0,,775066.0,915.0,1274591.0,371158.0,52011.0,44315.0,,692110.0,2830847.0,7852020.0,904375.0,,11.0,SD,222.0,2010,5270026.0,520099.20959000004,1532083.0,0.03275810069568,-26025.0,-0.0033934496577016572,4.9452896670876765,4.256319953601557,4.273789246951171,0.4498203283178992,0.2258320926689925,0.18422759040130077,0.8157724095986992,6.635769356482283,5270026.0,1.1871499606743912,8.48009619903248,govt
DOUGLAS HOSPITAL (110184),General Short Term (Acute Care Hospitals),Governmental-Other,6151387.0,,11380.0,1.0,2011-06-30,35260638.0,94.0,,53138795.0,116430359.0,,8790691.0,35250737.0,16092070.0,18900438.0,4427498.0,10791930.0,,120893574.0,1547170.0,37230.0,80044737.0,8.0,6076875.0,0.209427,600.17,2010-07-01 00:00:00,1963149.0,,4328188.0,26372.0,,6002793.0,53840.0,841284.0,16863332.0,53619569.0,21233556.0,382208038.0,43538527.0,,102.0,GA,6696.0,2010,67754779.0,11229385.476963,1547170.0,0.13821197613931605,8805487.0,0.07562878853615834,2.415459262531239,5.128800113665695,2.0964362187227374,0.17600095373617386,0.7842811353572565,0.439550203057112,0.560449796942888,275.04234769687963,67754779.0,0.9630814537752023,2.674191503998286,govt
DOWNEY REGIONAL MEDICAL CENTER (050393),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1372439.0,,14509.0,1.0,2011-06-30,60591332.0,174.0,,102704000.0,172215675.0,,89969000.0,62197819.0,-14212764.0,37134982.0,3057978.0,50953269.0,11570393.0,77293000.0,1532000.0,72635.0,126083713.0,25.0,2795115.0,0.136507,1025.22,2010-07-01 00:00:00,10693000.0,25.57,3138956.0,45034.0,,4169754.0,2630905.0,,35647783.0,254766343.0,51827000.0,923641674.0,86732000.0,,199.0,CA,12156.0,2010,-25411000.0,34777389.183901,1532000.0,-0.08252886387955104,-2214071.0,-0.012856384879018707,0.5760539741466505,0.9810490279985328,,0.017028087452344697,-4.041714218251938,1.3287619836207678,-0.32876198362076775,0.7433499119124408,-25411000.0,2.228088895501533,1.9856071000322832,non-profit
DOYLESTOWN HOSPITAL (390203),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,875122.0,,21060.0,1.0,2011-06-30,77286661.0,222.0,,169442691.0,209060249.0,,33192981.0,81601869.0,-2558396.0,37527328.0,9756362.0,5517929.0,3652723.0,276441650.0,29240210.0,90155.0,197389561.0,14.0,1553492.0,0.193015,1363.0,2010-07-01 00:00:00,5447778.0,,9734501.0,54069.0,424739.0,11477990.0,5374121.0,1578267.0,34016648.0,36873776.0,62518119.0,1017384551.0,24932090.0,,247.0,PA,12999.0,2010,106998959.0,7117191.87464,29664949.0,-0.01223760141986629,-3256791.0,-0.01557824127531772,1.8834740694124459,1.6448368707830128,1.6718014570610575,0.88091545619238,1.58359195812363,0.6129419752776037,0.3870580247223962,1.5297755670183086,106998959.0,0.7562545260455507,8.38518748327958,non-profit
DRAKE CENTER  INC. (362004),General Long Term,Voluntary Nonprofit-Other,,,9546.0,1.0,2011-06-30,,166.0,,34308631.0,59589971.0,,7857516.0,35579694.0,-11071834.0,,722615.0,,,20718771.0,1547089.0,60590.0,63262024.0,,-27728.0,0.45002,507.62,2010-07-01 00:00:00,373182.0,3.78,726006.0,28664.0,34957159.0,2325550.0,698318.0,367421.0,,,9116572.0,140576086.0,,,166.0,OH,1128.0,2010,-13589860.0,,36504248.0,-0.18580029179742344,-14965689.0,-0.25114442495701167,1.1602358811614255,4.645774567942337,1.0659817937373592,0.19689288574149896,-2.5245757498605577,1.6559201798214769,-0.6559201798214769,-18.10083514960233,-13589860.0,2.8761344483222486,inf,non-profit
DRISCOLL CHILDRENS HOSPITAL (453301),Childrens,Voluntary Nonprofit-Other,2183510.0,,207.0,1.0,2011-04-30,,101.0,,55189925.0,203983375.0,,33253838.0,78349819.0,44441627.0,,260945.0,98805458.0,7386727.0,265263465.0,27843386.0,59130.0,157343103.0,20.0,4824331.0,0.357509,1433.0,2010-05-01 00:00:00,817983.0,34.12,156026.0,26090.0,,9681277.0,406578.0,2711973.0,,295884776.0,68545991.0,440109038.0,21377736.0,,162.0,TX,4970.0,2010,210073540.0,105781470.38298401,27843386.0,0.21786886798985455,32459025.0,0.15912583562263347,2.0612956314997386,1.4801636430658018,1.9551437942291052,0.8372984195087496,0.2627171656173357,0.20805701606891097,0.7919429839310891,103.6462917324597,210073540.0,0.7689840551543726,9.54186051319934,non-profit
