Hospital,Hospital type,Control type,Medicaid charges,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Cost of Uncompensated Care,"Donations, Land Improvements",IPPS Payment amount (unadjusted),BALANCE SHEET: Temporary Investments (G_C1THRU4_2),STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Cost To Charge Ratio,State,Total Costs,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),REIMBURSEMENT SETTLEMENT: Subtotal,REIMBURSEMENT SETTLEMENT: Interim payments,HVBP payment adjustment amount,NUMBER OF BEDS: ICU,Net Revenue from Medicaid,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),Fiscal Year End Date,FTE Employees on Payroll,Number of Interns & Residents,Total Liabilities,Total discharges,Fiscal Year Begin Date,Total cost of charity care,NUMBER OF BEDS: Total Hospital,BED DAYS: Total Hospital,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),BALANCE SHEET: Inventory (G_C1THRU4_7),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Total Charges,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),IPPS Interim payment,Total Inpatient Days,NUMBER OF BEDS: Adults & Pediatrics,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,Total Salaries,Total Bad Debt expense,BALANCE SHEET: Total Assets (G_C1THRU4_36),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Urban (1) and Rural (2) Indicator,Total Days Title XVIII,Beginning FFY,Financial Indicators: Ratio of Charity Care to Total Operating Expense,Financial Indicators: Total Net Assets,Financial Indicators: Medicaid Costs,Financial Indicators: Medicaid Shortfall,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
DAY KIMBALL HOSPITAL (070003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,1625602.0,,,9358881.0,80000.0,-16049831.0,,CT,119136737.0,47638846.0,7639030.0,7485365.0,,6.0,,23877661.0,3877337.0,2023-09-30,,551.21,74157228.0,3104.0,2022-10-01 00:00:00,,104.0,37960.0,397356.0,3620627.0,4514859.0,297911693.0,115441752.0,8607157.0,12687.0,98.0,39124421.0,,,44835527.0,,74515229.0,13870711.0,1.0,3591.0,2023,,358001.0,,,3957337.0,-0.139029690055293,-14447698.0,-0.12515140969101024,0.5012224897303348,0.37423341447019937,0.4168799135058813,0.08139023770642975,207.14251636168615,0.9951955995465035,0.00480440045349656,-6.110252694078871,358001.0,1.5492370291179003,8.322698958979103,non-profit
DAYTON GENERAL HOSPITAL (501302),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,368876.0,,,,,-5049743.0,,WA,30723464.0,9968622.0,3017858.0,3074390.0,,,,12445335.0,2445959.0,2023-12-31,,178.27,17066158.0,120.0,2023-01-01 00:00:00,,25.0,9125.0,222567.0,298341.0,1029670.0,38227662.0,26327451.0,,2900.0,25.0,,,,14851805.0,,20979651.0,13156349.0,2.0,1147.0,2023,,3913493.0,,,2445959.0,-0.1918052378105271,-7742991.0,-0.29410332963871055,1.2484508892001323,1.5651419022609143,1.1961961241985102,0.24536580883496234,4.360850524071463,0.8134624355762639,0.18653756442373612,-18.199397629555733,3913493.0,1.2549041449736222,2.001121359732856,govt
DCH REGIONAL MEDICAL CENTER (010092),General Short Term (Acute Care Hospitals),Governmental-City-County,,3642697.0,,,69346403.0,,-43146324.0,,AL,545578592.0,32434295.0,34357750.0,34809673.0,,96.0,,116872760.0,29129552.0,2023-09-30,48.51,3125.9,298845456.0,24572.0,2022-10-01 00:00:00,,398.0,145270.0,8048427.0,10568105.0,30094197.0,1922667597.0,532570934.0,64304316.0,116499.0,295.0,228149419.0,,,254935556.0,,673126371.0,53546452.0,2.0,25571.0,2023,,374280915.0,,,29129552.0,-0.08101516858221933,-100260502.0,-0.1882575551898219,3.6033698281402446,2.549030401308245,3.029393054481375,0.8981096089802476,0.7984522961850726,0.4439663469966771,0.5560336530033229,-19.262185408229122,374280915.0,0.7911901196335688,9.945961200193059,govt
DEACONESS GIBSON (151319),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,402195.0,,,,,10849035.0,,IN,38794188.0,7935542.0,4085548.0,4819748.0,,,,42197551.0,35629758.0,2023-09-30,,146.73,17844874.0,161.0,2022-10-01 00:00:00,,25.0,9125.0,601953.0,398563.0,1694931.0,93669752.0,50726456.0,,2289.0,25.0,,,,14050152.0,,58832965.0,6531952.0,2.0,1090.0,2023,,40988091.0,,,35629758.0,0.2138733090283303,8011141.0,0.15792826133960552,5.31753861298951,5.313022097293417,5.191458252000935,4.489895964258018,0.43536728753725074,0.3033142048849654,0.6966857951150346,24.13275152600107,40988091.0,0.8622114489725275,7.76589540155837,non-profit
DEACONESS HENDERSON HOSPITAL (180056),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,10326451.0,10255324.0,13136631.0,,KY,104588195.0,12943615.0,6666811.0,6618574.0,,27.0,,36120667.0,8153705.0,2023-09-30,,503.85,34065629.0,3752.0,2022-10-01 00:00:00,,118.0,43070.0,740931.0,1695840.0,6975022.0,370910675.0,126914273.0,9077166.0,13931.0,91.0,30713664.0,,,35232783.0,,97296416.0,12274702.0,1.0,3623.0,2023,,63230787.0,,,18409029.0,0.1035079088385906,4705357.0,0.03707508138190257,2.7906166090385103,2.370568886667287,2.6023561423914416,0.629940321927066,0.5387506722002369,0.3501221360507257,0.6498778639492744,,63230787.0,1.3044085097646352,10.339499321449923,non-profit
DEACONESS HOSPITAL (150082),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,150186286.0,2587958.0,238933761.0,,IN,749541633.0,148390720.0,79272451.0,78433971.0,,88.0,,521147883.0,172588129.0,2023-09-30,21.48,4370.0,700319083.0,33127.0,2022-10-01 00:00:00,,545.0,198284.0,15791586.0,11375719.0,59575992.0,3609180237.0,1174060571.0,133788599.0,157583.0,441.0,201934925.0,,,391948963.0,,2366476657.0,150737112.0,2.0,50228.0,2023,,1666157574.0,,,175176087.0,0.20351059127766247,4515781.0,0.00384629303763579,3.5119978055231487,2.196317930123932,3.3289182638914347,1.1630655138003239,0.4203198388485674,0.2959332309188292,0.7040667690811708,,1666157574.0,0.49612176292850707,7.7887957081199755,non-profit
DEACONESS MEDICAL CENTER (500044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,52977160.0,,-30326763.0,,WA,427069384.0,58412914.0,38891163.0,38741727.0,49575.0,83.0,,87272424.0,200.0,2023-12-31,7.23,1353.71,58482645.0,11509.0,2023-01-01 00:00:00,,279.0,101835.0,3301988.0,10146186.0,9680035.0,2052323598.0,476855912.0,48055914.0,57471.0,196.0,151434882.0,,,150805049.0,,-37424049.0,292929017.0,1.0,12426.0,2023,,-95906694.0,,,200.0,-0.06359733042378637,-52295434.0,-0.10966716084249785,1.4940604401280169,5.014802326074676,1.2638343979894582,3.4239004066806184e-06,-0.6097868934988,-1.5627022345978652,2.562702234597865,,-95906694.0,-12.7419647189966,1.6278889571394015,non-profit
DEACONESS WOMENS HOSPITAL (150149),General Short Term (Acute Care Hospitals),Proprietary-Other,,,,,665752.0,,17059510.0,,IN,98882684.0,16444604.0,1686848.0,1650964.0,1565.0,24.0,,37040664.0,16176482.0,2023-12-31,,653.19,48895755.0,3714.0,2023-01-01 00:00:00,,74.0,27010.0,1303452.0,796196.0,1885673.0,238423325.0,139443604.0,545391.0,24870.0,50.0,40113846.0,,,54158611.0,,273748817.0,39693603.0,1.0,77.0,2023,,224853062.0,,,16176482.0,0.12233985289135241,15214190.0,0.10910640261420668,2.2524509559488326,3.3974722042561805,2.1247708974931836,0.9836954419820629,0.21745647831115594,0.17861540201651355,0.8213845979834864,,224853062.0,0.5093852295990013,3.512999412021126,for-profit
DEACONNESS UNION COUNTY HOSPITAL (181306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,,,,,,6281641.0,,KY,21034669.0,10533571.0,2005634.0,2121560.0,,,,20251589.0,23389809.0,2023-09-30,,85.88,12567428.0,99.0,2022-10-01 00:00:00,,25.0,9125.0,70149.0,360550.0,1591239.0,59011416.0,29920668.0,,3055.0,25.0,,,,7064100.0,,28145169.0,6544293.0,2.0,1156.0,2023,,15577741.0,,,23389809.0,0.20994320715032164,6130579.0,0.20489445623339692,1.9225758292225874,2.8417810066500713,1.881687606225847,2.2205013855225357,0.8067554852786422,0.4465216748209968,0.5534783251790032,,15577741.0,1.0630836148114797,4.572024510516262,non-profit
DEBORAH HEART AND LUNG CENTER (310031),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,2964.0,,,44362358.0,10614267.0,6324101.0,,NJ,168091422.0,42938918.0,20047907.0,19392684.0,62856.0,24.0,,74524420.0,14698715.0,2023-12-31,34.09,939.0,90301379.0,3412.0,2023-01-01 00:00:00,,84.0,30660.0,5329708.0,7752803.0,5944596.0,1265732685.0,227015732.0,41927346.0,18492.0,60.0,73175270.0,,,102408433.0,,192994223.0,86660380.0,1.0,6694.0,2023,,102692844.0,,,25312982.0,0.027857545132599006,-15824198.0,-0.06970529249488314,1.7355914743822842,2.607735993720196,1.4309142349604618,0.3423168464561683,0.8793346788603887,0.46789679813369334,0.5321032018663067,-3333.199055330634,102692844.0,1.17628252530647,2.619602314229409,non-profit
DECATUR CO. MEMORIAL HOSPITAL (151332),General Short Term (Critical Access Hospitals),Governmental-County,,,,,,34308213.0,3674110.0,,IN,69193414.0,11870439.0,3990393.0,5275774.0,,,,53985789.0,6238200.0,2023-12-31,,341.89,23291938.0,1690.0,2023-01-01 00:00:00,,25.0,9125.0,,1700890.0,4287111.0,191352770.0,81582385.0,,3492.0,25.0,,,,36040571.0,,109009047.0,27214436.0,2.0,1314.0,2023,,85717109.0,,,40546413.0,0.04503557967813763,-12936891.0,-0.1585745623886823,4.547918488945522,5.708369252392434,,0.5255239507148809,0.27173032632260147,0.21366976999624626,0.7863302300037537,,85717109.0,0.7484001304955908,2.99776137194245,govt
DECATUR COMMUNITY HOSPITAL (450271),General Short Term (Acute Care Hospitals),Governmental-City,,,,,18531725.0,5643.0,-72010641.0,,TX,161638713.0,52106697.0,9369087.0,9152828.0,-19194.0,21.0,,235010393.0,138976816.0,2023-11-30,,928.13,277096583.0,4016.0,2023-01-01 00:00:00,,81.0,27054.0,6170858.0,11917647.0,14109351.0,829730916.0,265595809.0,12049495.0,15482.0,60.0,55476733.0,,28725.0,78577319.0,,318390255.0,41854338.0,1.0,4523.0,2023,,41293672.0,,,138982459.0,-0.2711286795944886,-91119284.0,-0.3430750068800973,4.510176359864069,3.4705096928327657,4.163032786361415,2.6671584268716937,6.710388531201585,0.8703048496255013,0.12969515037449875,,41293672.0,0.8341832227245775,6.345717593239678,govt
DECATUR HEALTH SYSTEMS (171352),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,100995.0,,,,,740882.0,,KS,10709179.0,1476472.0,2265805.0,2291603.0,,,,3475809.0,1141801.0,2023-12-31,,62.51,2964647.0,89.0,2023-01-01 00:00:00,,18.0,6570.0,52840.0,159979.0,349297.0,10554724.0,9458100.0,,648.0,18.0,,,,4986239.0,,6159798.0,1391787.0,2.0,508.0,2023,,3195151.0,,,1141801.0,0.07833306900963195,-2395151.0,-0.2532380710713568,2.354131334695138,1.7159742954827453,2.2099911139527197,0.7733306151420413,0.9278581826023246,0.4812896461864496,0.5187103538135504,-20.256983018961336,3195151.0,1.5354561951544514,6.795651920875824,non-profit
DECATUR MEMORIAL HOSPITAL (140135),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,31024494.0,76000.0,-58632392.0,,IL,269015385.0,152085000.0,27510563.0,27772240.0,,22.0,,48041000.0,814000.0,2023-09-30,14.5,1614.89,220293000.0,6507.0,2022-10-01 00:00:00,,178.0,64970.0,2752000.0,3527000.0,12301173.0,1110933593.0,272728014.0,27842827.0,32821.0,136.0,124520029.0,,,148354842.0,,341605000.0,36562000.0,1.0,13234.0,2023,,121312000.0,,,890000.0,-0.21498485300450287,-93040347.0,-0.341147011762422,0.3158825656705132,0.24625702732024854,0.27459644277870926,0.00535227011210836,1.8159209311527302,0.6448763923244684,0.3551236076755317,,121312000.0,0.7983724301459287,7.459329741261419,non-profit
DECATUR MORGAN HOSPITAL (010085),General Short Term (Acute Care Hospitals),Governmental-Other,,161903.0,,,22055552.0,,-9331432.0,,AL,150455610.0,16642977.0,8430625.0,8421346.0,65632.0,27.0,,-66987953.0,314112.0,2024-03-31,,1229.48,21138640.0,8098.0,2023-04-01 00:00:00,,310.0,113460.0,2359980.0,2732413.0,9974726.0,588821493.0,178785758.0,18478191.0,40149.0,245.0,72913605.0,,,102409009.0,,4753180.0,27749335.0,2.0,11532.0,2023,,-16385460.0,,,314112.0,-0.05219337437381338,-33110812.0,-0.18519826394672892,-4.024998231986982,1.686203556010442,-4.330976723695526,0.01887354648149787,-1.2900852341038946,4.447262674672535,-3.447262674672535,-142.90090980401845,-16385460.0,37.61392541414379,6.442884415067964,govt
DEFIANCE HOSPITAL INC. (361328),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,929508.0,,,,208402.0,12236740.0,,OH,57448540.0,21120274.0,951661.0,2139987.0,,8.0,,17846042.0,2934062.0,2023-12-31,,257.66,21216420.0,961.0,2023-01-01 00:00:00,,25.0,9125.0,185423.0,964309.0,2265726.0,261488811.0,83952363.0,,3349.0,17.0,,,,18984492.0,,42855229.0,37457373.0,2.0,1016.0,2023,,21638809.0,,,3142464.0,0.1457581366709118,17825067.0,0.21232358879523142,0.844972087009856,1.922315827910187,0.7905347250703282,0.1389215878544,0.9804800254949336,0.49507190826118325,0.5049280917388167,21.61443796072761,21638809.0,1.9589759513360667,2.2412773848288827,non-profit
DEKALB REGIONAL MEDICAL CENTER (010012),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,,5709344.0,,-13743080.0,,AL,57236746.0,29280286.0,2968440.0,3052571.0,6647.0,12.0,,4463739.0,-175821.0,2024-03-31,,295.83,29280286.0,2537.0,2023-04-01 00:00:00,,97.0,35502.0,,,3332828.0,499415505.0,52028919.0,5744336.0,7810.0,85.0,18684921.0,,,20161125.0,,4441091.0,15664112.0,2.0,1923.0,2023,,-24839195.0,,,-175821.0,-0.2641431008781866,-15054220.0,-0.289343316934953,0.15244861337761523,0.5289665203406825,,-0.006004756920748657,-1.1787936766871874,6.593038962723349,-5.593038962723349,,-24839195.0,11.71534629666449,3.3215364522419146,for-profit
DEL AMO HOSPITAL (054053),Psychiatric,Proprietary-Corporation,,,,,,,13368408.0,,CA,40539749.0,-179228617.0,864260.0,846969.0,,,,10110064.0,-282576.0,2023-12-31,,307.8,-179228617.0,7158.0,2023-01-01 00:00:00,,166.0,60590.0,350212.0,207518.0,430788.0,101355314.0,56141273.0,,51002.0,166.0,,,,25186551.0,,13519250.0,9834910.0,1.0,6511.0,2023,,192747867.0,,,-282576.0,0.23812085629052265,13033616.0,0.23215747174097745,-0.05640875976853629,-0.0532969241178712,-0.0532969241178712,0.001576623224180768,-0.9298604430211412,-13.25728993842114,14.25728993842114,,192747867.0,4.152691384507277,5.708366726284226,for-profit
DELANO REGIONAL MED. CTR. (050608),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,,,,6380104.0,,11104053.0,,CA,85654355.0,16852835.0,1625997.0,1697235.0,-16640.0,10.0,,155373425.0,106299426.0,2023-12-31,,441.85,59194161.0,2029.0,2023-01-01 00:00:00,,105.0,38325.0,151128.0,1124316.0,4126188.0,220356682.0,96148673.0,6412466.0,6751.0,95.0,29623510.0,,20691.0,35345087.0,,199196434.0,45536573.0,1.0,1592.0,2023,,140002273.0,,,106299426.0,0.11548836456640436,-8307470.0,-0.08640233651482637,9.21942361626397,9.009522670814732,9.143742343647226,6.307510042078974,0.42280857111512754,0.2971647624977062,0.7028352375022938,,140002273.0,0.4826827020407404,2.1114604517999194,non-profit
DELAWARE COUNTY MEMORIAL HOSPITAL (390081),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,,,,-20028293.0,,PA,55276915.0,115463666.0,4394945.0,4851032.0,,,,11644765.0,90014.0,2023-12-31,0.65,88.42,115463666.0,,2023-01-01 00:00:00,,,,72433.0,817664.0,5430415.0,176480370.0,25603949.0,,,,7635039.0,,,7426936.0,,47494568.0,97881222.0,1.0,,2023,,-67969098.0,,,90014.0,-0.7822345295251135,-22270897.0,-0.8698227371098107,0.1008522022850028,0.8485027315865755,0.0931433096884348,0.0007795872339615477,-1.6987670779447448,2.4310920356197365,-1.4310920356197365,,-67969098.0,0.5390921547070393,0.26158182822850334,for-profit
DELAWARE VALLEY HOSPITAL (331312),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,,,,,9007065.0,9832086.0,,NY,25801154.0,4290486.0,2197261.0,2575461.0,,,,23112795.0,9374770.0,2023-12-31,,150.1,7476903.0,166.0,2023-01-01 00:00:00,,25.0,9125.0,615932.0,503886.0,1276709.0,67620345.0,33044148.0,,3682.0,25.0,,,,10963034.0,,46572124.0,3611142.0,2.0,1308.0,2023,,39095221.0,,,18381835.0,0.2975439403067678,-377537.0,-0.011425230270727513,5.386987627975013,5.125987359007814,5.125987359007814,2.1850135392587227,0.19124851602706122,0.1605445995978195,0.8394554004021805,,39095221.0,0.7095263252326649,9.150608865561088,non-profit
DELRAY MEDICAL CENTER (100258),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,216194.0,,,99356471.0,,56325015.0,,FL,358722595.0,31193162.0,19670350.0,18163336.0,88153.0,68.0,,101116929.0,319.0,2023-12-31,32.3,1224.06,33519159.0,18435.0,2023-01-01 00:00:00,,351.0,128082.0,2395479.0,9496533.0,15013791.0,4941644556.0,466698115.0,86006856.0,90114.0,283.0,129444357.0,,,135904819.0,,293702400.0,375138545.0,1.0,35026.0,2023,,260183241.0,,,319.0,0.12068832761409375,51131795.0,0.10956074892224495,3.2416376704612375,12.026317306337845,2.860399885077377,1.0226600304258991e-05,0.12882904706379608,0.11412626863110414,0.8858737313688959,305.95477210283354,260183241.0,1.5890170288019438,1.244068681345448,for-profit
DELTA COMMUNITY HOSPITAL (461300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,,,,,,1612291.0,,UT,13159156.0,415443.0,888033.0,985443.0,,,,3219047.0,200.0,2023-12-31,,59.9,432438.0,186.0,2023-01-01 00:00:00,,18.0,6570.0,213080.0,,367305.0,28993901.0,18106153.0,,734.0,18.0,,,,6272595.0,,8536368.0,4902461.0,2.0,267.0,2023,,8103930.0,,,200.0,0.08904657991126,1373353.0,0.07585007151988608,7.7484685022975475,11.801043705153294,,0.00048141381609510814,0.05336151718980791,0.050658312762523826,0.9493416872374761,,8103930.0,2.121060502546282,3.6932783351055725,non-profit
DELTA COUNTY MEMORIAL HOSPITAL (060071),General Short Term (Acute Care Hospitals),Governmental-County,,1105958.0,,,4198938.0,1003129.0,3362931.0,,CO,88215007.0,9864021.0,11113508.0,10891761.0,328.0,6.0,,22664584.0,1187426.0,2023-12-31,,410.18,18323613.0,1303.0,2023-01-01 00:00:00,,49.0,17885.0,796226.0,1571862.0,2577315.0,229608016.0,102768047.0,7016413.0,4892.0,43.0,30365937.0,,,45040802.0,,49930830.0,37631469.0,2.0,1669.0,2023,,31607217.0,,,2190555.0,0.03272350792070613,-5643628.0,-0.05491617447979721,2.297702326465039,4.037098461165076,2.0576290338392424,0.120379508518889,0.5797287689074302,0.36697994004906387,0.6330200599509361,-2.772540186878706,31607217.0,2.0582082653142355,2.730907129881111,govt
DELTA HEALTH NORTHWEST REGIONAL (250042),General Short Term (Acute Care Hospitals),Governmental-County,,,,,1945873.0,,-4261271.0,,MS,29467781.0,1215649.0,1119115.0,1096816.0,,10.0,,9574641.0,9810899.0,2023-09-30,,172.07,10613350.0,1265.0,2022-10-01 00:00:00,,181.0,66065.0,223549.0,-41081.0,1014357.0,167230878.0,28510579.0,1233098.0,4159.0,171.0,7623044.0,,,13362666.0,,-1142870.0,399330.0,2.0,563.0,2023,,-11756220.0,,,9810899.0,-0.149462801158826,-4555079.0,-0.15976802856231015,7.876155864069316,8.398994282066615,7.726056616671424,8.070503081070276,-0.9027859294909418,-9.28657677601127,10.28657677601127,,-11756220.0,-24.94647597714526,71.39603586006561,govt
DELTA HEALTH-HIGHLAND HILLS (250172),General Short Term (Acute Care Hospitals),Governmental-County,,,,,478761.0,,-1648188.0,,MS,6044508.0,265221.0,433482.0,422049.0,,,,-21434.0,395719.0,2023-04-30,,67.22,-4228106.0,172.0,2022-10-01 00:00:00,,15.0,3180.0,,,85051.0,18139969.0,4969569.0,387418.0,552.0,15.0,2777656.0,,,3944271.0,,-21434.0,4411642.0,1.0,178.0,2023,,4206672.0,,,395719.0,-0.3316561255110856,-2209594.0,-0.44462487591982325,-0.08081562168908193,18.125868615230317,,1.4920349444425591,-1.0050952391819472,197.26164038443594,-196.26164038443594,,4206672.0,-231.85448353083885,1.126466970801348,govt
DELTA MEDICAL CENTER MEMPHIS (440159),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,,,,2703889.0,,TN,22727535.0,7932118.0,,,,,,3022398.0,-1180113.0,2024-03-31,,103.13,49169190.0,6.0,2023-04-01 00:00:00,,10.0,3660.0,217266.0,65665.0,2477456.0,62153624.0,32003794.0,,7.0,10.0,6446785.0,,,11851411.0,,29714540.0,7221711.0,1.0,,2023,,-19454650.0,,,-1180113.0,0.08448651431764621,2601448.0,0.08128561257455913,0.38103290949529495,0.7616626479838046,0.3453638738102484,-0.14877653106017838,-2.527374689341623,1.6547181952000602,-0.6547181952000604,,-19454650.0,1.0770415426252602,4.431608243531207,for-profit
DELTA REGIONAL MEDICAL CENTER (250082),General Short Term (Acute Care Hospitals),Governmental-County,,617152.0,,,13072366.0,,10903576.0,,MS,96888835.0,22211044.0,11071495.0,10249633.0,,8.0,,22607083.0,5762922.0,2023-09-30,18.53,508.81,41121619.0,2921.0,2022-10-01 00:00:00,,101.0,36865.0,420683.0,1791256.0,1300299.0,329085751.0,113221291.0,12277472.0,15839.0,93.0,32076236.0,,,46068707.0,,62658190.0,63335854.0,2.0,4914.0,2023,,21536571.0,,,5762922.0,0.09630322975207906,-19905109.0,-0.1758071191751382,1.0178307242108926,3.1110098201597367,0.918243374782383,0.2594620045775426,1.9093856213229117,0.6562848208669928,0.3437151791330072,-30.14623625946282,21536571.0,1.8069671498650057,1.7876334469256545,govt
DENVER HEALTH MEDICAL CENTER (060011),General Short Term (Acute Care Hospitals),Governmental-State,,,,,32830991.0,,15245652.0,,CO,886738794.0,278390829.0,9078177.0,7842148.0,17846.0,32.0,,365912389.0,51376735.0,2023-12-31,247.36,5967.83,811573281.0,19031.0,2023-01-01 00:00:00,,386.0,141004.0,23225155.0,22390235.0,60821094.0,3371677739.0,1197795348.0,31041491.0,108562.0,312.0,301639556.0,,79182.0,698361256.0,,1469704763.0,126495200.0,1.0,5887.0,2023,,658131482.0,,,51376735.0,0.01272809418191195,-89635534.0,-0.07483376367228971,1.3143837759109513,0.638928859973329,1.150529994650075,0.18454894934775312,1.233147635687788,0.5522015723371511,0.4477984276628489,,658131482.0,0.8149904512488813,9.469097230566852,govt
DENVER REGIONAL REHABILITATION HOSPI (063035),Rehabilitation,Proprietary-Corporation,,,,,,-1006.0,1011509.0,,CO,14466636.0,74482548.0,,,,,,1914850.0,-167303.0,2023-12-31,,70.89,88989566.0,637.0,2023-01-01 00:00:00,,31.0,11315.0,91960.0,62353.0,354799.0,33163330.0,13390378.0,,9394.0,31.0,,,,6994104.0,,92621268.0,-604696.0,1.0,2708.0,2023,,3631702.0,,,-168309.0,0.07553998849024277,1007740.0,0.0752585177207096,0.02570870695776949,-0.010378337218001726,0.023636906191769915,-0.0022462040369510454,24.503542966906426,0.9607897615912578,0.039210238408742146,,3631702.0,0.14457130947505492,-22.143983092330693,for-profit
DENVER REHABILITATION HOSPITAL  LLC (063036),Rehabilitation,Proprietary-Other,,,,,,,-848702.0,,CO,16613618.0,3050575.0,,,,,,3892582.0,444032.0,2023-12-31,,,63561705.0,770.0,2023-01-01 00:00:00,,40.0,14600.0,67193.0,78053.0,323064.0,35369367.0,16508348.0,,9263.0,40.0,7834407.0,,,7834407.0,,62054373.0,3303304.0,1.0,4089.0,2023,,-1507332.0,,,444032.0,-0.05141047426429343,-869436.0,-0.052666444879887434,1.2760158330806488,1.2284031698942002,1.2284031698942002,0.1455568212550093,-42.16835109982406,1.0242905040713246,-0.024290504071324676,,-1507332.0,0.26603037307298233,4.997526113249038,for-profit
DENVER SPRINGS (064028),Psychiatric,Proprietary-Corporation,,,,,,,-4181440.0,,CO,31514712.0,9903091.0,76477.0,74947.0,,,,6247278.0,,2023-12-31,,128.82,53661651.0,3576.0,2023-01-01 00:00:00,,96.0,35040.0,150190.0,,2318579.0,78045216.0,28278950.0,,23498.0,96.0,,,,14388840.0,,51390965.0,8956611.0,1.0,504.0,2023,,-2270686.0,,,0.0,-0.14786404728605554,-4356831.0,-0.15406622240217546,0.6308412191708629,0.9044257999850753,,0.0,-23.63235207333819,1.044184537106863,-0.04418453710686304,,-2270686.0,0.5502708501387354,3.157327029163151,for-profit
DEQUINCY MEMORIAL HOSPITAL (191307),General Short Term (Critical Access Hospitals),Proprietary-Individual,,,,,,,-1242640.0,,LA,14820241.0,1525789.0,864812.0,980006.0,,,,2486792.0,-76542.0,2023-12-31,,116.0,5702660.0,76.0,2023-01-01 00:00:00,,19.0,17520.0,,115676.0,-24406.0,20248261.0,11067639.0,,1435.0,19.0,5425714.0,,,6665044.0,,3452716.0,2447658.0,1.0,943.0,2023,,-2249944.0,,,-76542.0,-0.11227688217875556,-3745290.0,-0.3384000869562153,1.6298400368596182,1.5540261464724152,,-0.050165520920651546,-2.534578638401667,1.6516446762490746,-0.6516446762490746,,-2249944.0,3.2054877956947516,4.521726074476091,for-profit
DESERT PARKWAY BEHAVIORAL HEALTHCARE (294013),Psychiatric,Proprietary-Corporation,,,,,,,101176.0,,NV,32701226.0,17310028.0,40626.0,39813.0,,,,14157967.0,-118776.0,2023-12-31,,334.05,17447250.0,6171.0,2023-01-01 00:00:00,,152.0,55480.0,125042.0,125167.0,153547.0,81219069.0,33813821.0,,38307.0,152.0,,,,20419493.0,,15599375.0,14026534.0,1.0,2907.0,2023,,-1847875.0,,,-118776.0,0.002992149275291899,-519821.0,-0.015373033411397074,0.8179054938559314,0.8034509245161244,0.8034509245161244,-0.006861687341002568,-9.441791246702293,1.1184582715653673,-0.1184582715653672,,-1847875.0,2.167639472735286,2.410703955802624,for-profit
