Hospital,Hospital type,Control type,IPPS Payment amount (unadjusted),Total Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C8_14),S10 DATA: Cost of Uncompensated Care (S10_C1_30),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,HVBP payment adjustment amount,Total Salaries,State,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Interim payment,S10 DATA: Net Revenue from Medicaid (S10_C1_2),S10 DATA: Cost of charity care (S10_C3_23),NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Total Charges,Total Costs,S10 DATA: Total Bad Debt expense (S10_C1_26),REIMBURSEMENT SETTLEMENT: Interim payments,Total Inpatient DaysOutpatient Visits: Total Facility FTEs (S3_1_C9_27),Total Inpatient DaysOutpatient Visits: Total discharges (S3_1_C15_14),Medicare Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C6_14),S10 DATA: Medicaid charges (S10_C1_6),S10 DATA: Cost To Charge Ratio (S10_C1_1),Total Liabilities,Fiscal Year Begin Date,Fiscal Year End Date,Beginning FFY
COLISEUM NORTHSIDE HOSPITAL (110201),General Short Term (Acute Care Hospitals),Proprietary-Corporation,11262393.0,10937.0,7156648.0,,,82128.0,9578.0,17298100.0,GA,4665280.0,85.0,17803596.0,10541403.0,5987317.0,6020596.0,10.0,31025.0,500349247.0,60452199.0,8651071.0,4689641.0,,3186.0,4237.0,59191150.0,0.12082,-15120082.0,2018-07-01 00:00:00,2019-06-30,2018
COLLEGE HOSPITAL  INC (054055),Psychiatric,Proprietary-Corporation,,63821.0,,,,,,34987334.0,CA,8364996.0,187.0,,,,,,68255.0,168843563.0,54519623.0,,9353378.0,,5378.0,13340.0,,,10716658.0,2018-01-01 00:00:00,2018-12-31,2018
COLLEGE HOSPITAL COSTA MESA (050543),General Short Term (Acute Care Hospitals),Proprietary-Other,4655308.0,40694.0,479879.0,,,,,24075653.0,CA,2376888.0,122.0,23364325.0,4125669.0,23005143.0,258940.0,,44530.0,103658010.0,38275342.0,620316.0,2511888.0,,4001.0,1201.0,76789523.0,0.369246,9654715.0,2018-01-01 00:00:00,2018-12-31,2018
COLLEGE MEDICAL CENTER (050776),General Short Term (Acute Care Hospitals),Proprietary-Other,15340803.0,63677.0,1790846.0,,,,-79007.0,47501855.0,CA,3834157.0,221.0,47495060.0,14537297.0,37931237.0,182919.0,8.0,80665.0,278370098.0,81246574.0,5357914.0,3975894.0,24.27,8949.0,6526.0,169308860.0,0.291865,47203340.0,2018-01-01 00:00:00,2018-12-31,2018
COLLEGE STATION HOSPITAL (670088),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,26483307.0,27478.0,12961525.0,,,,183125.0,112286310.0,TX,28284642.0,119.0,58921745.0,24297451.0,10169747.0,10139420.0,32.0,43467.0,828369206.0,189185656.0,11866586.0,27636989.0,,8565.0,9117.0,49837715.0,0.228383,203704256.0,2018-06-01 00:00:00,2019-05-31,2018
COLLEGE STATION MEDICAL CENTER (450299),General Short Term (Acute Care Hospitals),Proprietary-Corporation,13226837.0,14191.0,6666486.0,,,,-7977.0,33330085.0,TX,5786292.0,114.0,26750160.0,11575740.0,5680915.0,2538569.0,12.0,52554.0,742268724.0,75798408.0,38827390.0,5852669.0,0.27,3418.0,4032.0,104491914.0,0.102117,13407710.0,2017-10-01 00:00:00,2018-09-30,2018
COLLETON MEDICAL CENTER (420030),General Short Term (Acute Care Hospitals),Proprietary-Corporation,13258454.0,14434.0,7488069.0,,,,12237.0,22690661.0,SC,4027326.0,102.0,21446283.0,12171486.0,10829112.0,6091482.0,8.0,37230.0,387963593.0,57302983.0,8452730.0,4131504.0,0.13,3662.0,5560.0,78956608.0,0.147702,36591108.0,2018-01-01 00:00:00,2018-12-31,2018
COLLINGSWORTH GENERAL HOSPITAL (451355),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,1040.0,821044.0,,,,,3059676.0,TX,1002536.0,15.0,,,363234.0,710308.0,,5475.0,5760043.0,7382603.0,176518.0,977067.0,,140.0,937.0,683995.0,1.281692,1130564.0,2017-10-01 00:00:00,2018-09-30,2018
COLORADO ACUTE SPECIALY HOSP (062012),General Long Term,Proprietary-Corporation,,15590.0,,,,,,12291902.0,CO,14600.0,63.0,,,,,,24822.0,131859370.0,28293493.0,,14318.0,,366.0,6711.0,,,2099761.0,2018-09-01 00:00:00,2019-09-29,2018
COLORADO CANYONS HOSPITAL & MED CTR (061302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,4709.0,713401.0,,,,,18938912.0,CO,4520975.0,25.0,,,1655672.0,111477.0,,8792.0,85620834.0,41268958.0,1295907.0,4547217.0,,258.0,3674.0,5770071.0,0.481997,155106753.0,2018-01-01 00:00:00,2018-12-31,2018
COLORADO MENTAL HEALTH INST-FT LOGAN (064003),Psychiatric,Governmental-State,,33288.0,,,,,,16716963.0,CO,811322.0,94.0,,,,,,34310.0,25369559.0,35140087.0,,575400.0,0.01,192.0,751.0,,,-2466005.0,2018-07-01 00:00:00,2019-06-30,2018
COLORADO PLAINS MEDICAL CENTER (060044),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2899446.0,2424.0,1585766.0,,,,3208.0,18465987.0,CO,2024048.0,36.0,11563220.0,3256052.0,4352183.0,773810.0,6.0,13140.0,136526993.0,27750495.0,3900603.0,1983556.0,,950.0,968.0,35670079.0,0.20326,-114768274.0,2017-11-01 00:00:00,2018-10-31,2018
COLORADO RIVER MEDICAL CENTER (051323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1495.0,353403.0,,,,,4217727.0,CA,796722.0,25.0,4217727.0,,1568842.0,92742.0,,9125.0,29208654.0,9158837.0,766147.0,1077815.0,,519.0,741.0,12701248.0,0.313566,3865294.0,2018-01-01 00:00:00,2018-12-31,2018
COLORADO WEST PSYCHIATRIC HOSPITAL (064023),Psychiatric,Voluntary Nonprofit-Other,,12186.0,,,,,,8075988.0,CO,150696.0,64.0,,,,,,23360.0,54154168.0,14904174.0,,147683.0,,1766.0,1979.0,,,105524.0,2018-07-01 00:00:00,2019-06-30,2018
COLQUITT REGIONAL MEDICAL CENTER (110105),General Short Term (Acute Care Hospitals),Governmental-County,15088956.0,21682.0,14453559.0,,,,12289.0,59320195.0,GA,8439207.0,94.0,47613630.0,13904937.0,12570248.0,1905219.0,10.0,34310.0,360458271.0,99069437.0,45414234.0,8403609.0,6.92,4654.0,8352.0,42548790.0,0.274843,64967236.0,2017-10-01 00:00:00,2018-09-30,2018
COLUMBIA BASIN HOSPITAL (501317),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,5483.0,425596.0,,,,,7844692.0,WA,1617602.0,25.0,,,3492050.0,30250.0,,9125.0,21640065.0,18169826.0,510939.0,1483795.0,,173.0,2039.0,5888664.0,0.839638,19366053.0,2018-01-01 00:00:00,2018-12-31,2018
COLUMBIA MEMORIAL HOSPITAL (330094),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,17165544.0,23510.0,3471678.0,,,170220.0,-56980.0,77464480.0,NY,12154503.0,95.0,56930401.0,14488326.0,14451094.0,2049771.0,9.0,34675.0,384603346.0,114762408.0,4612464.0,11961990.0,,4342.0,11089.0,78996772.0,0.298392,62626943.0,2018-01-01 00:00:00,2018-12-31,2018
COLUMBIA MEMORIAL HOSPITAL (381320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,5580.0,3493861.0,,,,,44352671.0,OR,14130395.0,25.0,,,17697006.0,2106887.0,4.0,9125.0,230307326.0,92196717.0,3635323.0,12544869.0,,1692.0,2686.0,38906333.0,0.40032,74869532.0,2018-01-01 00:00:00,2018-12-31,2018
COLUMBUS COMMUNITY HOSPITAL (280111),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9524000.0,7256.0,3467271.0,,,59497.0,22543.0,42321907.0,NE,6321995.0,47.0,31157350.0,9228031.0,344629.0,681640.0,5.0,17155.0,143076082.0,65361500.0,6112459.0,6195214.0,,1793.0,3503.0,10787355.0,0.45683,8782864.0,2018-05-01 00:00:00,2019-04-30,2018
COLUMBUS COMMUNITY HOSPITAL (450370),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2724274.0,3369.0,1509074.0,,,,5753.0,9254066.0,TX,4846577.0,40.0,10014960.0,2816908.0,5744359.0,1035500.0,,14600.0,63122663.0,26139852.0,1160212.0,4747763.0,,823.0,1596.0,10273721.0,0.414112,1958536.0,2018-05-01 00:00:00,2019-04-30,2018
COLUMBUS COMMUNITY HOSPITAL (521338),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2814.0,1051200.0,,,,,17793567.0,WI,3638293.0,25.0,,,2007161.0,388823.0,4.0,9125.0,80598637.0,33743003.0,1615429.0,3772511.0,,887.0,1529.0,8122994.0,0.418655,24844880.0,2017-10-01 00:00:00,2018-09-30,2018
COLUMBUS HOSPITAL LTACH (312024),General Long Term,Proprietary-Partnership,,20724.0,,,,,,17930348.0,NJ,,63.0,,,,,,22995.0,1216549183.0,50652085.0,,,,642.0,17059.0,,,14265017.0,2018-04-01 00:00:00,2019-03-31,2018
COLUMBUS REGIONAL HEALTHCARE SYSTEM (340068),General Short Term (Acute Care Hospitals),Governmental-City-County,15041620.0,17553.0,6166256.0,,,,88594.0,27417123.0,NC,8286636.0,154.0,27433016.0,13614707.0,7483406.0,2722464.0,,56210.0,273014139.0,67979759.0,13493527.0,8695550.0,,4279.0,8216.0,44317256.0,0.248997,33864901.0,2017-10-01 00:00:00,2018-09-30,2018
COLUMBUS REGIONAL HOSPITAL (150112),General Short Term (Acute Care Hospitals),Governmental-City-County,41747695.0,33622.0,15291223.0,,,,24642.0,83948590.0,IN,25360757.0,211.0,85790601.0,37451253.0,15389239.0,9508511.0,17.0,77015.0,673640760.0,239352421.0,16287511.0,25072120.0,,9158.0,13459.0,104166776.0,0.355312,88180803.0,2018-01-01 00:00:00,2018-12-31,2018
COLUMBUS SPECIALTY HOSPITAL (112012),General Long Term,Proprietary-Partnership,,5776.0,-3323.0,,,,,4306291.0,GA,,50.0,,,,,,18250.0,19521986.0,9468281.0,,,,221.0,3281.0,,0.485006,3825706.0,2018-01-01 00:00:00,2018-12-31,2018
COLUSA MEDICAL CENTER (050783),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2604249.0,2735.0,603296.0,,,,,6368724.0,CA,460897.0,42.0,6681528.0,2265936.0,,,6.0,12516.0,37028179.0,14637755.0,1526118.0,452442.0,,760.0,1272.0,,0.395314,18073503.0,2018-03-09 00:00:00,2018-12-31,2018
COMANCHE COUNTY HOSPITAL (171312),General Short Term (Critical Access Hospitals),Governmental-County,,915.0,165430.0,,,,,2696897.0,KS,1489552.0,12.0,,,-109289.0,20836.0,,4380.0,3768706.0,5043615.0,116073.0,1554164.0,,55.0,820.0,8721.0,1.338288,2843002.0,2018-01-01 00:00:00,2018-12-31,2018
COMANCHE COUNTY MEDICAL CENTER (451382),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2667.0,2482385.0,,,,,8217411.0,TX,2835890.0,25.0,,,713650.0,799905.0,,9125.0,36116105.0,21417593.0,2876647.0,2431298.0,,580.0,1741.0,2630216.0,0.593021,3345867.0,2018-01-01 00:00:00,2018-12-31,2018
COMANCHE COUNTY MEMORIAL HOSPITAL (370056),General Short Term (Acute Care Hospitals),Governmental-County,44814451.0,45902.0,15139160.0,,,435330.0,-110648.0,105729755.0,OK,30365613.0,187.0,63723658.0,41343581.0,16883479.0,3155206.0,20.0,68255.0,853157080.0,171006001.0,58560398.0,29342955.0,23.97,9592.0,22001.0,91514177.0,0.200439,129006825.0,2018-07-01 00:00:00,2019-06-30,2018
COMM MEDICAL CENTER OF CALICO ROCK (041306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1686.0,154476.0,,,,,3208919.0,AR,1689609.0,25.0,,,108898.0,9238.0,,9125.0,12803620.0,9730010.0,241380.0,2025603.0,,298.0,1120.0,1010543.0,0.759942,6411577.0,2018-07-01 00:00:00,2019-06-30,2018
COMMONWEALTH HEALTH CENTER (660001),General Short Term (Acute Care Hospitals),Governmental-Other,,17728.0,,,,,,31977211.0,MP,,74.0,,,,,4.0,27010.0,25000.0,50198533.0,,,,4687.0,,,2007.94132,,2017-10-01 00:00:00,2018-09-30,2018
COMMONWEALTH REGIONAL SPECIALTY HOSP (182005),General Long Term,Voluntary Nonprofit-Other,,5541.0,,,,,,3008283.0,KY,10811.0,28.0,,,,,,10220.0,20889839.0,7510294.0,,10582.0,,263.0,4368.0,,,1186986.0,2018-02-01 00:00:00,2019-01-31,2018
COMMUNITY CARE HOSPITAL (194056),Psychiatric,Proprietary-Corporation,,9678.0,,,,,,3942200.0,LA,714795.0,38.0,3942200.0,,,,,13870.0,12219348.0,6728967.0,,700496.0,,1381.0,1022.0,,,4723101.0,2018-05-01 00:00:00,2019-04-30,2018
COMMUNITY FIRST MEDICAL CENTER (140251),General Short Term (Acute Care Hospitals),Proprietary-Individual,25099686.0,30912.0,7323635.0,,,,-9604.0,52021973.0,IL,5499466.0,213.0,45001327.0,23243493.0,19978207.0,4919117.0,,77745.0,601169837.0,95888591.0,13329697.0,5741952.0,3.72,5656.0,12355.0,154225424.0,0.159503,93962700.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HEALTH CENTER BRANCH (230022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9452874.0,11787.0,1781530.0,,,,-27496.0,29408480.0,MI,6365004.0,75.0,22390548.0,8496686.0,5628440.0,501476.0,8.0,27375.0,184849744.0,56159532.0,4126161.0,6615420.0,3.43,2927.0,4461.0,33608513.0,0.303812,25231216.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HEALTH NETWORK REHAB HOSP (153043),Rehabilitation,Proprietary-Partnership,,16883.0,,,,,,10767788.0,IN,,60.0,9931711.0,,,,,21900.0,60091776.0,19891562.0,,,,1419.0,8985.0,,,4053837.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HEALTH REHAB HOSPITAL SOUT (153044),Rehabilitation,Proprietary-Partnership,,1322.0,,,,,,1315021.0,IN,,44.0,1230062.0,,,,,4620.0,4899257.0,2774955.0,,,,107.0,920.0,,,1884674.0,2018-09-18 00:00:00,2018-12-31,2018
COMMUNITY HEALTHCARE SYSTEM (171354),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2719.0,762055.0,,,,,19974505.0,KS,3849240.0,25.0,,,1451889.0,266252.0,,9125.0,43013653.0,27590914.0,804404.0,3728357.0,,442.0,1962.0,2984958.0,0.641445,6534581.0,2018-04-01 00:00:00,2019-03-31,2018
COMMUNITY HOSP. MONTEREY PENINSULA (050145),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,99904916.0,53689.0,6263390.0,,,,375140.0,228312981.0,CA,38965164.0,227.0,208141172.0,93277889.0,,4124188.0,28.0,82855.0,1948313484.0,570134639.0,7140309.0,38680884.0,,10600.0,28531.0,267951351.0,0.29263,455005405.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITAL (060054),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,11633031.0,6905.0,2965920.0,,,115912.0,-41818.0,57337801.0,CO,14088203.0,53.0,34323672.0,10279321.0,16987725.0,1386359.0,12.0,19345.0,351887363.0,91377770.0,5919193.0,13796227.0,,2777.0,3375.0,98074935.0,0.259679,88506696.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITAL (150125),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,89114824.0,94144.0,9282464.0,,,,45152.0,177448919.0,IN,41144155.0,410.0,156015099.0,79518087.0,23633779.0,5856060.0,39.0,149650.0,1825505029.0,412812660.0,14093904.0,41063697.0,,17965.0,40141.0,221944843.0,0.226136,58502066.0,2018-07-01 00:00:00,2019-06-30,2018
COMMUNITY HOSPITAL (370203),General Short Term (Acute Care Hospitals),Proprietary-Partnership,11998079.0,4819.0,2264360.0,,,,,27962435.0,OK,10967073.0,45.0,27623746.0,10604307.0,2435527.0,3567.0,3.0,16425.0,571460558.0,98381789.0,13132082.0,10745584.0,,2310.0,1953.0,16993521.0,0.172158,28528892.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITAL (531307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1872.0,1685146.0,,,,,12101730.0,WY,3741339.0,25.0,,,1001932.0,1059751.0,,9125.0,46586279.0,24860542.0,1327217.0,4214367.0,,437.0,1162.0,4214103.0,0.533645,10253966.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITAL ANDERSON (150113),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,26470100.0,27656.0,3765135.0,,,67693.0,77944.0,70917019.0,IN,12814272.0,134.0,73099525.0,23428155.0,71615203.0,1828802.0,17.0,50394.0,562467405.0,140084142.0,7402650.0,12924460.0,0.17,7653.0,10027.0,103469917.0,0.249053,-21481460.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITAL ASSOCIATION  INC. (261303),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2052.0,1474385.0,,,,,8542079.0,MO,2820995.0,16.0,,,,350906.0,,5840.0,26722720.0,17069516.0,1774996.0,3261769.0,,399.0,1669.0,,0.638764,11357877.0,2018-07-01 00:00:00,2019-06-30,2018
COMMUNITY HOSPITAL ASSOCOCIATION (281363),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3668.0,1860286.0,,,,,17114497.0,NE,8420542.0,25.0,,,2245300.0,1175564.0,,9125.0,70059793.0,41324709.0,1224138.0,9500954.0,,840.0,2400.0,4466171.0,0.589849,20592280.0,2018-07-01 00:00:00,2019-06-30,2018
COMMUNITY HOSPITAL INC. (010034),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2143375.0,4913.0,1412110.0,,,,23294.0,12003084.0,AL,836964.0,37.0,6694643.0,2115014.0,2119921.0,272617.0,5.0,13505.0,35064785.0,14547408.0,2767277.0,849519.0,,874.0,2102.0,3714896.0,0.414872,5684320.0,2017-10-01 00:00:00,2018-09-30,2018
COMMUNITY HOSPITAL NORTH (150169),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,54973303.0,83056.0,9366853.0,,,540260.0,-392882.0,100308509.0,IN,12463803.0,280.0,107485812.0,48215876.0,39781993.0,8888974.0,24.0,102200.0,1459473247.0,311246743.0,1959218.0,12376968.0,5.39,17414.0,21437.0,286695250.0,0.21326,3764398.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITAL OF ANACONDA (271335),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,5408.0,1131131.0,,,,,31311087.0,MT,6818118.0,25.0,,,14949266.0,294829.0,,9125.0,91456967.0,46935153.0,1645437.0,6167087.0,,1134.0,3143.0,22515310.0,0.513194,29809540.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITAL OF BREMEN (151300),General Short Term (Critical Access Hospitals),Governmental-Other,,1090.0,251470.0,,,,,5938013.0,IN,2174169.0,24.0,,,208953.0,92182.0,,5880.0,22024148.0,11846998.0,335177.0,2101848.0,,225.0,661.0,1895673.0,0.537909,14328386.0,2018-05-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITAL OF HUNTINGTON PAR (050091),General Short Term (Acute Care Hospitals),Proprietary-Corporation,8111513.0,13865.0,1943918.0,,,,-6616.0,22459561.0,CA,1111119.0,81.0,21852570.0,7424778.0,,865212.0,4.0,29565.0,380344207.0,43942182.0,8359557.0,1169327.0,,3385.0,2820.0,,0.115533,45031759.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITAL OF NOBLE CTY  INC (150146),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4788742.0,5104.0,3426614.0,,,,13349.0,14518377.0,IN,3242286.0,31.0,12859755.0,4815166.0,1686768.0,1722115.0,,11315.0,210178764.0,41693007.0,8434773.0,3266446.0,,1865.0,1720.0,17419174.0,0.198369,2560904.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9513682.0,32372.0,5194025.0,,,,-12662.0,112187921.0,CA,1850673.0,185.0,84758981.0,8365231.0,106189042.0,3743664.0,21.0,67525.0,1135753219.0,199783573.0,7791298.0,1866719.0,,7284.0,2489.0,825877670.0,0.175904,247839260.0,2018-07-01 00:00:00,2019-06-30,2018
COMMUNITY HOSPITAL OF STAUNTON (141306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1352.0,944918.0,,,,,6464674.0,IL,3634987.0,25.0,,,2879843.0,28304.0,,9125.0,32513627.0,16320224.0,1941718.0,3911700.0,,244.0,1101.0,4978271.0,0.50195,12108113.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITAL OF WILLIAMS CITY (360121),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8254713.0,6128.0,2634526.0,,,,-28823.0,29042492.0,OH,6169891.0,75.0,20108777.0,7866366.0,4500239.0,1922266.0,7.0,27375.0,129775831.0,56279519.0,1709914.0,6174896.0,,1931.0,2762.0,16994606.0,0.433667,68749322.0,2017-10-01 00:00:00,2018-09-30,2018
COMMUNITY HOSPITAL SOUTH (150128),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,35878125.0,39964.0,5838470.0,,,,-150993.0,61704432.0,IN,13293308.0,169.0,66769976.0,31143519.0,2014857.0,5524088.0,12.0,61685.0,917188279.0,186605348.0,1211254.0,13165545.0,7.87,9954.0,13302.0,159334768.0,0.203454,1989108.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPITALS OF INDIANA INC (150074),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,71995810.0,78578.0,14628405.0,,,174919.0,-112831.0,177514842.0,IN,66934938.0,305.0,179805358.0,66633215.0,116625873.0,13227464.0,28.0,111325.0,2424668959.0,561713693.0,5390400.0,66608559.0,43.16,17767.0,20361.0,452818847.0,0.231666,12730154.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOSPT. OF LAGRANGE CTY IN (151323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3423.0,2020056.0,,,,,8521074.0,IN,1138967.0,25.0,,,1070467.0,599035.0,,9125.0,111086478.0,30846209.0,4961587.0,1769112.0,,1071.0,1086.0,7735852.0,0.277677,25537540.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY HOWARD SPECIALITY HOSPITAL (153039),Rehabilitation,Proprietary-Other,,4866.0,,,,,,6059028.0,IN,132061.0,30.0,,,,,,10950.0,37503212.0,14007820.0,,129397.0,,405.0,3219.0,,,280020.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY MEDICAL CENTER  INC. (281352),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,2590.0,828253.0,,,,,9373067.0,NE,4648316.0,24.0,,,1375998.0,657359.0,,8760.0,40254822.0,25843436.0,266192.0,4728381.0,,580.0,1994.0,2207406.0,0.641996,16261937.0,2018-08-01 00:00:00,2019-07-31,2018
COMMUNITY MEDICAL CENTER (270023),General Short Term (Acute Care Hospitals),Proprietary-Corporation,17134237.0,21455.0,2472917.0,,,,68257.0,54046156.0,MT,14624087.0,141.0,44239841.0,15529224.0,16869240.0,927065.0,32.0,51465.0,364417639.0,125772082.0,4476507.0,14317399.0,4.58,4490.0,5386.0,84980414.0,0.345132,79942529.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY MEDICAL CENTER (310041),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,112038259.0,107270.0,20238718.0,,,,-950310.0,141899478.0,NJ,43162201.0,424.0,137960767.0,95730525.0,47214589.0,17534745.0,38.0,154760.0,1999462462.0,344066704.0,12779518.0,42208698.0,,19660.0,57199.0,269123743.0,0.17208,123209468.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY MEDICAL CENTER (390001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,53946637.0,49717.0,7717817.0,,,124399.0,-145291.0,102745024.0,PA,24120500.0,255.0,83201335.0,48093052.0,32638646.0,5614661.0,18.0,93132.0,2243162081.0,268516984.0,14450087.0,22892528.0,42.06,11624.0,20718.0,458196036.0,0.119705,116549162.0,2018-07-01 00:00:00,2019-06-30,2018
COMMUNITY MEMORIAL HEALTHCARE  INC. (171363),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3795.0,774581.0,,,,,9916195.0,KS,2478304.0,23.0,,,1072691.0,126220.0,,8395.0,35601607.0,18245195.0,1320613.0,2977219.0,,497.0,3194.0,2028904.0,0.512482,18402058.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY MEMORIAL HOSPITAL (161320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,884.0,80020.0,,,,,5107566.0,IA,2829333.0,16.0,,,678021.0,21826.0,,5840.0,16670225.0,12839383.0,89290.0,3079304.0,,103.0,644.0,1393171.0,0.770199,18559007.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY MEMORIAL HOSPITAL (241364),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3114.0,1045276.0,,,,,28079495.0,MN,5788646.0,22.0,,,6149815.0,385886.0,,8030.0,92952220.0,44598344.0,1386041.0,5242864.0,,841.0,1844.0,16015695.0,0.479799,31736693.0,2017-10-01 00:00:00,2018-09-30,2018
COMMUNITY MEMORIAL HOSPITAL (331316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,5057.0,460307.0,,,,,17046041.0,NY,2015278.0,25.0,,,2392551.0,229347.0,,9125.0,74169757.0,40414328.0,503488.0,2092976.0,,1209.0,2146.0,10238604.0,0.54489,18009746.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY MEMORIAL HOSPITAL (361301),General Short Term (Critical Access Hospitals),Governmental-Other,,1858.0,1062410.0,,,,,13861987.0,OH,2427069.0,25.0,,,1930982.0,48582.0,,9125.0,39159648.0,22904518.0,1733986.0,2685771.0,,495.0,751.0,5699152.0,0.584901,37454971.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY MEMORIAL HOSPITAL (431309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1288.0,103070.0,,,,,2201440.0,SD,684704.0,16.0,,,203636.0,22250.0,,5840.0,6075626.0,4480286.0,109599.0,583612.0,,115.0,765.0,273673.0,0.73742,5238292.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY MEMORIAL HOSPITAL (431316),General Short Term (Critical Access Hospitals),Governmental-City-County,,1475.0,548768.0,,,,,5687049.0,SD,1438045.0,23.0,,,730892.0,,,8395.0,16068352.0,11834273.0,745107.0,1358775.0,,266.0,1297.0,1014106.0,0.736496,8580710.0,2018-01-01 00:00:00,2018-12-31,2018
COMMUNITY MEMORIAL HOSPITAL (490098),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,13855187.0,14559.0,6826522.0,,,,54133.0,46163395.0,VA,8498166.0,66.0,27882650.0,13027501.0,7950251.0,3574638.0,,24090.0,311515728.0,91887786.0,11002160.0,8361938.0,,3328.0,7770.0,40908025.0,0.29497,130302224.0,2018-07-01 00:00:00,2019-06-30,2018
