Hospital,Hospital type,Control type,Number of Interns & Residents,"Donations, Land Improvements",Net Revenue from Medicaid,BED DAYS: Total Hospital,Total discharges,NUMBER OF BEDS: Adults & Pediatrics,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total cost of charity care,HVBP payment adjustment amount,Urban (1) and Rural (2) Indicator,Total Bad Debt expense,NUMBER OF BEDS: ICU,Cost To Charge Ratio,IPPS Payment amount (unadjusted),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total Days Title XVIII,FTE Employees on Payroll,Total Costs,State,Cost of Uncompensated Care,Fiscal Year End Date,Total Salaries,Total Days,Total Charges,Fiscal Year Begin Date,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,HAC reduction adjustment amount,REIMBURSEMENT SETTLEMENT: Interim payments,IPPS Interim payment,Medicaid charges,FFY
FLORIDA HOSPITAL - NORTH PINELLAS (100055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,448.5,,3081224.0,54900.0,4379.0,137.0,4240047.0,150.0,1267035.0,88.0,1.0,8071046.0,13.0,0.249516,13416106.0,,6576.0,,68251331.0,FL,3278591.0,2012-12-31,27132188.0,15434.0,273535349.0,2012-01-01 00:00:00,24006432.0,66999753.0,,4240852.0,12094942.0,31434823.0,2012
FLORIDA HOSPITAL AT CONNERTON (102026),General Long Term,Proprietary-Corporation,,,,18294.0,581.0,44.0,21760.0,50.0,,,1.0,,6.0,0.314601,,,9653.0,,23955069.0,FL,-93326.0,2012-12-31,8539462.0,17187.0,76144236.0,2012-01-01 00:00:00,8525176.0,39036225.0,,21760.0,,,2012
FLORIDA HOSPITAL CARROLLWOOD (100069),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,431.17,,4182162.0,39894.0,4764.0,95.0,3307299.0,109.0,1160784.0,-10297.0,1.0,8274605.0,14.0,0.192855,16488786.0,,5272.0,,87430651.0,FL,2740655.0,2012-12-31,27728635.0,17417.0,453348887.0,2012-01-01 00:00:00,26467041.0,68347298.0,,3331526.0,15490166.0,44707687.0,2012
FLORIDA HOSPITAL FISH MEMORIAL (100072),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,739.22,,11450769.0,50874.0,7956.0,118.0,6831142.0,139.0,7814760.0,4602.0,1.0,8688152.0,21.0,0.225033,24709664.0,,14830.0,,104779067.0,FL,9725001.0,2012-12-31,46609707.0,35027.0,465615650.0,2012-01-01 00:00:00,42005849.0,74772506.0,,6916926.0,22384515.0,67284109.0,2012
FLORIDA HOSPITAL HEARTLAND (100109),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1071.53,,7502478.0,51972.0,10642.0,120.0,10986460.0,142.0,5238799.0,9802.0,2.0,6002742.0,22.0,0.197273,44691048.0,,26635.0,,131182818.0,FL,6355508.0,2012-12-31,72021156.0,45337.0,664982606.0,2012-01-01 00:00:00,50036427.0,86694894.0,,11263443.0,41418477.0,72620162.0,2012
FLORIDA HOSPITAL MEMORIAL MEDICAL CE (100068),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1519.78,,9406468.0,130296.0,12769.0,310.0,17905511.0,356.0,8801256.0,47458.0,1.0,9559551.0,46.0,0.23319,49615733.0,,25481.0,,185697327.0,FL,10958829.0,2012-12-31,85621546.0,61106.0,796334074.0,2012-01-01 00:00:00,68016050.0,174020798.0,,18064064.0,45309184.0,83063581.0,2012
FLORIDA HOSPITAL TAMPA (100173),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,2083.15,,15145688.0,162870.0,20977.0,398.0,8927827.0,445.0,3101312.0,-4942.0,1.0,11852526.0,47.0,0.185713,59802968.0,,35248.0,,303570857.0,FL,5257892.0,2012-12-31,121703222.0,104905.0,1634626891.0,2012-01-01 00:00:00,106582580.0,239048276.0,,8996103.0,53659780.0,156436408.0,2012
FLORIDA HOSPITAL WATERMAN (100057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1312.9,,22372384.0,75604.0,13963.0,169.0,16288695.0,209.0,13070623.0,-21280.0,1.0,14826492.0,,0.200219,57605631.0,,32748.0,,167939689.0,FL,15975224.0,2012-12-31,72194633.0,62206.0,838779343.0,2012-01-01 00:00:00,64918389.0,124793777.0,,16420014.0,51066776.0,116730532.0,2012
FLORIDA HOSPITAL ZEPHYRHILLS (100046),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,833.83,,4215519.0,50874.0,9975.0,123.0,8899363.0,139.0,7123422.0,8269.0,1.0,7461210.0,16.0,0.164485,30839384.0,,15818.0,,120156164.0,FL,8310527.0,2012-12-31,54981932.0,37734.0,730497300.0,2012-01-01 00:00:00,42089140.0,80200203.0,,8998208.0,27435095.0,87997131.0,2012
FLORIDA STATE HOSPITAL (100298),General Short Term (Acute Care Hospitals),Governmental-State,49.0,,,8760.0,6.0,24.0,,24.0,,,1.0,,,1.070654,,,,,109965319.0,FL,,2013-06-30,53269921.0,3171.0,102708582.0,2012-07-01 00:00:00,23141147.0,109135826.0,,,,,2012
FLOWER HOSPITAL (360074),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1119.82,,16025255.0,52704.0,7062.0,132.0,12032196.0,144.0,2634271.0,-250.0,1.0,8954633.0,12.0,0.208213,22221511.0,,11495.0,15.52,186151022.0,OH,4520828.0,2012-12-31,71741305.0,32592.0,894042424.0,2012-01-01 00:00:00,57327189.0,73047682.0,,12066311.0,20695099.0,98284731.0,2012
FLOWERS HOSPITAL (010055),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1210.0,,5677540.0,85357.0,11638.0,208.0,15740187.0,234.0,750509.0,170995.0,1.0,28496824.0,7.0,0.137419,43146166.0,,27788.0,,162247453.0,AL,4538585.0,2013-06-30,61069538.0,57436.0,1180677255.0,2012-07-01 00:00:00,53369868.0,47666916.0,,16190747.0,38367919.0,84522508.0,2012
FLOYD COUNTY HOSPITAL (161347),General Short Term (Critical Access Hospitals),Governmental-County,154.92,,2058790.0,9125.0,710.0,25.0,3544469.0,25.0,98140.0,,2.0,1353738.0,,0.568056,,,3588.0,,19670162.0,IA,854178.0,2013-06-30,8451071.0,4370.0,34627162.0,2012-07-01 00:00:00,,1888708.0,,3918602.0,,3629843.0,2012
FLOYD MEDICAL CENTER (110054),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1798.0,,35226904.0,83220.0,11576.0,204.0,11869839.0,228.0,9193345.0,-38797.0,1.0,45542408.0,16.0,0.250534,49510493.0,,20169.0,22.1,242440413.0,GA,20703666.0,2013-06-30,107634987.0,59243.0,967693723.0,2012-07-01 00:00:00,78394020.0,219713964.0,,11962172.0,46684073.0,180577214.0,2012
FLOYD MEMORIAL HOSPITAL & HEALTH SVS (150044),General Short Term (Acute Care Hospitals),Governmental-County,1618.0,,26299832.0,79056.0,15886.0,200.0,16328891.0,216.0,2742268.0,522.0,1.0,2480523.0,16.0,0.247639,59841902.0,,32453.0,,182671725.0,IN,3236433.0,2012-12-31,97030944.0,63161.0,737654695.0,2012-01-01 00:00:00,78820574.0,147586826.0,,16919710.0,55023305.0,70931401.0,2012
FLOYD VALLEY HOSPITAL (161368),General Short Term (Critical Access Hospitals),Governmental-City-County,188.53,,1462798.0,9125.0,666.0,25.0,3099994.0,25.0,253537.0,,2.0,864211.0,,0.618871,,,1793.0,,24125735.0,IA,788372.0,2013-06-30,11240586.0,3291.0,38983460.0,2012-07-01 00:00:00,,8586139.0,,3300428.0,,2734546.0,2012
FLUSHING HOSPITAL MEDICAL CENTER (330193),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1713.06,,69002869.0,100650.0,15269.0,261.0,4122402.0,275.0,6850302.0,-28457.0,1.0,14941790.0,,0.400155,63975223.0,,28100.0,124.43,196440975.0,NY,12769155.0,2012-12-31,116822077.0,89744.0,490912145.0,2012-01-01 00:00:00,96772842.0,171937000.0,,4219361.0,58914776.0,210455729.0,2012
FOND DU LAC COUNTY HEALTH CARE CTR (524025),Psychiatric,Governmental-County,68.28,,,9150.0,992.0,25.0,,25.0,,,2.0,,,0.970332,,,1002.0,,6251662.0,WI,,2012-12-31,3897445.0,4776.0,6442805.0,2012-01-01 00:00:00,4312764.0,5334095.0,,,,,2012
FOOTHILL PRESBTYERIAN HOSPITAL (050597),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,396.93,,5058919.0,38430.0,5066.0,87.0,2566710.0,105.0,606409.0,-1645.0,1.0,6023329.0,18.0,0.243819,12796899.0,,5932.0,,60804247.0,CA,1959814.0,2012-12-31,30338310.0,19774.0,249382486.0,2012-01-01 00:00:00,30347090.0,11470053.0,,2712142.0,11734481.0,43925336.0,2012
FORBES REGIONAL HOSPITAL (390267),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1236.49,,10164144.0,103037.0,11603.0,241.0,5462400.0,271.0,593796.0,-26586.0,1.0,11182461.0,26.0,0.323967,29346768.0,,15146.0,33.38,183463997.0,PA,4179221.0,2013-06-30,62704998.0,54017.0,566304016.0,2012-07-01 00:00:00,57314158.0,121325399.0,,5424465.0,26164003.0,52562028.0,2012
FOREST HEALTH MEDICAL CENTER (230144),General Short Term (Acute Care Hospitals),Proprietary-Other,58.0,,,8784.0,878.0,24.0,1672879.0,24.0,,,1.0,62348.0,,0.574565,1479301.0,,382.0,,27586370.0,MI,35823.0,2012-12-31,4568047.0,1671.0,48012627.0,2012-01-01 00:00:00,4568047.0,3371019.0,,1672805.0,1307056.0,,2012
FOREST HILLS HOSPITAL (330353),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1281.3,,37359499.0,79422.0,15981.0,199.0,2836046.0,217.0,4275485.0,2294.0,1.0,2572094.0,18.0,0.28458,64465903.0,,27137.0,44.48,170653763.0,NY,4906439.0,2012-12-31,104152214.0,76000.0,599668744.0,2012-01-01 00:00:00,89566816.0,131793000.0,,2848678.0,60473844.0,165284762.0,2012
FOREST VIEW HOSPITAL (234030),Psychiatric,Proprietary-Corporation,143.54,,,30012.0,2387.0,82.0,76965.0,82.0,,,1.0,,,,,,5316.0,,13914438.0,MI,,2012-12-31,7136988.0,25468.0,31426623.0,2012-01-01 00:00:00,6923993.0,-31808043.0,,78436.0,,,2012
FORKS COMMUNITY HOSPITAL (501325),General Short Term (Critical Access Hospitals),Governmental-Hospital District,147.19,,3210290.0,6222.0,256.0,17.0,1792658.0,17.0,326995.0,,2.0,1224087.0,,0.711766,,,969.0,,19853951.0,WA,1186392.0,2012-12-31,11172592.0,1788.0,27893925.0,2012-01-01 00:00:00,,8880211.0,,1966564.0,,6482817.0,2012
FORREST CITY MEDICAL CENTER (040019),General Short Term (Acute Care Hospitals),Proprietary-Other,169.15,,3453342.0,19032.0,2078.0,45.0,951498.0,52.0,543462.0,,2.0,292478.0,7.0,0.213465,2965644.0,,2163.0,,20565368.0,AR,594147.0,2012-09-30,8411373.0,8850.0,96340903.0,2011-10-01 00:00:00,8418648.0,38853951.0,,986775.0,3000221.0,34587724.0,2012
FORREST GENERAL HOSPITAL (250078),General Short Term (Acute Care Hospitals),Governmental-County,2557.0,,78317216.0,148596.0,24624.0,366.0,22115387.0,406.0,35503586.0,,1.0,43194706.0,32.0,0.308995,97693101.0,,45448.0,,284900290.0,MS,48366542.0,2012-09-30,134329151.0,112471.0,922023138.0,2011-10-01 00:00:00,112343859.0,241028093.0,,22107043.0,90018035.0,135032468.0,2012
FORSYTH MEMORIAL HOSPITAL  INC (340014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5282.36,,47952431.0,289140.0,44949.0,654.0,42010531.0,786.0,45465418.0,69325.0,1.0,23396188.0,108.0,0.3712,104440416.0,,57838.0,21.08,756589595.0,NC,53134598.0,2012-12-31,348273477.0,217309.0,2038228515.0,2012-01-01 00:00:00,276842943.0,-509323133.0,,42523012.0,97575197.0,223360906.0,2012
FORT ATKINSON MEMORIAL HOSPITAL (520071),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,730.12,,,26352.0,3020.0,56.0,7446083.0,72.0,1460032.0,,2.0,,16.0,0.493122,9905315.0,,4512.0,,90941389.0,WI,1435528.0,2012-09-30,41348387.0,8834.0,184419817.0,2011-10-01 00:00:00,35475104.0,84724913.0,,7037403.0,9256097.0,,2012
FORT BELKNAP HEALTH CENTER (271315),General Short Term (Critical Access Hospitals),Governmental- Federal,167.0,,,2196.0,47.0,6.0,756595.0,6.0,,,2.0,,,,,,19.0,,6695511.0,MT,,2012-09-30,6275353.0,107.0,105043.0,2011-10-01 00:00:00,,,,726921.0,,,2012
FORT DEFIANCE INDIAN HOSPITAL (030071),General Short Term (Acute Care Hospitals),Proprietary-Corporation,,,,,,,,,,,,,,,,,,,,AZ,,2012-09-30,,,,2011-10-01 00:00:00,,,,,,,2012
FORT DUNCAN MEDICAL CENTER (450092),General Short Term (Acute Care Hospitals),Proprietary-Corporation,350.95,,9996061.0,31476.0,4689.0,76.0,2858366.0,86.0,1626068.0,1319.0,2.0,7610995.0,10.0,0.170176,12322914.0,0.8,8494.0,,44717574.0,TX,2784560.0,2012-12-31,18592823.0,19883.0,262772192.0,2012-01-01 00:00:00,18004704.0,9235049.0,,2898250.0,11486215.0,51810517.0,2012
FORT HAMILTON HOSPITAL (360132),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,694.12,,14939529.0,61488.0,8233.0,152.0,4473962.0,168.0,6274160.0,-5593.0,1.0,8958369.0,16.0,0.179234,21514131.0,,11827.0,,85358815.0,OH,7804858.0,2012-12-31,41093507.0,31574.0,476241876.0,2012-01-01 00:00:00,39620344.0,47517508.0,,4533391.0,19368436.0,102735556.0,2012
FORT LOGAN HOSPITAL (181315),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,140.05,,3063741.0,9150.0,1091.0,25.0,1517849.0,25.0,459477.0,,2.0,2222663.0,,0.433446,,,794.0,,15384086.0,KY,1359452.0,2012-09-30,7002811.0,2836.0,35492531.0,2011-10-01 00:00:00,,891023.0,,1944711.0,,8135292.0,2012
FORT LOUDOUN MEDICAL CENTER (440110),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,210.0,,1737896.0,18300.0,1723.0,45.0,2433983.0,50.0,124662.0,3042.0,1.0,5336147.0,5.0,0.266242,4465134.0,,2649.0,,24457250.0,TN,1472047.0,2012-12-31,11019234.0,6098.0,91860987.0,2012-01-01 00:00:00,10416062.0,58510002.0,,2611465.0,3938158.0,9734595.0,2012
FORT MADISON COMMUNITY HOSPITAL (160122),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,396.9,,3309507.0,18300.0,1968.0,46.0,3069192.0,50.0,338583.0,,2.0,2398285.0,4.0,0.333439,5167605.0,,4172.0,,29490450.0,IA,1138265.0,2012-09-30,24143380.0,7600.0,88443410.0,2011-10-01 00:00:00,14113563.0,16825521.0,,3574819.0,5084569.0,8898112.0,2012
FORT SANDERS REGIONAL MEDICAL CENTER (440125),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1448.0,,20147547.0,119682.0,14730.0,282.0,20548512.0,327.0,7466117.0,22849.0,1.0,24983507.0,45.0,0.25684,41743200.0,,23190.0,,229176790.0,TN,13510603.0,2012-12-31,84578159.0,77595.0,892293922.0,2012-01-01 00:00:00,70871934.0,207308358.0,,20918477.0,38437460.0,111528162.0,2012
FORT WALTON BEACH MEDICAL CTR (100223),General Short Term (Acute Care Hospitals),Proprietary-Corporation,659.01,,7776452.0,68985.0,10123.0,150.0,8574939.0,189.0,592639.0,23441.0,1.0,39885941.0,23.0,0.094615,40547062.0,,20851.0,,130375116.0,FL,4337751.0,2013-05-31,41686216.0,43198.0,1377956560.0,2012-06-01 00:00:00,39923996.0,-496155215.0,,8707431.0,36580370.0,186731259.0,2012
FORT WASHINGTON MEDICAL CENTER (210060),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,284.0,,1449898.0,11346.0,2108.0,27.0,2762944.0,31.0,,,1.0,5264691.0,4.0,0.810863,8319102.0,,4166.0,,37682101.0,MD,4268943.0,2012-12-31,18771235.0,8160.0,46471620.0,2012-01-01 00:00:00,18638072.0,19065360.0,,4554894.0,7463024.0,1837382.0,2012
FOSTORIA COMMUNITY HOSPITAL (361318),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,199.39,,4138605.0,9150.0,1117.0,21.0,2437222.0,25.0,474202.0,,2.0,2949115.0,4.0,0.307515,,,2063.0,,30949623.0,OH,1327734.0,2012-12-31,10932500.0,3832.0,100644239.0,2012-01-01 00:00:00,,15731889.0,,2300125.0,,18153065.0,2012
FOUNDATION SURGICAL HOSPITAL (670012),General Short Term (Acute Care Hospitals),Proprietary-Corporation,239.65,,,23424.0,2912.0,64.0,2756088.0,64.0,,7206.0,1.0,,,,10898012.0,,2045.0,,66203051.0,TX,,2012-12-31,15793849.0,6126.0,261406623.0,2012-01-01 00:00:00,15788533.0,24198488.0,,2758662.0,10117832.0,,2012
FOUNDATION SURGICAL SAN ANTONIO (670054),General Short Term (Acute Care Hospitals),Proprietary-Corporation,119.19,,,7320.0,1121.0,20.0,1553252.0,20.0,,1758.0,1.0,502537.0,,0.237002,1795410.0,,366.0,,30009879.0,TX,119102.0,2012-12-31,5541672.0,2700.0,126623113.0,2012-01-01 00:00:00,5472524.0,15848208.0,,1554145.0,1634435.0,,2012
FOUNTAIN VALLEY REG MEDICAL CENTER (050570),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1126.8,,64691316.0,146400.0,17747.0,341.0,6323936.0,400.0,1372451.0,-17814.0,1.0,13450181.0,36.0,0.148051,72208543.0,,25994.0,2.81,258077094.0,CA,3058984.0,2012-12-31,108762411.0,92206.0,1743160282.0,2012-01-01 00:00:00,112544109.0,18200600.0,,7140506.0,68130389.0,502928042.0,2012
FOUR COUNTY COUNSELING CENTER (154035),Psychiatric,Voluntary Nonprofit-Other,213.24,,,5840.0,378.0,16.0,301189.0,16.0,,,2.0,,,,,,512.0,,11710790.0,IN,,2013-06-30,8708713.0,2214.0,23666733.0,2012-07-01 00:00:00,,2220317.0,,299700.0,,,2012
FOUR WINDS  INC. (334002),Psychiatric,Proprietary-Corporation,497.3,,,64050.0,3723.0,175.0,38855.0,175.0,,,1.0,,,0.662561,,,1173.0,,44862559.0,NY,-4781.0,2012-12-31,28707826.0,57122.0,67710824.0,2012-01-01 00:00:00,28707826.0,41513308.0,,38855.0,,,2012
FOUR WINDS OF SARATOGA  INC. (334049),Psychiatric,Proprietary-Corporation,307.9,,,32208.0,2865.0,88.0,101406.0,88.0,,,1.0,,,0.759878,,,1973.0,,28572536.0,NY,-7302.0,2012-12-31,20145152.0,32436.0,37601478.0,2012-01-01 00:00:00,20091632.0,19692053.0,,101406.0,,,2012
FRANCES MAHON DEACONESS HOSPITAL (271316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,192.94,,2135487.0,9125.0,642.0,25.0,2714756.0,25.0,525737.0,,2.0,570164.0,,0.703073,,,1090.0,,20898816.0,MT,877140.0,2013-06-30,14333756.0,2412.0,29724972.0,2012-07-01 00:00:00,,4404578.0,,2624894.0,,2869646.0,2012
FRANCISCAN HEALTH CRAWFORDSVILLE (150022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,201.87,,2826829.0,11346.0,754.0,25.0,3749755.0,31.0,2147426.0,1281.0,2.0,3338533.0,6.0,0.286322,3603174.0,,2111.0,,33848568.0,IN,3089786.0,2012-12-31,10429815.0,3222.0,118218497.0,2012-01-01 00:00:00,9639446.0,3438432.0,,3356524.0,3424247.0,12485704.0,2012
FRANCISCAN HEALTH CROWN POINT (150126),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1127.82,,8461984.0,87840.0,9369.0,206.0,11548951.0,240.0,6830204.0,-2332.0,1.0,10873817.0,22.0,0.360419,38495810.0,,24820.0,2.18,185372576.0,IN,10642041.0,2012-12-31,63672448.0,47971.0,514325701.0,2012-01-01 00:00:00,58396884.0,22945450.0,,11802301.0,34982251.0,25859586.0,2012
FRANCISCAN HEALTH HAMMOND (150004),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1088.71,,15481364.0,66253.0,7290.0,165.0,7216807.0,185.0,17680277.0,-8843.0,1.0,11733186.0,20.0,0.348998,40162540.0,,23098.0,4.51,159530505.0,IN,21484618.0,2012-12-31,72896288.0,40890.0,457109976.0,2012-01-01 00:00:00,65449947.0,13834156.0,,7604683.0,38182505.0,73676088.0,2012
FRANCISCAN HEALTH MICHIGAN CITY (150015),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,818.12,,7688828.0,52290.0,6663.0,135.0,9465529.0,149.0,6343385.0,17076.0,1.0,7213260.0,14.0,0.292882,24989434.0,,12422.0,,119598259.0,IN,8342465.0,2012-12-31,43176792.0,24516.0,408349163.0,2012-01-01 00:00:00,39812274.0,24499047.0,,9720659.0,22816897.0,64757915.0,2012
FRANCISCAN HEALTH- DYER (150090),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,884.82,,8014592.0,57543.0,6012.0,137.0,6128801.0,158.0,8875057.0,-1006.0,1.0,4135104.0,14.0,0.302591,27780357.0,,16615.0,8.66,118080235.0,IN,10056714.0,2012-12-31,49870820.0,28892.0,390230284.0,2012-01-01 00:00:00,42620367.0,49041014.0,,6222746.0,25055484.0,36329236.0,2012
FRANCISCAN HOSPITAL FOR CHILDREN (223300),Childrens,Voluntary Nonprofit-Other,470.21,,,40768.0,761.0,112.0,37188.0,112.0,,,1.0,,,,,,,9.8,36748748.0,MA,,2012-09-30,25192739.0,20802.0,59018504.0,2011-10-01 00:00:00,18868782.0,22911630.0,,32811.0,,,2012
FRANCISCAN PHYSICIANS HOSPITAL (150165),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,295.53,,358128.0,11712.0,862.0,23.0,4446654.0,32.0,89671.0,2584.0,1.0,1865427.0,9.0,0.261242,3951623.0,,1563.0,,46643868.0,IN,565843.0,2012-12-31,16469987.0,3520.0,178546652.0,2012-01-01 00:00:00,12842057.0,30617619.0,,4440130.0,3531313.0,2163417.0,2012
FRANCISCAN ST. JAMES HEALTH (140172),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1640.53,,38019876.0,126270.0,18767.0,300.0,17248635.0,345.0,11952347.0,21783.0,1.0,13613969.0,45.0,0.2634,88171282.0,,43466.0,81.83,260349618.0,IL,14936797.0,2012-12-31,99611747.0,80387.0,988418880.0,2012-01-01 00:00:00,85194646.0,41172571.0,,17705180.0,83032355.0,162501452.0,2012
FRANK T RUTHERFORD MEMORIAL HOSPITAL (441307),General Short Term (Critical Access Hospitals),Proprietary-Corporation,21.14,,253494.0,5325.0,,25.0,341161.0,25.0,,,1.0,568.0,,0.758318,,,626.0,,2233872.0,TN,-4853.0,2012-07-31,923172.0,661.0,2945826.0,2012-01-01 00:00:00,,1122210.0,,346353.0,,379531.0,2012
FRANKFORT REGIONAL MEDICAL CENTER (180127),General Short Term (Acute Care Hospitals),Proprietary-Corporation,453.28,,9738599.0,43070.0,4675.0,108.0,4590804.0,122.0,263784.0,17685.0,2.0,9912246.0,10.0,0.196405,13223427.0,,7052.0,,65586231.0,KY,2145399.0,2013-07-31,26012017.0,19633.0,333933096.0,2012-08-01 00:00:00,26287780.0,-17645551.0,,4702747.0,11911366.0,45774293.0,2012
FRANKLIN COUNTY HOSPITAL (251330),General Short Term (Critical Access Hospitals),Governmental-County,135.76,,288687.0,8760.0,168.0,24.0,1798611.0,24.0,186903.0,,2.0,1430555.0,,0.607818,,,5983.0,,17625231.0,MS,968534.0,2013-04-30,8566881.0,6352.0,28997561.0,2012-05-01 00:00:00,,3735240.0,,1715446.0,,863606.0,2012
FRANKLIN COUNTY MEDICAL CENTER (131322),General Short Term (Critical Access Hospitals),Governmental-County,110.51,,2484811.0,7320.0,306.0,20.0,943948.0,20.0,,,2.0,551094.0,,0.714929,,,802.0,,11432868.0,ID,390689.0,2012-09-30,6801927.0,1481.0,15991610.0,2011-10-01 00:00:00,,1716842.0,,921271.0,,3592180.0,2012
FRANKLIN COUNTY MEMORIAL HOSPITAL (281311),General Short Term (Critical Access Hospitals),Governmental-County,43.23,,206338.0,5110.0,129.0,14.0,1234309.0,14.0,31001.0,,2.0,110127.0,,1.090821,,,494.0,,5067381.0,NE,145628.0,2013-06-30,2593291.0,582.0,4645476.0,2012-07-01 00:00:00,,4410234.0,,1109743.0,,,2012
FRANKLIN FOUNDATION HOSPITAL (191310),General Short Term (Critical Access Hospitals),Governmental-Hospital District,178.07,,2930679.0,9150.0,1118.0,20.0,1728374.0,25.0,9695.0,,2.0,3412485.0,5.0,0.516878,,,3146.0,,18788367.0,LA,1691555.0,2012-09-30,9706656.0,5080.0,36349711.0,2011-10-01 00:00:00,,10576623.0,,1847161.0,,5955209.0,2012
FRANKLIN GENERAL HOSPITAL (161308),Critical Access Hospitals,Governmental-County,86.66,109960.0,1995251.0,9125.0,202.0,25.0,1835975.0,25.0,134179.0,,2.0,4549.0,,0.648302,,,1689.0,,16326430.0,IA,131909.0,2013-06-30,5861125.0,2071.0,25183387.0,2012-07-01 00:00:00,,8678608.0,,1959440.0,,2762430.0,2012
FRANKLIN HOSPITAL (141321),General Short Term (Critical Access Hospitals),Governmental-County,133.74,,1928876.0,9125.0,296.0,25.0,2306551.0,25.0,221226.0,,2.0,2955577.0,,0.45652,,,847.0,,12584193.0,IL,1330471.0,2013-06-30,7259000.0,1022.0,27565491.0,2012-07-01 00:00:00,,8536025.0,,2484328.0,,6789428.0,2012
FRANKLIN HOSPITAL (330372),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1121.88,,16244479.0,71736.0,9331.0,180.0,2492576.0,196.0,8299028.0,-21628.0,1.0,901176.0,8.0,0.290924,33400047.0,,18893.0,5.98,164580620.0,NY,8513360.0,2012-12-31,92014612.0,51497.0,565716991.0,2012-01-01 00:00:00,75894680.0,136171000.0,,2501703.0,28074187.0,93227852.0,2012
FRANKLIN MEDICAL CENTER (190140),General Short Term (Acute Care Hospitals),Governmental-Hospital District,189.47,,5126923.0,13505.0,1092.0,31.0,2207358.0,37.0,164049.0,,2.0,4845585.0,6.0,0.418717,3323463.0,,2193.0,,19304209.0,LA,2183740.0,2013-04-30,10607610.0,3489.0,46103271.0,2012-05-01 00:00:00,7498439.0,3184616.0,,2623869.0,3836371.0,10311436.0,2012
FRANKLIN MEMORIAL HOSPITAL (200037),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,642.66,,9332316.0,17520.0,2364.0,43.0,7577244.0,48.0,2601868.0,9932.0,2.0,4350405.0,5.0,0.4626,10872954.0,0.839,4687.0,,63881660.0,ME,4554713.0,2013-06-30,42455069.0,9027.0,138092748.0,2012-07-01 00:00:00,28779861.0,33177419.0,,7352910.0,10435160.0,26252432.0,2012
FRANKLIN REGIONAL HOSPITAL (301306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,320.86,,3212311.0,9150.0,579.0,20.0,3093284.0,25.0,2912566.0,,2.0,3060750.0,5.0,0.44784,,,3442.0,,30862190.0,NH,4131689.0,2012-09-30,13952929.0,5973.0,68913488.0,2011-10-01 00:00:00,,25449858.0,,2982628.0,,8312169.0,2012
FRANKLIN REGIONAL MEDICAL CENTER (340036),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,195.63,,3428288.0,30295.0,1262.0,77.0,2192734.0,83.0,1681749.0,,1.0,3511883.0,6.0,0.273548,4502524.0,,2626.0,,30627703.0,NC,2576466.0,2012-09-30,11017075.0,4627.0,111964509.0,2011-10-01 00:00:00,10566255.0,16370493.0,,2285221.0,4738266.0,20565510.0,2012
