Hospital,Hospital type,Control type,NUMBER OF BEDS: Adults & Pediatrics,REIMBURSEMENT SETTLEMENT: Interim payments,HVBP payment adjustment amount,BED DAYS: Total Hospital,REIMBURSEMENT SETTLEMENT: Subtotal,Total Days Title XVIII,"ADJUSTED SALARIES, Subtotal Salaries",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,"Donations, Land Improvements",Total cost of charity care,Total Salaries,Total Bad Debt expense,Total Charges,Cost To Charge Ratio,Net Revenue from Medicaid,Total Liabilities,Medicaid charges,Total Costs,Total discharges,IPPS Payment amount (unadjusted),State,Number of Interns & Residents,Total Days,NUMBER OF BEDS: Total Hospital,Cost of Uncompensated Care,Fiscal Year Begin Date,NUMBER OF BEDS: ICU,FTE Employees on Payroll,Urban (1) and Rural (2) Indicator,HAC reduction adjustment amount,IPPS Interim payment,Fiscal Year End Date,FFY
COLORADO PLAINS MEDICAL CENTER (060044),General Short Term (Acute Care Hospitals),Proprietary-Corporation,30.0,555473.0,,6516.0,556598.0,515.0,5504547.0,,,131058.0,8222618.0,1469260.0,57361448.0,0.213267,1611484.0,-130966600.0,15306179.0,12233297.0,356.0,1275612.0,CO,87.57,1243.0,36.0,447064.0,2021-11-01 00:00:00,6.0,,2.0,,1431112.0,2022-04-30,2022
COLORADO RIVER MEDICAL CENTER (051323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,1027418.0,,9125.0,771524.0,188.0,,,,,4064342.0,297001.0,23749168.0,0.322956,,6211729.0,,7669934.0,259.0,,CA,68.55,604.0,25.0,103950.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COLQUITT REGIONAL MEDICAL CENTER (110105),General Short Term (Acute Care Hospitals),Governmental-County,89.0,8716312.0,,36135.0,7914371.0,6821.0,64251235.0,,,2044062.0,80487926.0,27006142.0,572910499.0,0.2486,12036994.0,85791071.0,64258815.0,142425705.0,5939.0,17648557.0,GA,1156.68,28732.0,99.0,8862658.0,2021-10-01 00:00:00,10.0,17.47,2.0,,16781373.0,2022-09-30,2022
COLUMBIA BASIN HOSPITAL (501317),General Short Term (Critical Access Hospitals),Governmental-Hospital District,25.0,1191391.0,,9125.0,1844237.0,1865.0,,,,133211.0,9846350.0,752877.0,23840898.0,0.926035,4734670.0,15650848.0,6586101.0,22077499.0,145.0,,WA,98.07,4804.0,25.0,830401.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COLUMBIA MEMORIAL HOSPITAL (330094),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,183.0,9836211.0,,70080.0,9996210.0,9057.0,58106433.0,,,1444950.0,77774988.0,2745349.0,430949491.0,0.306603,17557135.0,48201601.0,107128551.0,132130193.0,3064.0,13406588.0,NY,911.6,25211.0,192.0,2304088.0,2022-01-01 00:00:00,9.0,,2.0,105323.0,11705392.0,2022-12-31,2022
COLUMBIA MEMORIAL HOSPITAL (381320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,21.0,21992052.0,,9125.0,21990830.0,2688.0,,,,2413905.0,49581368.0,4592755.0,287345148.0,0.440305,22492348.0,73005786.0,48244310.0,126519366.0,1423.0,,OR,541.68,4803.0,25.0,4208685.0,2022-01-01 00:00:00,4.0,,2.0,,,2022-12-31,2022
COLUMBUS REGIONAL HEALTHCARE SYSTEM (340068),General Short Term (Acute Care Hospitals),Governmental-City-County,144.0,7455027.0,,56210.0,7245434.0,6303.0,33169380.0,,,1822467.0,33453731.0,16433702.0,381699428.0,0.230029,4522596.0,42325180.0,18446494.0,87802107.0,3315.0,11742524.0,NC,506.8,19413.0,154.0,5630564.0,2021-10-01 00:00:00,,,2.0,,10302009.0,2022-09-30,2022
COLUMBUS REGIONAL HOSPITAL (150112),General Short Term (Acute Care Hospitals),Governmental-City-County,206.0,23548442.0,,81395.0,23512634.0,13166.0,94069078.0,,,7129702.0,99592168.0,8708736.0,903305588.0,0.347331,28925719.0,85941289.0,157446178.0,313746058.0,9619.0,39793294.0,IN,1218.86,40758.0,223.0,10156541.0,2022-01-01 00:00:00,17.0,,1.0,,35266671.0,2022-12-31,2022
COLUMBUS SPECIALTY HOSPITAL (112012),General Long Term,Proprietary-Partnership,24.0,-64.0,,8760.0,309.0,2256.0,,,,,3297353.0,,17357627.0,,,3746713.0,,8897186.0,157.0,,GA,47.9,5217.0,24.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
COLUSA MEDICAL CENTER (050783),General Short Term (Acute Care Hospitals),Proprietary-Corporation,36.0,699502.0,,15330.0,708368.0,2589.0,11710061.0,,,,13846699.0,217623.0,69300968.0,0.444994,2117037.0,49272485.0,14798486.0,30838485.0,742.0,4920744.0,CA,93.31,5401.0,42.0,76168.0,2022-01-01 00:00:00,6.0,,2.0,,5450469.0,2022-12-31,2022
COMANCHE COUNTY HOSPITAL (171312),General Short Term (Critical Access Hospitals),Governmental-County,12.0,1377725.0,,4380.0,1343707.0,537.0,,,,15565.0,3097797.0,188101.0,4490968.0,1.359155,168086.0,3332173.0,335233.0,6103921.0,71.0,,KS,48.38,653.0,12.0,251014.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COMANCHE COUNTY MEDICAL CENTER (451382),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,4708451.0,,9125.0,3747338.0,1245.0,,,,442510.0,14746240.0,485727.0,70007818.0,0.590915,1075291.0,3772065.0,3373231.0,41368670.0,425.0,,TX,131.0,2306.0,25.0,692132.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COMMONWEALTH HEALTH CENTER (660001),General Short Term (Acute Care Hospitals),Governmental-Other,70.0,,,27010.0,,1019.0,,,,,64627774.0,,27000.0,3636.891704,,,,98196076.0,2980.0,,MP,1499.6,13046.0,74.0,,2021-10-01 00:00:00,4.0,,2.0,,,2022-09-30,2022
COMMONWEALTH REGIONAL SPECIALTY HOSP (182005),General Long Term,Voluntary Nonprofit-Other,16.0,12189.0,,5840.0,12262.0,2018.0,,,,,3241211.0,,23140416.0,,,1622246.0,,8174180.0,159.0,,KY,53.41,4591.0,16.0,,2022-02-01 00:00:00,,,1.0,,,2023-01-31,2022
COMMUNITY FIRST MEDICAL CENTER (140251),General Short Term (Acute Care Hospitals),Proprietary-Corporation,193.0,2498745.0,,77745.0,2413132.0,7593.0,39484549.0,,,4317622.0,43588533.0,13161817.0,421924401.0,0.206565,21337458.0,119923996.0,130547708.0,87154621.0,3504.0,16572310.0,IL,570.14,23961.0,213.0,7164067.0,2022-01-01 00:00:00,,3.26,1.0,,14407209.0,2022-12-31,2022
COMMUNITY HEALTH CENTER BRANCH (230022),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,67.0,4904050.0,,27375.0,4793829.0,3227.0,25138550.0,,,873271.0,33697194.0,2462069.0,234245993.0,0.319405,9521654.0,26265080.0,53941302.0,74819362.0,2338.0,6661018.0,MI,369.66,12270.0,75.0,1668595.0,2022-01-01 00:00:00,8.0,,2.0,,6605342.0,2022-12-31,2022
COMMUNITY HEALTH NETWORK REHAB HOSP (153043),Rehabilitation,Proprietary-Partnership,60.0,,,21900.0,,8109.0,9969089.0,,,,10789174.0,,72652326.0,0.369928,,12418781.0,,26876102.0,1605.0,,IN,134.7,18825.0,60.0,-461.0,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
COMMUNITY HEALTH REHAB HOSPITAL SOUT (153044),Rehabilitation,Proprietary-Partnership,44.0,,,16060.0,,5412.0,6888087.0,,,,7390145.0,,43976141.0,0.432103,,15007107.0,,19002205.0,1010.0,,IN,91.3,11552.0,44.0,-2717.0,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
COMMUNITY HOSP. MONTEREY PENINSULA (050145),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,199.0,58493126.0,,82855.0,58648094.0,27676.0,267961796.0,,,2764499.0,293638971.0,15148196.0,2488599911.0,0.268765,51190465.0,458500375.0,394492278.0,668849596.0,13629.0,131871070.0,CA,1801.3,58116.0,227.0,6952845.0,2022-01-01 00:00:00,28.0,,2.0,,123332354.0,2022-12-31,2022
COMMUNITY HOSPITAL (060054),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,32.0,16997718.0,,16060.0,17209562.0,2567.0,60458359.0,,,810971.0,91839333.0,4099817.0,657138496.0,0.211312,23369755.0,140691839.0,123881027.0,138861478.0,3905.0,10180309.0,CO,1018.85,8639.0,44.0,1713153.0,2022-01-01 00:00:00,12.0,,1.0,78146.0,9101711.0,2022-12-31,2022
COMMUNITY HOSPITAL (370203),General Short Term (Acute Care Hospitals),Proprietary-Partnership,42.0,14998433.0,,16425.0,15187341.0,1314.0,29473122.0,,,9305.0,29948586.0,5410246.0,607979435.0,0.165806,4948793.0,50078600.0,34713089.0,100806470.0,1404.0,8801216.0,OK,430.07,3618.0,45.0,906356.0,2022-01-01 00:00:00,3.0,,1.0,,8059923.0,2022-12-31,2022
COMMUNITY HOSPITAL (531307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,4853405.0,,9125.0,4819801.0,2016.0,,,,1092854.0,14364625.0,1008967.0,54872221.0,0.585104,993568.0,10212079.0,4080032.0,32105950.0,508.0,,WY,128.61,3048.0,25.0,1604505.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COMMUNITY HOSPITAL ANDERSON (150113),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,111.0,11161468.0,,46720.0,11066577.0,6496.0,72875476.0,,,2052632.0,71430647.0,9480920.0,774227043.0,0.231494,43589057.0,13316101.0,171010859.0,179228639.0,5830.0,17727168.0,IN,899.23,24912.0,128.0,4274164.0,2022-01-01 00:00:00,17.0,0.16,1.0,127148.0,15294751.0,2022-12-31,2022
COMMUNITY HOSPITAL INC. (010034),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,32.0,488469.0,,13505.0,465036.0,532.0,6203325.0,,,136526.0,10278121.0,1783632.0,23883786.0,0.671782,571708.0,6367611.0,2345733.0,16044687.0,350.0,863573.0,AL,127.88,1970.0,37.0,1318149.0,2021-10-01 00:00:00,5.0,,1.0,,729499.0,2022-09-30,2022
COMMUNITY HOSPITAL LONG BEACH (050849),Rehabilitation (Acute Care Hospitals),Proprietary-Partnership,,,,,,,,,,,,,,,,,,,,,CA,,,,,2022-01-01 00:00:00,,,,,,2022-04-25,2022
COMMUNITY HOSPITAL NORTH (150169),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,268.0,13683264.0,,124100.0,13745440.0,17061.0,135295171.0,,,4893999.0,133523481.0,19661854.0,1801824242.0,0.234486,102586190.0,12073622.0,422607073.0,422503061.0,17007.0,45563613.0,IN,26.86,92649.0,340.0,9539583.0,2022-01-01 00:00:00,24.0,6.56,1.0,324782.0,40265472.0,2022-12-31,2022
COMMUNITY HOSPITAL OF ANACONDA (271335),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,9870742.0,,9125.0,10710203.0,1942.0,,,,570023.0,37977288.0,1165420.0,125485696.0,0.503517,13325699.0,40062272.0,25704283.0,63184196.0,737.0,,MT,355.4,4098.0,25.0,1132929.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COMMUNITY HOSPITAL OF BREMEN (151300),General Short Term (Critical Access Hospitals),Governmental-Other,24.0,2282689.0,,8760.0,2234397.0,1231.0,,,,76706.0,10699207.0,307065.0,51006429.0,0.459961,1031975.0,11153936.0,5986284.0,23460976.0,305.0,,IN,127.25,3066.0,24.0,216583.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COMMUNITY HOSPITAL OF HUNTINGTON PAR (050091),General Short Term (Acute Care Hospitals),Proprietary-Corporation,73.0,779760.0,,29565.0,716058.0,2502.0,25805715.0,,,781195.0,26096363.0,20510316.0,403799560.0,0.14975,11096032.0,32193431.0,232084329.0,60469041.0,3301.0,6602345.0,CA,290.69,15204.0,81.0,3921065.0,2022-01-01 00:00:00,8.0,,1.0,,6127800.0,2022-12-31,2022
COMMUNITY HOSPITAL OF NOBLE CTY  INC (150146),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,31.0,3653831.0,,11315.0,3616388.0,1091.0,14425043.0,,,2438381.0,18562863.0,5782046.0,255327467.0,0.195354,4602156.0,5541939.0,22611567.0,49879133.0,1714.0,4169487.0,IN,221.0,5109.0,31.0,3585834.0,2022-01-01 00:00:00,,,2.0,,4295919.0,2022-12-31,2022
COMMUNITY HOSPITAL OF SAN BERNARDINO (050089),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,155.0,1342933.0,,67525.0,1293513.0,2531.0,90022842.0,,,7353106.0,120964976.0,6731626.0,1279612543.0,0.162044,120807564.0,255698278.0,954383843.0,207353960.0,6122.0,7995938.0,CA,907.67,28640.0,185.0,8496023.0,2022-01-01 00:00:00,21.0,,1.0,,7280468.0,2022-12-31,2022
COMMUNITY HOSPITAL OF STAUNTON (141306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,2369353.0,,9125.0,2148635.0,867.0,,,,433601.0,7091271.0,1143149.0,42058214.0,0.412517,2317628.0,9112635.0,9274655.0,17349726.0,278.0,,IL,93.71,1413.0,25.0,892789.0,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
COMMUNITY HOSPITAL OF WILLIAMS CITY (360121),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,68.0,8078242.0,,27375.0,8023382.0,1880.0,26075629.0,,,1131685.0,39699637.0,2032621.0,167287773.0,0.429743,6465127.0,52418641.0,22845805.0,71890684.0,1652.0,5855043.0,OH,526.05,5422.0,75.0,1988282.0,2021-10-01 00:00:00,7.0,,2.0,68005.0,6106058.0,2022-09-30,2022
COMMUNITY HOSPITAL SOUTH (150128),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,157.0,12239060.0,,61685.0,12252860.0,10015.0,82152527.0,,,3455953.0,79204459.0,14742323.0,1099509471.0,0.206089,56681796.0,7723975.0,239170421.0,226596435.0,9420.0,30436825.0,IN,904.88,40352.0,169.0,6528682.0,2022-01-01 00:00:00,12.0,7.8,1.0,,26857459.0,2022-12-31,2022
COMMUNITY HOSPITALS OF INDIANA INC (150074),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,300.0,85678668.0,,141255.0,86392012.0,16177.0,239466762.0,,,8873070.0,249540123.0,31295366.0,3750118044.0,0.234611,191046219.0,18444581.0,759179046.0,879820091.0,20689.0,60139758.0,IN,2941.0,102308.0,387.0,16311690.0,2022-01-01 00:00:00,68.0,49.9,1.0,,54731089.0,2022-12-31,2022
COMMUNITY MEDICAL CENTER (270023),General Short Term (Acute Care Hospitals),Proprietary-Corporation,109.0,20835217.0,,51465.0,20826419.0,4568.0,49539347.0,,,1092236.0,66748768.0,5998628.0,545940322.0,0.297447,20510688.0,-51527727.0,134632363.0,162388241.0,3962.0,12372743.0,MT,729.01,24533.0,141.0,2890556.0,2022-01-01 00:00:00,32.0,5.33,1.0,,10990332.0,2022-12-31,2022
COMMUNITY MEDICAL CENTER (310041),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,235.0,40613098.0,,150380.0,42485575.0,52149.0,168712129.0,,,8505441.0,173117244.0,17615309.0,2385773722.0,0.181343,40389540.0,242272864.0,276079025.0,432643532.0,21611.0,112543671.0,NJ,1981.85,113718.0,412.0,12029697.0,2022-01-01 00:00:00,165.0,36.73,1.0,817487.0,105989229.0,2022-12-31,2022
COMMUNITY MEMORIAL HEALTHCARE  INC. (171363),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,23.0,3262331.0,,8395.0,3390926.0,2639.0,,,,295976.0,11741935.0,1282461.0,39957780.0,0.583107,1440393.0,19312795.0,2952949.0,23299668.0,778.0,,KS,120.46,3371.0,23.0,989964.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COMMUNITY MEMORIAL HOSPITAL (161320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,16.0,2952615.0,,5840.0,2758478.0,586.0,,,,32933.0,6713982.0,166697.0,22347809.0,0.656209,1059700.0,18359991.0,2314191.0,14664841.0,116.0,,IA,92.96,1031.0,16.0,137091.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COMMUNITY MEMORIAL HOSPITAL (241364),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,18.0,5405730.0,,8030.0,5284670.0,1779.0,,,,298477.0,36550756.0,2104949.0,128723399.0,0.406166,7165482.0,32967891.0,18768503.0,52283112.0,731.0,,MN,351.78,3516.0,22.0,1150921.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
COMMUNITY MEMORIAL HOSPITAL (331316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,2846070.0,,9125.0,2831666.0,2151.0,,,,251887.0,23097004.0,1180764.0,98826443.0,0.545891,9274303.0,15807779.0,18606102.0,53948453.0,1084.0,,NY,226.3,6121.0,25.0,854567.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COMMUNITY MEMORIAL HOSPITAL (361301),General Short Term (Critical Access Hospitals),Governmental-Other,25.0,2787547.0,,9125.0,2992942.0,517.0,,,,,17723865.0,,51849647.0,0.70163,,52689932.0,,36379272.0,396.0,,OH,179.99,2009.0,25.0,,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COMMUNITY MEMORIAL HOSPITAL (431309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,16.0,938555.0,,5840.0,972734.0,872.0,,,,55847.0,2847495.0,132441.0,7941722.0,0.789029,330684.0,4460855.0,442544.0,6266246.0,101.0,,SD,36.18,1057.0,16.0,160347.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COMMUNITY MEMORIAL HOSPITAL (431316),General Short Term (Critical Access Hospitals),Governmental-City-County,25.0,1602375.0,,8517.0,1687398.0,1368.0,,,,5650.0,8324327.0,16995.0,22182541.0,0.701811,897902.0,9064060.0,1330133.0,15567962.0,302.0,,SD,97.16,1742.0,25.0,11598.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COMPASS BEHAVIORAL CENTER ALEXANDRIA (194106),Psychiatric,Proprietary-Corporation,36.0,566664.0,,13140.0,575112.0,3548.0,3109022.0,,,,3109022.0,,12759867.0,,,797250.0,,8454385.0,881.0,,LA,66.0,9167.0,36.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
COMPASS BEHAVIORAL CENTER CROWLEY (194085),Psychiatric,Proprietary-Corporation,24.0,952329.0,,8760.0,965022.0,549.0,2581890.0,,,,2581890.0,,10374507.0,,,-2701071.0,,6120029.0,678.0,,LA,53.0,4563.0,24.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
COMPASS BEHAVIORAL HEALTH CENTER (194109),Psychiatric,Proprietary-Corporation,20.0,290395.0,,7300.0,295464.0,538.0,1465711.0,,,,1465711.0,,5185026.0,,,4444119.0,,3519465.0,519.0,,LA,28.0,3699.0,20.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
COMPASS SENIOR CARE HOSPITAL  LLC (194082),Psychiatric,Proprietary-Corporation,36.0,1046837.0,,13140.0,1062248.0,4173.0,3488943.0,,,,3488943.0,,13207256.0,,,-9672989.0,,7961045.0,833.0,,LA,74.0,8104.0,36.0,,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
CONCHO COUNTY HOSPITAL (451325),General Short Term (Critical Access Hospitals),Governmental-Hospital District,16.0,950233.0,,5840.0,1061505.0,164.0,,,,1535100.0,3380684.0,294873.0,8265173.0,1.060583,263869.0,1025257.0,766819.0,8765901.0,36.0,,TX,50.29,380.0,16.0,1752815.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
CONCORD HOSPITAL  INC. (300001),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,188.0,45580535.0,,75190.0,45248461.0,20151.0,205328026.0,,,7098516.0,271273359.0,19492329.0,1652242453.0,0.277145,24671689.0,330173000.0,201529599.0,457910071.0,10189.0,65537858.0,NH,2743.4,60580.0,206.0,12604485.0,2021-10-01 00:00:00,18.0,27.43,1.0,,60005520.0,2022-09-30,2022
CONCORD HOSPITAL - FRANKLIN (301306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,25.0,1529229.0,,9125.0,2318580.0,979.0,,,,221108.0,11941495.0,2659359.0,68051260.0,0.439499,4353935.0,1188170.0,15931419.0,29908456.0,301.0,,NH,99.36,4364.0,25.0,1338640.0,2021-10-01 00:00:00,,,2.0,,,2022-09-30,2022
CONCORD HOSPITAL - LACONIA (300005),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,76.0,11162546.0,,31390.0,11153324.0,6217.0,36950170.0,,,405420.0,65307957.0,4276541.0,356481165.0,0.311925,6407891.0,15137682.0,42733894.0,111195470.0,2690.0,15106907.0,NH,787.84,13839.0,86.0,1759653.0,2021-10-01 00:00:00,10.0,,2.0,,15741674.0,2022-09-30,2022
CONDELL MEDICAL CENTER (140202),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,240.0,26441366.0,,93805.0,26395349.0,26038.0,120302942.0,,,6299559.0,113454337.0,20411375.0,1672517200.0,0.198012,37019468.0,8430723000.0,232975263.0,331178923.0,12615.0,68988656.0,IL,1290.65,63411.0,257.0,10559444.0,2022-01-01 00:00:00,17.0,,1.0,,62196213.0,2022-12-31,2022
CONNALLY MEMORIAL MEDICAL CENTER (450108),General Short Term (Acute Care Hospitals),Governmental-Other,40.0,3135307.0,,16060.0,3161273.0,984.0,10286654.0,,,1348379.0,17882839.0,4726879.0,126700323.0,0.246513,4228863.0,13625275.0,13675276.0,31233335.0,708.0,1634801.0,TX,218.85,2796.0,44.0,2514013.0,2021-10-01 00:00:00,4.0,,1.0,,1681468.0,2022-09-30,2022
CONNECTICUT CHILDRENS MEDICAL CENTER (073300),Childrens,Voluntary Nonprofit-Other,97.0,461141.0,,68255.0,425540.0,153.0,,,,,180294067.0,,1081920159.0,,,284736553.0,,397227140.0,6734.0,,CT,1797.11,47678.0,187.0,,2021-10-01 00:00:00,90.0,94.81,1.0,,,2022-09-30,2022
CONROE REGIONAL MEDICAL CENTER (450222),General Short Term (Acute Care Hospitals),Proprietary-Corporation,221.0,5021713.0,,100375.0,5241185.0,11249.0,68758915.0,,,27986802.0,70073529.0,28663345.0,2908862553.0,0.070992,32523598.0,-232637231.0,373684761.0,206506815.0,14021.0,40198869.0,TX,787.99,63611.0,275.0,30457421.0,2022-01-01 00:00:00,38.0,19.46,1.0,,34232193.0,2022-12-31,2022
CONTINUECARE HOSP AT PALMETTO HEALTH (422006),General Long Term,Voluntary Nonprofit-Other,35.0,,,12775.0,,4292.0,,,,,6706342.0,,34635702.0,,,14687653.0,,12968248.0,329.0,,SC,53.41,8214.0,35.0,,2021-10-01 00:00:00,,,1.0,,,2022-09-30,2022
CONTINUECARE HOSPITAL AT BAPTIST HEA (182008),General Long Term,Voluntary Nonprofit-Other,37.0,,,13505.0,,2417.0,,,,,3756251.0,,40787609.0,,,4551287.0,,8170878.0,223.0,,KY,47.6,5536.0,37.0,,2022-04-01 00:00:00,,,2.0,,,2023-03-31,2022
CONTINUECARE HOSPITAL AT MEDICAL CEN (452121),General Long Term,Voluntary Nonprofit-Other,25.0,,,9125.0,,3372.0,,,,,5142472.0,,39556877.0,,,3932674.0,,10588459.0,243.0,,TX,45.74,6977.0,25.0,,2022-02-01 00:00:00,,,1.0,,,2023-01-31,2022
CONTINUECARE HOSPITAL MADISONVILLE (182009),General Long Term,Voluntary Nonprofit-Other,35.0,5393.0,,12775.0,5450.0,1853.0,,,,,3274504.0,,28428391.0,,,2682759.0,,6592270.0,203.0,,KY,34.39,4549.0,35.0,,2022-04-01 00:00:00,,,2.0,,,2023-03-31,2022
CONWAY BEHAVIORAL HEALTH (044022),Psychiatric,Proprietary-Corporation,80.0,27130.0,,29200.0,27551.0,1713.0,,,,,7948255.0,,50468106.0,,,12228597.0,,12976264.0,2438.0,,AR,124.12,22423.0,80.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
CONWAY HOSPITAL (420049),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,147.0,22963008.0,,62277.0,23477958.0,10253.0,81202235.0,,,6242428.0,114134301.0,37861555.0,925632353.0,0.246792,17917513.0,200258739.0,110100852.0,228438919.0,7220.0,27540952.0,SC,1406.43,36237.0,171.0,15622143.0,2021-10-01 00:00:00,24.0,23.07,1.0,,23051675.0,2022-09-30,2022
CONWAY REGIONAL MEDICAL CENTER  INC (040029),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,122.0,17676739.0,,57603.0,18288219.0,13052.0,80177759.0,,,1277234.0,110770885.0,11335720.0,989766427.0,0.193873,9201075.0,115278542.0,88604106.0,191889052.0,8264.0,31308377.0,AR,1361.3,37925.0,169.0,3621678.0,2022-01-01 00:00:00,47.0,11.85,1.0,227614.0,28174044.0,2022-12-31,2022
CONWAY REGIONAL REHABILITATION HOSPI (043033),Rehabilitation,Proprietary-Corporation,26.0,180.0,,9490.0,823.0,3009.0,,,,,1778281.0,,9027990.0,,,4599357.0,,6197270.0,361.0,,AR,28.4,4374.0,26.0,,2022-01-01 00:00:00,,,1.0,,,2022-12-31,2022
COOK CHILDRENS MEDICAL CENTER (453300),Childrens,Voluntary Nonprofit-Other,264.0,1264192.0,,154395.0,1371028.0,547.0,,,,,371659440.0,,3009660451.0,,,691687210.0,,982536845.0,10851.0,,TX,5410.81,88478.0,423.0,,2021-10-01 00:00:00,159.0,14.41,1.0,,,2022-09-30,2022
COOK COUNTY NORTH SHORE HOSPITAL (241317),General Short Term (Critical Access Hospitals),Governmental-Hospital District,16.0,3303945.0,,5840.0,3329902.0,334.0,,,,76769.0,7224151.0,95200.0,21718799.0,0.985538,368871.0,31337369.0,751906.0,21404696.0,101.0,,MN,69.96,849.0,16.0,170592.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COOK HOSPITAL (241312),General Short Term (Critical Access Hospitals),Governmental-Hospital District,14.0,2163414.0,,5110.0,2199720.0,367.0,,,,24833.0,6619322.0,250478.0,23784529.0,0.660162,3630883.0,17222874.0,5334870.0,15701637.0,118.0,,MN,71.78,704.0,14.0,190189.0,2022-01-01 00:00:00,,,2.0,,,2022-12-31,2022
COOLEY DICKINSON HOSPITAL (220015),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,107.0,30430625.0,,43070.0,30309658.0,11343.0,78196603.0,,,738104.0,83420976.0,4407558.0,652589787.0,0.317751,23318608.0,81672379.0,89472817.0,207360926.0,6363.0,28825109.0,MA,939.89,26455.0,118.0,2176226.0,2021-10-01 00:00:00,11.0,,2.0,,25780279.0,2022-09-30,2022
COOPER UNIVERSITY HOSPITAL (310014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,479.0,77990694.0,-325467.0,211791.0,79443850.0,41963.0,514810262.0,,,25332230.0,480065998.0,30437531.0,5787304951.0,0.191554,245929405.0,841689000.0,1511548431.0,1108581379.0,31383.0,182405205.0,NJ,5303.04,189123.0,580.0,31450417.0,2022-01-01 00:00:00,61.0,378.19,1.0,1260327.0,168191380.0,2022-12-31,2022
COOPERMAN BARNABAS MEDICAL CENTER (310076),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,358.0,47599802.0,,202210.0,51226056.0,42572.0,280195694.0,,,31578426.0,322798268.0,37422252.0,4115884799.0,0.225055,80767960.0,677602265.0,588075008.0,926301586.0,33289.0,175647440.0,NJ,3360.31,175724.0,554.0,40234726.0,2022-01-01 00:00:00,128.0,172.97,1.0,,161328557.0,2022-12-31,2022
