Hospital,Hospital type,Control type,Total Days,State,REIMBURSEMENT SETTLEMENT: Subtotal,Total Days Title XVIII,Cost of Uncompensated Care,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Payment amount (unadjusted),Medicaid charges,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Fiscal Year End Date,NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Fiscal Year Begin Date,Total Liabilities,Net Revenue from Medicaid,Total Salaries,Total Costs,Number of Interns & Residents,Urban (1) and Rural (2) Indicator,HVBP payment adjustment amount,FTE Employees on Payroll,Total discharges,Total Bad Debt expense,IPPS Interim payment,"Donations, Land Improvements",Cost To Charge Ratio,REIMBURSEMENT SETTLEMENT: Interim payments,Total Charges,Total cost of charity care,NUMBER OF BEDS: Adults & Pediatrics,HAC reduction adjustment amount,FFY
BRYAN MEDICAL CENTER (280003),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,105701.0,NE,35299067.0,43419.0,23504536.0,482.0,163164408.0,113001970.0,109154520.0,,2016-12-31,66.0,176062.0,2016-01-01 00:00:00,237776000.0,20790933.0,178305137.0,432835652.0,3006.0,1.0,-422402.0,16.96,20901.0,35487877.0,102112874.0,,0.287767,34759894.0,1504120648.0,13235507.0,400.0,831764.0,2016
BRYAN PSYCHIATRIC HOSPITAL (424005),Psychiatric,Governmental-State,151732.0,SC,538.0,698.0,,460.0,,,,,2017-06-30,,167900.0,2016-07-01 00:00:00,,,37107003.0,75415001.0,560.5,1.0,,,115.0,,,,,544.0,80250203.0,,227.0,,2016
BRYCE HOSPITAL (014007),Psychiatric,Governmental-State,34826.0,AL,,1010.0,,98.0,,,,,2017-06-30,,35770.0,2016-07-01 00:00:00,,,21383279.0,16966741.0,602.58,1.0,,,120.0,,,,,,24331565.0,,98.0,,2016
BRYLIN HOSPITALS (334022),Psychiatric,Proprietary-Corporation,12281.0,NY,76776.0,1230.0,-7213.0,88.0,9448689.0,,,,2016-12-31,,32208.0,2016-01-01 00:00:00,6215395.0,,9448689.0,15493275.0,183.8,1.0,,,1254.0,,,,0.465038,75240.0,33316117.0,,88.0,,2016
BRYN MAWR HOSPITAL (390139),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,53276.0,PA,24403650.0,20908.0,4454610.0,267.0,99913394.0,58746981.0,64844671.0,,2017-06-30,30.0,108111.0,2016-07-01 00:00:00,271586379.0,9263837.0,105724545.0,271967384.0,1355.07,1.0,75963.0,39.24,13200.0,8824237.0,53000155.0,,0.193719,23226695.0,1403925266.0,2647867.0,213.0,573308.0,2016
BRYN MAWR REHABILITATION HOSPITAL (393025),Rehabilitation,Voluntary Nonprofit-Other,31957.0,PA,952.0,13208.0,,148.0,,,,,2017-06-30,,54020.0,2016-07-01 00:00:00,46558121.0,,36592237.0,61826990.0,499.86,1.0,,0.83,1965.0,,,,,1305.0,200067627.0,,148.0,,2016
BRYNN MARR HOSPITAL (344016),Psychiatric,Proprietary-Corporation,23478.0,NC,,794.0,2585.0,81.0,,,,,2017-06-30,,29557.0,2016-07-01 00:00:00,-9956438.0,,7058641.0,11432823.0,146.3,1.0,,,1580.0,,,,0.290772,,39318912.0,,81.0,,2016
BUCHANAN GENERAL HOSPITAL (490127),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5599.0,VA,2153346.0,2569.0,1839246.0,49.0,8432319.0,3709131.0,18371265.0,,2017-06-30,12.0,17885.0,2016-07-01 00:00:00,2964457.0,2345199.0,9853441.0,19449273.0,211.84,2.0,7456.0,,1120.0,5795287.0,3761924.0,,0.195717,2221179.0,99374468.0,657450.0,37.0,,2016
BUCKTAIL MEDICAL CENTER (391304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,883.0,PA,502886.0,599.0,149432.0,16.0,,,112632.0,,2017-06-30,,7360.0,2016-07-01 00:00:00,4642785.0,,2747693.0,6390414.0,47.91,2.0,,,57.0,244880.0,,,0.711899,499382.0,8976570.0,3972.0,16.0,,2016
BUCYRUS COMMUNITY HOSPITAL (361316),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,3116.0,OH,4822833.0,1663.0,7902981.0,25.0,,,22015040.0,,2017-06-30,6.0,9125.0,2016-07-01 00:00:00,4161606.0,4591992.0,14148296.0,40643125.0,262.85,2.0,,,896.0,2289054.0,,,0.362357,4652282.0,112163233.0,7091971.0,19.0,,2016
BUENA VISTA REGIONAL MEDICAL CENTER (161375),General Short Term (Critical Access Hospitals),Governmental-County,3826.0,IA,6041015.0,1336.0,1091253.0,25.0,,,9748639.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,40822129.0,7568699.0,19166867.0,41562463.0,298.71,2.0,,,970.0,786287.0,,,0.58497,5603274.0,71050575.0,631299.0,20.0,,2016
BUFFALO HOSPITAL (240076),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6823.0,MN,6706856.0,2367.0,1804307.0,44.0,24765375.0,7399711.0,5458427.0,,2016-12-31,,16104.0,2016-01-01 00:00:00,75007064.0,1461211.0,28173219.0,60384761.0,331.88,1.0,77813.0,,2343.0,3216130.0,7529390.0,,0.369111,6569181.0,163594977.0,618785.0,44.0,,2016
BUFFALO P.C. (334052),Psychiatric,Governmental-State,55137.0,NY,2683161.0,958.0,,185.0,37468099.0,,,,2017-03-31,,67525.0,2016-04-01 00:00:00,,,37857846.0,67085039.0,610.0,1.0,,1.0,159.0,,,,,2839239.0,7582251.0,,185.0,,2016
BULLOCK COUNTY HOSPITAL (010110),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2970.0,AL,245510.0,1200.0,1945582.0,30.0,4170312.0,1482246.0,9062612.0,,2016-12-31,,10980.0,2016-01-01 00:00:00,2181109.0,2988017.0,6563141.0,10513812.0,91.31,2.0,,,615.0,6278630.0,1490493.0,,0.288468,250556.0,36447042.0,122248.0,30.0,,2016
BUNKIE GENERAL HOSPITAL (191311),General Short Term (Critical Access Hospitals),Governmental-Hospital District,487.0,LA,1579825.0,289.0,682044.0,25.0,,,6012317.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,1904612.0,2126930.0,4884454.0,10875409.0,79.97,2.0,,,108.0,1573593.0,,,0.441819,1820722.0,24615050.0,5388.0,25.0,,2016
BURDETT CARE CENTER (330409),General Short Term (Acute Care Hospitals),Proprietary-Individual,,NY,,,,,,,,,2016-12-31,,,2016-01-01 00:00:00,,,,,,,,,,,,,,,,,,,2016
BURGESS HEALTH CENTER (161359),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2732.0,IA,3190972.0,1898.0,363493.0,25.0,,,6053954.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,7501892.0,2068858.0,12982538.0,23766998.0,166.01,2.0,,,567.0,389943.0,,,0.528566,2978426.0,44965038.0,193922.0,25.0,,2016
BURKE MEDICAL CENTER (110113),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,1108.0,GA,553905.0,601.0,1721763.0,40.0,4497404.0,713611.0,1494464.0,,2017-05-31,,14600.0,2016-06-01 00:00:00,7603499.0,355827.0,4962068.0,11030179.0,102.55,1.0,2766.0,,297.0,3730567.0,757944.0,,0.417402,547063.0,26425799.0,168062.0,40.0,,2016
BURKE REHABILITATION HOSPITAL (333030),Rehabilitation,Voluntary Nonprofit-Church,42303.0,NY,409707.0,21722.0,,150.0,41964145.0,,,,2016-12-31,,54900.0,2016-01-01 00:00:00,71478471.0,,45684534.0,61947209.0,594.7,1.0,,2.01,2291.0,,,,,401511.0,139264267.0,,150.0,,2016
BURLESON ST. JOSEPH HEALTH CENTER (451305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,1587.0,TX,815613.0,987.0,500140.0,15.0,,,4676050.0,,2017-06-30,,5475.0,2016-07-01 00:00:00,858054.0,591925.0,3838176.0,10154538.0,57.05,1.0,,,70.0,1673189.0,,,0.271381,969780.0,37418000.0,8061.0,15.0,,2016
BURNETT MEDICAL CENTER  INC (521331),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1229.0,WI,2467896.0,805.0,436873.0,25.0,,,3089321.0,,2016-09-30,,9150.0,2015-10-01 00:00:00,14875555.0,779300.0,8775405.0,18504439.0,127.95,2.0,,,279.0,784495.0,,,0.599581,2482616.0,30862294.0,7637.0,25.0,,2016
BUTLER COUNTY HEALTH CARE CENTER (281332),General Short Term (Critical Access Hospitals),Governmental-County,1308.0,NE,2412728.0,800.0,281118.0,20.0,,,1098455.0,,2017-06-30,,7300.0,2016-07-01 00:00:00,8935802.0,715820.0,6453598.0,14053090.0,98.3,2.0,,,314.0,175487.0,,,0.77801,2046755.0,18062863.0,160557.0,20.0,,2016
BUTLER HOSPITAL (414000),Psychiatric,Voluntary Nonprofit-Other,51711.0,RI,699048.0,15551.0,,143.0,,,,,2016-09-30,,52338.0,2015-10-01 00:00:00,35788401.0,,58567824.0,71970414.0,758.06,1.0,,14.3,7115.0,,,6990.0,,656319.0,160175976.0,,143.0,,2016
BUTLER MEMORIAL HOSPITAL (390168),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,55434.0,PA,10184422.0,11004.0,3850341.0,275.0,87802404.0,24480909.0,125395988.0,,2017-06-30,35.0,100375.0,2016-07-01 00:00:00,179067429.0,19073592.0,93272614.0,215560218.0,1426.74,1.0,-103716.0,,11304.0,7396259.0,21537625.0,,0.193231,9977616.0,1115559827.0,2320203.0,240.0,,2016
BYRD REGIONAL HOSPITAL (190164),General Short Term (Acute Care Hospitals),Proprietary-Corporation,6878.0,LA,2538232.0,3794.0,917912.0,52.0,13665282.0,6617161.0,86243342.0,,2017-07-31,7.0,18980.0,2016-08-01 00:00:00,76521877.0,7857386.0,13334418.0,29756344.0,221.08,2.0,6951.0,,2033.0,3158251.0,5455715.0,,0.113874,2566336.0,261308256.0,515863.0,45.0,,2016
CABELL HUNTINGTON HOSPITAL (510055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,82657.0,WV,28580202.0,20105.0,18144495.0,288.0,135113079.0,56631943.0,494560881.0,,2016-09-30,78.0,105408.0,2015-10-01 00:00:00,358434020.0,70885198.0,171315655.0,423533039.0,2397.88,1.0,-68690.0,116.67,15747.0,29222288.0,51575004.0,,0.276088,28580372.0,1534050442.0,9951634.0,186.0,537101.0,2016
CABINET PEAKS MEDICAL CENTER (271320),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2882.0,MT,3850635.0,1248.0,950204.0,25.0,,,10049613.0,,2017-03-31,,9125.0,2016-04-01 00:00:00,26548447.0,6118324.0,13139531.0,26379672.0,207.49,2.0,,,956.0,1147278.0,,,0.580928,3507900.0,45409563.0,301269.0,25.0,,2016
CACHE VALLEY HOSPITAL (460054),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1522.0,UT,1538705.0,624.0,333855.0,28.0,9941802.0,3652332.0,3996191.0,,2017-03-31,2.0,8216.0,2016-04-01 00:00:00,71925504.0,1352897.0,10432479.0,29035964.0,167.65,1.0,6426.0,,691.0,650795.0,3262504.0,,0.350814,1508039.0,82767463.0,105560.0,26.0,22288.0,2016
CAH ACQUISITION COMPANY No.2 LLC (171302),General Short Term (Critical Access Hospitals),Proprietary-Corporation,1111.0,KS,608501.0,1012.0,172311.0,12.0,,,555742.0,,2016-09-30,,4392.0,2015-10-01 00:00:00,1030741.0,201562.0,2487477.0,4823590.0,35.25,2.0,,,39.0,245072.0,,,0.633833,607495.0,7610185.0,32303.0,12.0,,2016
CAH ACQUISITION COMPANY No.3  LLC (171320),General Short Term (Critical Access Hospitals),Proprietary-Corporation,995.0,KS,457403.0,880.0,189218.0,15.0,,,22879.0,,2016-09-30,,5490.0,2015-10-01 00:00:00,627608.0,9551.0,2891454.0,5411301.0,40.96,2.0,,,147.0,338386.0,,,0.501727,504144.0,10785345.0,40815.0,15.0,,2016
CAH No.1 - WASHINGTON (341314),General Short Term (Critical Access Hospitals),Proprietary-Corporation,1247.0,NC,1064124.0,893.0,1367744.0,25.0,,,1459127.0,,2016-09-30,,9150.0,2015-10-01 00:00:00,6904246.0,426194.0,3266915.0,8381422.0,66.97,2.0,,,210.0,4761477.0,,,0.284687,1383308.0,29440857.0,1116.0,25.0,,2016
CAH No.6 - I70 (261334),General Short Term (Critical Access Hospitals),Proprietary-Corporation,918.0,MO,885717.0,618.0,1147143.0,15.0,,,1533919.0,,2016-09-30,,5490.0,2015-10-01 00:00:00,14882557.0,658464.0,3431218.0,7376051.0,49.32,2.0,,,71.0,1533433.0,,,0.601359,921374.0,12265635.0,226259.0,15.0,,2016
CALAIS COMMUNITY HOSPITAL (201305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,4664.0,ME,3204905.0,3122.0,1115075.0,25.0,,,8649317.0,,2016-12-31,,9150.0,2016-01-01 00:00:00,26329459.0,3586970.0,15397737.0,28721369.0,201.12,2.0,,,848.0,1774450.0,,,0.452425,3630523.0,63483095.0,350650.0,25.0,,2016
CALDWELL COUNTY HOSPITAL (181322),Critical Access Hospitals,Voluntary Nonprofit-Other,2067.0,KY,2268622.0,1361.0,1019814.0,25.0,,,5164421.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,29101605.0,1423038.0,4500829.0,13643947.0,104.83,2.0,,,302.0,1693937.0,,,0.583642,2085179.0,23377252.0,62010.0,25.0,,2016
CALDWELL MEMORIAL HOSPITAL (190190),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2601.0,LA,61219.0,1198.0,1591483.0,37.0,5427058.0,1743327.0,8686585.0,,2016-12-31,,13542.0,2016-01-01 00:00:00,1504915.0,4565216.0,6626835.0,10734550.0,72.83,2.0,36331.0,,764.0,196912.0,1517259.0,,0.429308,59986.0,25004328.0,1521840.0,37.0,,2016
CALDWELL MEMORIAL HOSPITAL (340041),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,18715.0,NC,8238404.0,8053.0,6655424.0,110.0,35316683.0,14368957.0,42023342.0,,2017-06-30,12.0,40150.0,2016-07-01 00:00:00,32901088.0,8964308.0,44127240.0,81722769.0,698.44,1.0,-84471.0,,3995.0,13730883.0,12759718.0,,0.277465,8302692.0,294533262.0,2753547.0,98.0,,2016
CALHOUN HEALTH SERVICES (251331),General Short Term (Critical Access Hospitals),Governmental-City-County,3080.0,MS,1145138.0,2839.0,937372.0,21.0,,,1850844.0,,2016-09-30,,7686.0,2015-10-01 00:00:00,3679452.0,844317.0,7577834.0,17024768.0,231.31,2.0,,,240.0,1515299.0,,,0.670202,1087187.0,25402443.0,,21.0,,2016
CALHOUN-LIBERTY HOSPITAL ASSN (101304),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,3664.0,FL,719677.0,2227.0,1050688.0,15.0,,,6486670.0,,2016-12-31,,5490.0,2016-01-01 00:00:00,3848886.0,1234252.0,5588065.0,10032823.0,106.14,2.0,,,431.0,2375213.0,,,0.352379,605579.0,28471705.0,213715.0,15.0,,2016
CALIFORNIA HOSPITAL MEDICAL CENTER (050149),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,75814.0,CA,4113561.0,4965.0,10914190.0,287.0,131591089.0,25891233.0,985769106.0,,2017-06-30,28.0,104755.0,2016-07-01 00:00:00,171904989.0,97143462.0,141182142.0,287859694.0,1509.29,2.0,-101205.0,29.93,17377.0,14282887.0,22940271.0,,0.198387,4156214.0,1450997182.0,8039184.0,233.0,,2016
CALIFORNIA PACIFIC MEDICAL CENTER (050047),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,108630.0,CA,33767781.0,31809.0,7835853.0,464.0,283267809.0,154182482.0,440105223.0,,2016-12-31,36.0,169824.0,2016-01-01 00:00:00,996377727.0,51088987.0,299267836.0,723863297.0,2705.14,1.0,172136.0,92.29,19597.0,6526059.0,154829654.0,,0.255106,33651766.0,2837497210.0,5912908.0,384.0,1348845.0,2016
CALIFORNIA REHABILITATION INSTITUTE (053039),Rehabilitation,Proprietary-Corporation,5265.0,CA,,2285.0,,138.0,6429656.0,,,,2016-12-31,,14214.0,2016-09-20 00:00:00,53122822.0,,6495441.0,19866229.0,77.93,1.0,,,412.0,,,,0.734279,,27055413.0,,138.0,,2016
CALLAHAN EYE FOUNDATION HOSP (010018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,232.0,AL,9144349.0,138.0,966547.0,12.0,10060477.0,481911.0,5044375.0,,2016-09-30,,4392.0,2015-10-01 00:00:00,39380344.0,726638.0,12593568.0,31559261.0,204.08,1.0,,7.54,64.0,2856375.0,388699.0,,0.253482,9633333.0,124502956.0,212836.0,12.0,,2016
CALLAWAY DISTRICT HOSPITAL (281335),General Short Term (Critical Access Hospitals),Governmental-Hospital District,683.0,NE,1131955.0,602.0,142203.0,12.0,,,229194.0,,2017-07-31,,4380.0,2016-08-01 00:00:00,2916479.0,,3307132.0,6800582.0,37.26,2.0,,,174.0,143120.0,,,0.960473,1098660.0,7080449.0,7925.0,12.0,,2016
CALUMET MEDICAL CENTER (521317),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,1712.0,WI,1560122.0,443.0,662157.0,25.0,,,3644137.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,4872461.0,865918.0,6707352.0,20681465.0,115.4,2.0,,,448.0,1064881.0,,,0.545361,1601486.0,37922501.0,97732.0,25.0,,2016
CALVARY HOSPITAL  INC. (332006),General Long Term,Voluntary Nonprofit-Church,78971.0,NY,39011.0,48001.0,,225.0,,,,,2016-12-31,,82350.0,2016-01-01 00:00:00,63458400.0,,62733102.0,113132494.0,711.3,1.0,,,2890.0,,,,,38230.0,195515874.0,,225.0,,2016
CALVERT MEMORIAL HOSPITAL (210039),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,20308.0,MD,11873230.0,8850.0,3381834.0,75.0,47345807.0,19286035.0,15795818.0,,2017-06-30,4.0,27375.0,2016-07-01 00:00:00,93950000.0,18916048.0,54352640.0,111217694.0,1257.0,1.0,,,4702.0,1976556.0,28422976.0,,0.728227,21092017.0,152723922.0,2074903.0,71.0,,2016
CAMBRIDGE BEHAVIORAL HOSPITAL (364027),Psychiatric,Proprietary-Corporation,21417.0,OH,,14641.0,,66.0,5093691.0,,,,2016-12-31,,24156.0,2016-01-01 00:00:00,1814340.0,,5341126.0,9535257.0,141.0,1.0,,,1240.0,,,,,,32505130.0,,66.0,,2016
CAMBRIDGE HEALTH ALLIANCE (220011),General Short Term (Acute Care Hospitals),Governmental-Other,37085.0,MA,19206345.0,9607.0,27446788.0,198.0,208073363.0,34164690.0,249808649.0,,2017-06-30,18.0,72270.0,2016-07-01 00:00:00,215360003.0,100613178.0,324442987.0,382599228.0,3233.93,1.0,-22654.0,97.25,7931.0,12236528.0,32402784.0,,0.553775,19547943.0,690893484.0,21150428.0,180.0,237435.0,2016
CAMBRIDGE MEDICAL CENTER (240020),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7832.0,MN,6883677.0,3104.0,2230938.0,59.0,26551610.0,8238009.0,8491166.0,,2016-12-31,,21594.0,2016-01-01 00:00:00,95392642.0,2483822.0,33003448.0,66673708.0,354.77,1.0,124657.0,,2328.0,3712714.0,7867842.0,,0.377898,6766571.0,176432961.0,829573.0,59.0,67733.0,2016
CAMDEN GENERAL HOSPITAL (441316),General Short Term (Critical Access Hospitals),Governmental-Hospital District,1278.0,TN,694211.0,1018.0,855168.0,25.0,,,5059763.0,,2017-06-30,,9125.0,2016-07-01 00:00:00,-5674929.0,940575.0,3009338.0,7090329.0,59.8,2.0,,,218.0,1486386.0,,,0.292256,1209947.0,24260667.0,403098.0,25.0,,2016
CAMDEN-CLARK MEMORIAL HOSPITAL (510058),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,44781.0,WV,20170616.0,21161.0,5897038.0,226.0,65074488.0,43638109.0,141259403.0,,2016-12-31,10.0,82716.0,2016-01-01 00:00:00,272275071.0,27849065.0,68040421.0,199772607.0,1377.6,1.0,-104710.0,17.85,10775.0,17424768.0,37143047.0,,0.316642,20685772.0,630910433.0,282904.0,190.0,325643.0,2016
CAMERON HOSPITAL (670094),General Short Term (Acute Care Hospitals),Proprietary-Partnership,244.0,TX,1448868.0,103.0,780.0,10.0,2943938.0,225219.0,,,2016-12-31,,3660.0,2016-01-01 00:00:00,24971504.0,51774.0,10551450.0,16260540.0,189.28,2.0,,,182.0,2228.0,192533.0,,0.353003,1419889.0,46063519.0,,10.0,421.0,2016
CAMERON MEMORIAL COMMUNITY HOSPITAL (151315),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,4379.0,IN,4947244.0,1549.0,2483175.0,25.0,,,5874870.0,,2016-09-30,2.0,9150.0,2015-10-01 00:00:00,52846678.0,960536.0,18500971.0,45848675.0,350.62,2.0,,,1344.0,5266382.0,,,0.42538,4887435.0,107782980.0,301619.0,23.0,,2016
CAMERON REGIONAL MEDICAL CENTER (260057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8259.0,MO,4857003.0,5248.0,4263023.0,35.0,15975713.0,5954620.0,19312693.0,,2016-09-30,5.0,12810.0,2015-10-01 00:00:00,24951095.0,5594932.0,25455179.0,46223341.0,338.36,1.0,-1864.0,,1705.0,12143350.0,5401685.0,,0.323687,4766462.0,142802646.0,330488.0,30.0,,2016
CAMPBELL COUNTY MEMORIAL HOSPITAL (530002),General Short Term (Acute Care Hospitals),Governmental-County,8008.0,WY,8249331.0,2742.0,11577356.0,66.0,46150224.0,10034621.0,41660605.0,,2017-06-30,14.0,24090.0,2016-07-01 00:00:00,76238418.0,15363685.0,81367928.0,119264391.0,898.56,2.0,9844.0,,2264.0,14720399.0,10838906.0,,0.47054,8126248.0,253462939.0,4669859.0,52.0,,2016
CANDLER COUNTY HOSPITAL (111334),General Short Term (Critical Access Hospitals),Governmental-County,4787.0,GA,240988.0,2819.0,1696823.0,25.0,,,8626279.0,,2016-12-31,6.0,9150.0,2016-01-01 00:00:00,12289316.0,1571026.0,6941205.0,13665443.0,132.82,2.0,,,502.0,4733690.0,,,0.246643,600292.0,55405663.0,486948.0,19.0,,2016
CANDLER HOSPITAL  INC (110024),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,62189.0,GA,32064660.0,17077.0,32976590.0,212.0,76909063.0,27888102.0,118506488.0,,2017-06-30,20.0,84415.0,2016-07-01 00:00:00,62394753.0,23341696.0,99547647.0,239362581.0,1293.95,1.0,-71763.0,,10800.0,3328743.0,24167406.0,,0.20124,32069462.0,1189440198.0,32198250.0,192.0,278158.0,2016
CANNON FALLS MEDICAL CENTER - MAYO (241346),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,3223.0,MN,3845436.0,2150.0,700392.0,15.0,,,4719934.0,,2016-12-31,,5490.0,2016-01-01 00:00:00,5250441.0,1945222.0,12215349.0,26283831.0,138.3,2.0,,,236.0,528639.0,,,0.686101,3350017.0,38308975.0,338751.0,15.0,,2016
CANNON MEMORIAL HOSPITAL (420011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,715.0,SC,229820.0,273.0,1208507.0,42.0,1824158.0,418905.0,4793465.0,,2015-12-31,4.0,3864.0,2015-10-01 00:00:00,9945757.0,746127.0,2509614.0,3625007.0,198.39,1.0,1610.0,,169.0,5014321.0,337094.0,,0.216967,237216.0,16707615.0,97400.0,38.0,,2016
CANNON MEMORIAL HOSPITAL (420011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2549.0,SC,864386.0,945.0,3563173.0,42.0,6985885.0,1462590.0,19356348.0,,2016-12-31,4.0,15372.0,2016-01-01 00:00:00,9511318.0,2985626.0,9663650.0,14725391.0,183.3,1.0,1995.0,,642.0,10770339.0,1386904.0,,0.225095,1285874.0,65418501.0,1132181.0,38.0,,2016
CANONSBURG GENERAL HOSPITAL (390160),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6464.0,PA,1582245.0,2061.0,877254.0,88.0,14486650.0,4288918.0,11808554.0,,2017-06-30,8.0,32120.0,2016-07-01 00:00:00,44863877.0,1534212.0,15471526.0,45756513.0,325.2,1.0,-21774.0,,1916.0,2088481.0,3594911.0,,0.291095,1548564.0,157187705.0,262976.0,80.0,,2016
CANTON-POTSDAM HOSPITAL (330197),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,24188.0,NY,13647356.0,7575.0,2464552.0,94.0,56283853.0,15663196.0,76817518.0,,2016-12-31,6.0,34404.0,2016-01-01 00:00:00,54220057.0,20034785.0,85894912.0,116110558.0,1015.8,2.0,118417.0,,4883.0,6720022.0,14004046.0,,0.359325,13444964.0,323135535.0,53877.0,88.0,,2016
CANYON RIDGE HOSPITAL (054111),Psychiatric,Proprietary-Corporation,33453.0,CA,1110121.0,5920.0,,106.0,,,,,2017-01-31,,38796.0,2016-02-01 00:00:00,7299732.0,,10681388.0,16431616.0,204.49,1.0,,,5487.0,,,,,1193158.0,58106401.0,,106.0,,2016
CANYON VISTA MEDICAL CENTER (030043),General Short Term (Acute Care Hospitals),Proprietary-Corporation,15700.0,AZ,7767815.0,6053.0,1154273.0,75.0,31995722.0,21762598.0,87651542.0,,2017-04-30,12.0,27375.0,2016-05-01 00:00:00,114682286.0,16860175.0,35122764.0,90317012.0,550.19,2.0,-14820.0,17.47,4686.0,4422933.0,19766906.0,,0.219429,7665260.0,411600103.0,161438.0,63.0,,2016
CAPE CANAVERAL HOSPITAL INC (100177),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,30353.0,FL,7906158.0,11790.0,12113656.0,150.0,33922925.0,22591006.0,53472500.0,,2016-09-30,12.0,54900.0,2015-10-01 00:00:00,84601469.0,5483835.0,51396669.0,143576759.0,549.55,1.0,81912.0,,7103.0,14442097.0,19812884.0,,0.236014,7801652.0,608340460.0,8678451.0,138.0,,2016
CAPE COD AND ISLANDS MENTAL HEALTH C (224031),Psychiatric,Governmental-State,5773.0,MA,22992.0,835.0,,16.0,5435696.0,,,,2017-06-30,,5840.0,2016-07-01 00:00:00,,,5443062.0,9015074.0,70.6,1.0,,,167.0,,,,0.855424,22533.0,10538719.0,,16.0,,2016
CAPE COD HOSPITAL (220012),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,60792.0,MA,59028913.0,35249.0,6916068.0,239.0,149356916.0,125724708.0,150299746.0,,2016-09-30,11.0,87474.0,2015-10-01 00:00:00,190601335.0,46530499.0,173727949.0,397833505.0,1898.19,1.0,67981.0,3.88,14868.0,6669967.0,118922991.0,,0.355436,58457536.0,1119281536.0,4562502.0,215.0,,2016
CAPE CORAL HOSPITAL (100244),General Short Term (Acute Care Hospitals),Governmental-Other,69631.0,FL,11169714.0,29133.0,17025496.0,282.0,77407756.0,56339963.0,120793913.0,,2016-09-30,22.0,103212.0,2015-10-01 00:00:00,115029850.0,10251129.0,76691781.0,190720641.0,1558.0,1.0,-286463.0,,16254.0,22138766.0,48826894.0,,0.178345,10965104.0,1069390045.0,12994036.0,239.0,,2016
CAPE FEAR VALLEY HOKE HOSPITAL (340188),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3832.0,NC,1211076.0,1381.0,6534548.0,41.0,9079487.0,3022808.0,20871610.0,,2016-09-30,,15006.0,2015-10-01 00:00:00,128675684.0,4550881.0,13346072.0,30394822.0,235.54,1.0,,,1261.0,20539653.0,1972009.0,,0.317965,1188474.0,95591821.0,,41.0,,2016
