Hospital,Hospital type,Control type,IPPS Payment amount (unadjusted),Total Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C8_14),S10 DATA: Cost of Uncompensated Care (S10_C1_30),"Donations, Land Improvements",REIMBURSEMENT SETTLEMENT: Payment to cost ratio,HAC reduction adjustment amount,HVBP payment adjustment amount,Total Salaries,State,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,"ADJUSTED SALARIES, Subtotal Salaries",IPPS Interim payment,S10 DATA: Net Revenue from Medicaid (S10_C1_2),S10 DATA: Cost of charity care (S10_C3_23),NUMBER OF BEDS: ICU,BED DAYS: Total Hospital,Total Charges,Total Costs,S10 DATA: Total Bad Debt expense (S10_C1_26),REIMBURSEMENT SETTLEMENT: Interim payments,Total Inpatient DaysOutpatient Visits: Total Facility FTEs (S3_1_C9_27),Total Inpatient DaysOutpatient Visits: Total discharges (S3_1_C15_14),Medicare Inpatient DaysOutpatient Visits: Total Hospital (S3_1_C6_14),S10 DATA: Medicaid charges (S10_C1_6),S10 DATA: Cost To Charge Ratio (S10_C1_1),Total Liabilities,Fiscal Year Begin Date,Fiscal Year End Date,Beginning FFY
DOCTOR CENTER HOSPITAL MANATI  INC. (400118),General Short Term (Acute Care Hospitals),Proprietary-Corporation,7545676.0,92630.0,814085.0,,,,,21615471.0,PR,504395.0,250.0,21433294.0,6358915.0,,,8.0,91250.0,182501557.0,65660421.0,2540000.0,511500.0,,16806.0,9892.0,,0.35978,23275665.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS CENTER HOSPITAL BAYAMON (400102),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4271920.0,46526.0,,,,,,9940633.0,PR,88759.0,128.0,9940633.0,3679353.0,,,6.0,46720.0,87631120.0,36779842.0,,90658.0,,7404.0,3967.0,,,19344605.0,2013-07-01 00:00:00,2014-06-30,2013
DOCTORS CENTER HOSPITAL SAN JUAN I (400006),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3053860.0,37436.0,472801.0,,,,,8740897.0,PR,208781.0,125.0,8740897.0,2797175.0,,,6.0,45625.0,87492662.0,27275460.0,1628004.0,208088.0,,5882.0,3825.0,,0.311746,29665099.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS COMMUNITY HOSPITAL (210051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,60371807.0,45373.0,15940343.0,,,,,77218444.0,MD,11335974.0,198.0,74938116.0,55034008.0,33496701.0,10899117.0,24.0,72270.0,222717428.0,164831521.0,6811612.0,17683035.0,,9717.0,23131.0,35634788.0,0.740093,202562727.0,2013-07-01 00:00:00,2014-06-30,2013
DOCTORS DIAGNOSTIC HOSPITAL (670018),General Short Term (Acute Care Hospitals),Proprietary-Corporation,66763.0,1160.0,,,,,,2545252.0,TX,716274.0,4.0,2551012.0,56673.0,97801.0,,,1460.0,80431809.0,9178310.0,,708868.0,,280.0,30.0,364589.0,0.114113,9009785.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS HOSPITAL (100296),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,22748966.0,31253.0,6585944.0,,,,66627.0,54825707.0,FL,4529452.0,281.0,54545804.0,21061884.0,2710632.0,3634592.0,18.0,102565.0,688732813.0,159649979.0,12975672.0,4485340.0,,6060.0,13056.0,38511555.0,0.231802,157457716.0,2012-10-01 00:00:00,2013-09-30,2013
DOCTORS HOSPITAL (170194),General Short Term (Acute Care Hospitals),Proprietary-Other,1894775.0,199.0,221427.0,,,,,1985886.0,KS,1049047.0,9.0,2721199.0,1754760.0,14720947.0,,,2742.0,80825271.0,14319524.0,1273390.0,1048468.0,,131.0,133.0,55620709.0,0.177166,9829882.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS HOSPITAL (360152),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,30855439.0,34015.0,19550359.0,,,,62127.0,83853810.0,OH,8161372.0,178.0,58949240.0,28763151.0,30254841.0,17409346.0,18.0,64579.0,706513912.0,146524148.0,11178584.0,8094043.0,109.03,8388.0,9624.0,191569523.0,0.20739,158511133.0,2013-07-01 00:00:00,2014-06-30,2013
DOCTORS HOSPITAL AT DEER CREEK (190297),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1311198.0,1418.0,31934.0,,,,2774.0,2247712.0,LA,624110.0,10.0,2142813.0,1201311.0,402791.0,,,3650.0,20782525.0,5715015.0,165136.0,614439.0,,437.0,769.0,4280035.0,0.274991,2679740.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS HOSPITAL AT RENAISSANCE (450869),General Short Term (Acute Care Hospitals),Proprietary-Partnership,82075853.0,136680.0,20052123.0,,,,37183.0,152970614.0,TX,33688834.0,458.0,153240019.0,78564365.0,83343243.0,14726422.0,65.0,167170.0,1931116560.0,314900184.0,37707686.0,33491423.0,,36333.0,31780.0,602359707.0,0.163066,106077495.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS HOSPITAL AT WHITE ROCK LAKE (450678),General Short Term (Acute Care Hospitals),Proprietary-Corporation,19930509.0,27217.0,2578240.0,,,,-58384.0,34912378.0,TX,5005729.0,189.0,37015447.0,18092437.0,6289272.0,393344.0,20.0,68985.0,698693337.0,91377447.0,17288552.0,4901946.0,,6271.0,9758.0,86281269.0,0.130783,9781907.0,2013-06-01 00:00:00,2014-05-31,2013
DOCTORS HOSPITAL INC (110186),General Short Term (Acute Care Hospitals),Proprietary-Corporation,3673600.0,5697.0,990292.0,,,,1570.0,11758019.0,GA,2559369.0,84.0,11726319.0,2491623.0,1321085.0,359192.0,8.0,30660.0,153601639.0,35399823.0,2871766.0,2578172.0,,1451.0,1671.0,14075221.0,0.230465,144346751.0,2013-07-01 00:00:00,2014-06-30,2013
DOCTORS HOSPITAL NELSONVILLE (361305),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1630.0,1564422.0,,,,,6853726.0,OH,1705677.0,25.0,,,1187764.0,1137511.0,,9125.0,29697955.0,13838442.0,1157609.0,1944126.0,,191.0,1165.0,7881730.0,0.465973,13133385.0,2013-07-01 00:00:00,2014-06-30,2013
DOCTORS HOSPITAL OF AUGUSTA (110177),General Short Term (Acute Care Hospitals),Proprietary-Corporation,43934345.0,67757.0,7182559.0,,,,79666.0,63480842.0,GA,6903184.0,258.0,65496147.0,40163475.0,45290665.0,3957212.0,24.0,93864.0,1612852580.0,193828313.0,27330533.0,6889050.0,,13470.0,20525.0,294601554.0,0.120177,-327749740.0,2013-04-01 00:00:00,2014-03-31,2013
DOCTORS HOSPITAL OF LAREDO (450643),General Short Term (Acute Care Hospitals),Proprietary-Corporation,20838185.0,37711.0,7117877.0,,,,-30609.0,34470596.0,TX,4629937.0,171.0,33977993.0,19459252.0,11271357.0,2157687.0,16.0,62415.0,538470425.0,80575200.0,34325898.0,4847176.0,,7875.0,11626.0,132055680.0,0.149637,61163131.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS HOSPITAL OF MANTECA (050118),General Short Term (Acute Care Hospitals),Proprietary-Corporation,12457928.0,14334.0,754070.0,,,,-3284.0,30816781.0,CA,4109180.0,73.0,31895562.0,11084590.0,7711099.0,52845.0,8.0,26645.0,615737114.0,64168525.0,7035283.0,4021874.0,,3412.0,6166.0,128517750.0,0.104214,8372342.0,2013-06-01 00:00:00,2014-05-31,2013
DOCTORS HOSPITAL OF MCMINN COUNTY (440054),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1211993.0,1293.0,696039.0,,,,-3432.0,4475393.0,TN,490822.0,62.0,3560465.0,1156620.0,387676.0,1505.0,4.0,9486.0,26709396.0,9040829.0,2251619.0,571789.0,,377.0,761.0,2945457.0,0.338489,26345955.0,2013-07-01 00:00:00,2013-11-30,2013
DOCTORS HOSPITAL OF MICHIGAN (230013),General Short Term (Acute Care Hospitals),Proprietary-Corporation,4959565.0,3870.0,2583023.0,,,,-10129.0,15632239.0,MI,1110074.0,47.0,12312627.0,4341537.0,2011027.0,35487.0,10.0,17155.0,63752810.0,30205821.0,5508643.0,1163710.0,16.25,1103.0,1953.0,15131297.0,0.473796,35048153.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS HOSPITAL OF SARASOTA (100166),General Short Term (Acute Care Hospitals),Proprietary-Corporation,31652342.0,27778.0,1646121.0,,,,109893.0,31237790.0,FL,6033096.0,139.0,31465508.0,28110165.0,1604589.0,744424.0,16.0,50735.0,704107674.0,91129704.0,7150778.0,6029312.0,,6999.0,14861.0,24822735.0,0.129426,-54662158.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS HOSPITAL OF SLIDELL LLC (190256),General Short Term (Acute Care Hospitals),Proprietary-Corporation,1066489.0,107.0,2801.0,,,,,2226382.0,LA,883846.0,10.0,2368949.0,1019271.0,,,,3650.0,29232754.0,7561239.0,25391.0,886367.0,,54.0,39.0,,0.258656,12938771.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS HOSPITAL OF TATTNALL (111323),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,3496.0,859556.0,,,,,10243518.0,GA,-2821907.0,25.0,,,,66443.0,,9125.0,288442237.0,37404741.0,7401287.0,-2368198.0,,1292.0,1391.0,,0.129678,17380292.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS HOSPITAL OF WEST COVINA (050096),General Short Term (Acute Care Hospitals),Proprietary-Corporation,700574.0,302.0,12095.0,,,,,4967753.0,CA,688879.0,13.0,3382755.0,740038.0,1006510.0,,,4745.0,37029962.0,9462584.0,101803.0,687953.0,3.0,83.0,187.0,18349951.0,0.255539,1385850.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS HOSPITAL TIDWELL (450803),General Short Term (Acute Care Hospitals),Proprietary-Other,6889817.0,11214.0,2914425.0,,,,-9102.0,14758216.0,TX,853026.0,113.0,16371871.0,5898224.0,3421448.0,45016.0,16.0,41245.0,126452576.0,31854598.0,11617187.0,843906.0,,9986.0,2448.0,10794729.0,0.251909,26510392.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS MEDICAL CENTER (050079),General Short Term (Acute Care Hospitals),Governmental-Hospital District,35864190.0,24314.0,15255219.0,,,,-31844.0,66054579.0,CA,7818683.0,176.0,66352444.0,33993429.0,13470027.0,565541.0,22.0,64240.0,615000648.0,138600038.0,65794966.0,7695240.0,,5434.0,10908.0,124891845.0,0.225366,107772331.0,2013-01-01 00:00:00,2013-12-31,2013
DOCTORS MEDICAL CENTER OF MODESTO (050464),General Short Term (Acute Care Hospitals),Proprietary-Corporation,75206543.0,110522.0,10108829.0,,,,-15707.0,185571338.0,CA,16046247.0,359.0,182302536.0,70418390.0,106440080.0,5948590.0,22.0,130959.0,3895458656.0,388408633.0,43767923.0,16016790.0,18.99,19792.0,25121.0,1415875850.0,0.099708,59080828.0,2013-06-01 00:00:00,2014-05-31,2013
DOCTORS MEMORIAL HOSPITAL (100106),General Short Term (Acute Care Hospitals),Governmental-County,3281465.0,3573.0,4194399.0,,,,6132.0,12093624.0,FL,1956218.0,48.0,8547262.0,3567084.0,3959956.0,1773454.0,6.0,17520.0,61445262.0,24164520.0,6259702.0,1950373.0,,1083.0,2076.0,9633253.0,0.393269,3436622.0,2013-06-01 00:00:00,2014-05-31,2013
DOCTORS MEMORIAL HOSPITAL (101307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3745.0,590554.0,,,,,5297836.0,FL,1786484.0,20.0,,,2260179.0,95637.0,4.0,7300.0,24719337.0,12235895.0,1369213.0,1955178.0,,882.0,2492.0,6537662.0,0.494993,18792204.0,2012-10-01 00:00:00,2013-09-30,2013
DOCTORS NEUROMEDICAL HOSPITAL (150180),General Short Term (Acute Care Hospitals),Proprietary-Other,3737921.0,3223.0,-75638.0,,,,,2551580.0,IN,46.0,20.0,2254214.0,3327123.0,,,,7720.0,6701498.0,4930268.0,,45.0,,784.0,2799.0,,0.735696,13223124.0,2013-01-01 00:00:00,2014-01-21,2013
DOCTORS NEUROPSYCHIATRIC HOSPITAL (154058),Psychiatric,Proprietary-Partnership,,5534.0,,,,,,2426848.0,IN,,20.0,,,,,,7300.0,8026474.0,5068307.0,,,,501.0,5441.0,,,9918125.0,2013-01-01 00:00:00,2013-12-31,2013
DODGE COUNTY HOSPITAL (110092),General Short Term (Acute Care Hospitals),Governmental-County,3955484.0,6331.0,1792249.0,,,,-8351.0,8591468.0,GA,1436020.0,45.0,8654858.0,3830771.0,3293690.0,291830.0,6.0,16425.0,62852126.0,17095605.0,5689989.0,1518983.0,,1498.0,2525.0,12367121.0,0.271997,8690175.0,2012-10-01 00:00:00,2013-09-30,2013
DOMINICAN HOSPITAL (050242),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,62095521.0,42885.0,27144736.0,,,,-47837.0,137647686.0,CA,16267747.0,203.0,124425822.0,56152062.0,24900675.0,19399459.0,16.0,77420.0,1402165784.0,280852710.0,39453710.0,15930914.0,,9868.0,17405.0,241186874.0,0.200299,60514422.0,2013-07-01 00:00:00,2014-06-30,2013
DOMINION HOSPITAL (494023),Psychiatric,Proprietary-Corporation,,26060.0,,,,,,12858298.0,VA,19668.0,100.0,,,,,,36500.0,68731643.0,22021057.0,,19415.0,,2791.0,1767.0,,,-8637400.0,2013-02-01 00:00:00,2014-01-31,2013
DONALSONVILLE HOSPITAL (110194),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2432255.0,5206.0,3508814.0,,,,4361.0,12147029.0,GA,773790.0,65.0,8120594.0,2263074.0,2985386.0,2418919.0,,23725.0,57729416.0,21244672.0,3043302.0,794056.0,,1428.0,1637.0,10004326.0,0.368004,3386102.0,2013-07-01 00:00:00,2014-06-30,2013
DOOR COUNTY MEMORIAL HOSPITAL (521358),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3578.0,3226562.0,,,,,24903243.0,WI,4647770.0,25.0,,,5829445.0,2637368.0,4.0,6825.0,78496331.0,47171472.0,1152377.0,5018652.0,,1388.0,1845.0,9059198.0,0.600939,21333697.0,2012-10-01 00:00:00,2013-06-30,2013
DOOR COUNTY MEMORIAL HOSPITAL (521358),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,4197.0,2264441.0,,,,,34034499.0,WI,6938810.0,25.0,,,6377429.0,1793844.0,4.0,9125.0,111112307.0,61473744.0,1208369.0,6399872.0,,1485.0,2610.0,12159651.0,0.553258,19503616.0,2013-07-01 00:00:00,2014-06-30,2013
DORMINY MEDICAL CENTER (110073),General Short Term (Acute Care Hospitals),Governmental-County,2917350.0,3901.0,3113329.0,,,,,8209838.0,GA,1480210.0,49.0,7635949.0,2187345.0,3004900.0,1220092.0,5.0,17885.0,49723167.0,21046474.0,4527549.0,1503725.0,,1348.0,1634.0,8835644.0,0.423273,33682337.0,2013-08-01 00:00:00,2014-07-31,2013
DOROTHEA DIX HOSPITAL (344001),General Long Term,Governmental-State,,,,,,,,,NC,,,,,,,,,,,,,,,,,,,2013-07-01 00:00:00,2014-06-30,2013
DOROTHEA DIX PSYCHIATRIC CENTER (204004),Psychiatric,Governmental-State,,14492.0,,,,,,9004174.0,ME,,51.0,,,,,,18615.0,13211283.0,16368105.0,,,,137.0,1043.0,,,,2013-07-01 00:00:00,2014-06-30,2013
DOUGLAS COUNTY HOSPITAL (240030),General Short Term (Acute Care Hospitals),Governmental-County,18184938.0,14845.0,939966.0,,,,-13771.0,37683496.0,MN,12295014.0,99.0,36774396.0,16538174.0,9422021.0,178817.0,8.0,36135.0,229389905.0,92146914.0,1887989.0,12095206.0,,3573.0,6820.0,29230652.0,0.401704,51753690.0,2013-01-01 00:00:00,2013-12-31,2013
DOUGLAS COUNTY HOSPITAL (284009),Psychiatric,Governmental-County,,4144.0,,,,,,21058242.0,NE,67936.0,16.0,,,,,,5840.0,25980455.0,38445390.0,,66514.0,,890.0,1041.0,,,19419768.0,2013-07-01 00:00:00,2014-06-30,2013
DOUGLAS COUNTY MEMORIAL HOSPITAL (431305),General Short Term (Critical Access Hospitals),Governmental-County,,835.0,207596.0,,,,,3663708.0,SD,790591.0,11.0,,,409898.0,38836.0,,4015.0,8898900.0,6037123.0,248757.0,887038.0,,163.0,658.0,540644.0,0.678412,4755113.0,2013-06-01 00:00:00,2014-05-31,2013
DOUGLAS HOSPITAL (110184),General Short Term (Acute Care Hospitals),Governmental-Other,20456171.0,25799.0,15058938.0,,,,-20257.0,42610662.0,GA,6101223.0,102.0,44696672.0,18279942.0,12172966.0,6983337.0,8.0,37230.0,542628881.0,103646456.0,42623467.0,6123426.0,,6608.0,10454.0,72563668.0,0.191008,42108389.0,2013-07-01 00:00:00,2014-06-30,2013
DOVER BEHAVIORAL HEALTH SYSTEM (084004),Psychiatric,Proprietary-Corporation,,25361.0,-82197.0,,,,,7541174.0,DE,253827.0,73.0,,,,,,26645.0,32690775.0,12651248.0,,260111.0,,2922.0,6271.0,,0.386997,-6666867.0,2013-01-01 00:00:00,2013-12-31,2013
DOWN EAST COMMUNITY HOSPITAL (201311),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,3161.0,2048928.0,,,,,15993631.0,ME,3706726.0,25.0,,,5399394.0,1122183.0,,9125.0,47644494.0,24404526.0,1998937.0,4089104.0,,869.0,1697.0,9640514.0,0.512221,13041638.0,2013-01-01 00:00:00,2013-12-31,2013
DOWNEY REGIONAL MEDICAL CENTER (050393),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,8378324.0,8952.0,2623018.0,,,,-22919.0,16447120.0,CA,966788.0,199.0,16029818.0,7895667.0,8968063.0,2353895.0,25.0,18308.0,222396598.0,35833225.0,1869830.0,922012.0,27.4,2656.0,2862.0,51714053.0,0.161123,140284630.0,2013-07-01 00:00:00,2013-09-30,2013
DOYLESTOWN HOSPITAL (390203),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,39936848.0,53372.0,1438305.0,,,,34933.0,92599808.0,PA,18347348.0,238.0,87765867.0,35258442.0,5708785.0,881486.0,18.0,86870.0,1114960896.0,255716244.0,2630410.0,17980724.0,,12881.0,21539.0,45081759.0,0.22935,203045598.0,2013-07-01 00:00:00,2014-06-30,2013
DR. DAN C. TRIGG MEMORIAL HOSPITAL (321302),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1181.0,1423499.0,,,,,5254411.0,NM,1974449.0,25.0,,,1445544.0,656307.0,,9125.0,25537737.0,12554874.0,1591179.0,1596299.0,,275.0,796.0,4592757.0,0.49162,919318.0,2013-01-01 00:00:00,2013-12-31,2013
DREW MEMORIAL HOSPITAL (040051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2361122.0,4356.0,843213.0,,,,-6427.0,5549088.0,AR,1592824.0,49.0,4628061.0,2302802.0,1463115.0,423316.0,5.0,8918.0,28781615.0,11929274.0,1064669.0,1627783.0,,1273.0,2078.0,4100934.0,0.414475,15758824.0,2012-10-01 00:00:00,2013-03-31,2013
DREW MEMORIAL HOSPITAL (040051),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,4672980.0,7890.0,2232080.0,,,,-21964.0,11473373.0,AR,2891097.0,49.0,9660676.0,4290817.0,3115242.0,553250.0,5.0,17885.0,56676941.0,25391257.0,3850389.0,2821850.0,,2337.0,3839.0,9270531.0,0.448,2002218.0,2013-04-01 00:00:00,2014-03-31,2013
DRISCOLL CHILDRENS HOSPITAL (453301),Childrens,Voluntary Nonprofit-Other,,26806.0,4643473.0,,,,,107263573.0,TX,476877.0,162.0,,,48440667.0,3133366.0,20.0,59130.0,579082175.0,176359965.0,4958471.0,323550.0,43.47,4319.0,326.0,120256996.0,0.304551,95799441.0,2013-05-01 00:00:00,2014-04-30,2013
DRUMRIGHT REGIONAL HOSPITAL (371331),General Short Term (Critical Access Hospitals),Proprietary-Individual,,3810.0,669391.0,,,,,3693597.0,OK,612967.0,15.0,,,1006119.0,16257.0,,5475.0,19134928.0,8824988.0,1599939.0,563951.0,,601.0,2247.0,4566844.0,0.461198,7772994.0,2012-10-01 00:00:00,2013-09-30,2013
DUBLIN METHODIST HOSPITAL (360348),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,10376821.0,19171.0,6408903.0,,,,10489.0,47161091.0,OH,4247979.0,87.0,35942139.0,8738417.0,4641749.0,4930622.0,,31755.0,423224053.0,106266109.0,5753541.0,4225680.0,,5642.0,3109.0,30270961.0,0.251087,173393347.0,2013-07-01 00:00:00,2014-06-30,2013
DUBLIN SPRINGS (364049),Psychiatric,Proprietary-Corporation,,1514.0,,,,,,1309762.0,OH,4983.0,48.0,,,,,,3360.0,4752210.0,2558847.0,,4983.0,,220.0,205.0,,,4437848.0,2012-10-23 00:00:00,2012-12-31,2013
DUBLIN SPRINGS (364049),Psychiatric,Proprietary-Corporation,,13266.0,,,,,,5566760.0,OH,75241.0,72.0,,,,,,26280.0,29944790.0,10100957.0,,73992.0,,1813.0,5127.0,,,4648545.0,2013-01-01 00:00:00,2013-12-31,2013
DUBOIS REGIONAL MEDICAL CENTER (390086),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,25408614.0,36494.0,4088153.0,,,,51225.0,115200728.0,PA,20633800.0,202.0,69743087.0,22548336.0,19853325.0,2141280.0,15.0,73730.0,486357630.0,175371252.0,6399410.0,21037290.0,,8850.0,10717.0,77520642.0,0.360581,82847820.0,2013-07-01 00:00:00,2014-06-30,2013
DUBUIS HEALTH SYSTEM  INC. - CORPUS (452086),General Long Term,Voluntary Nonprofit-Church,,6245.0,,,,,,3368660.0,TX,3108.0,22.0,,,,,,8030.0,25557851.0,8653735.0,,3046.0,,218.0,3357.0,,,960598.0,2013-04-01 00:00:00,2014-03-31,2013
DUBUIS HEALTH SYSTEM - SHREVEPORT (192025),General Long Term,Voluntary Nonprofit-Church,,3324.0,,,,,,2320631.0,LA,,36.0,,,,,,10944.0,10230941.0,6455092.0,,,,138.0,2723.0,,,1824256.0,2013-07-01 00:00:00,2014-04-29,2013
DUBUIS HEALTH SYSTEM - TEXARKANA (452061),General Long Term,Voluntary Nonprofit-Church,,11351.0,,,,,,4988603.0,TX,481256.0,49.0,,,,,,17885.0,49502407.0,14654297.0,,472691.0,,460.0,8676.0,,,1282455.0,2013-02-01 00:00:00,2014-01-31,2013
DUBUIS HEALTH SYSTEM- LAKE CHARLES (192024),General Long Term,Voluntary Nonprofit-Church,,4278.0,,,,,,2574469.0,LA,14195.0,24.0,,,,,,8760.0,15413215.0,8143267.0,,13911.0,,179.0,2886.0,,,1863108.0,2013-07-01 00:00:00,2014-06-30,2013
DUKE RALEIGH HOSPITAL (340073),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,36790043.0,33759.0,19899138.0,,,,106042.0,76800470.0,NC,23525153.0,148.0,67727750.0,33327350.0,7861160.0,17412194.0,37.0,54020.0,1055963702.0,224222602.0,12488073.0,23711398.0,,7767.0,15422.0,69499356.0,0.212339,35116943.0,2013-07-01 00:00:00,2014-06-30,2013
DUKE UNIVERSITY HOSPITAL (340030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,273947006.0,262135.0,71607969.0,,,,707350.0,501241662.0,NC,106191614.0,869.0,430936849.0,265330105.0,197310418.0,63485554.0,25.0,318233.0,5767770225.0,1436339658.0,34681115.0,105623124.0,608.37,38958.0,80583.0,813068597.0,0.249029,172863128.0,2013-07-01 00:00:00,2014-06-30,2013
DUKES MEMORIAL HOSPITAL (151318),General Short Term (Critical Access Hospitals),Proprietary-Corporation,,4552.0,1117521.0,,,,,11494737.0,IN,1037068.0,25.0,,,2729664.0,86528.0,4.0,9125.0,111020460.0,26330994.0,5144757.0,1808944.0,,1098.0,2431.0,20874834.0,0.237172,3428484.0,2013-01-01 00:00:00,2013-12-31,2013
DUNCAN REGIONAL HOSPITAL (370023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,12639281.0,12108.0,5295700.0,,,,-8463.0,32141881.0,OK,7258734.0,77.0,27422834.0,11327944.0,6298279.0,2271471.0,9.0,28225.0,242458555.0,60139452.0,12623473.0,7106172.0,,3366.0,6130.0,31660575.0,0.24804,45838899.0,2013-07-01 00:00:00,2014-06-30,2013
DUNDY COUNTY HOSPITAL (281340),General Short Term (Critical Access Hospitals),Governmental-County,,920.0,318780.0,,,,,3530804.0,NE,1901979.0,14.0,,,669728.0,78834.0,,5110.0,7944550.0,7199725.0,264769.0,2393886.0,,110.0,430.0,808545.0,0.906247,3039006.0,2013-03-01 00:00:00,2014-02-28,2013
DUPLIN GENERAL HOSPITAL (340120),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,6780885.0,7172.0,7552737.0,,0.854,,16229.0,17436446.0,NC,2026043.0,49.0,14533935.0,7027942.0,8196593.0,4321525.0,9.0,17885.0,114935344.0,36389900.0,10574354.0,2046921.0,,2880.0,3638.0,30401423.0,0.316612,7991048.0,2012-10-01 00:00:00,2013-09-30,2013
DUPONT HOSPITAL (150150),General Short Term (Acute Care Hospitals),Proprietary-Corporation,5202699.0,21004.0,1322098.0,,,,13353.0,29006802.0,IN,5347947.0,131.0,28458460.0,4479902.0,10400015.0,346789.0,39.0,47815.0,448092168.0,80796727.0,5606575.0,5310992.0,,4283.0,1902.0,53202617.0,0.180313,-129191819.0,2013-04-01 00:00:00,2014-03-31,2013
DURHAM REGIONAL HOSPITAL (340155),General Short Term (Acute Care Hospitals),Governmental-County,51109034.0,67270.0,25241226.0,,,,87295.0,96778716.0,NC,11456650.0,302.0,79908579.0,46350695.0,22961554.0,22811896.0,22.0,110230.0,883758830.0,211971949.0,11115765.0,11706550.0,32.97,14076.0,24929.0,95883595.0,0.239853,33386346.0,2013-07-01 00:00:00,2014-06-30,2013
DYERSBURG REGIONAL MEDICAL CENTER (440072),General Short Term (Acute Care Hospitals),Proprietary-Corporation,13696705.0,12374.0,1124692.0,,,,34724.0,17339225.0,TN,5676194.0,95.0,18005901.0,12677729.0,7060097.0,258449.0,10.0,34675.0,454306879.0,46276479.0,9342142.0,5978399.0,,3759.0,6338.0,102739533.0,0.101862,-5169822.0,2013-02-01 00:00:00,2014-01-31,2013
E.A. CONWAY MEDICAL CENTER (190011),General Short Term (Acute Care Hospitals),Governmental-State,993594.0,4341.0,10216887.0,,,,-357.0,9656425.0,LA,784797.0,125.0,8432564.0,986389.0,3037671.0,7051505.0,22.0,11500.0,26511561.0,27614326.0,3072342.0,637132.0,36.0,1025.0,410.0,7345238.0,1.041596,32519504.0,2013-07-01 00:00:00,2013-09-30,2013
EAGLE RIVER MEMORIAL HOSPITAL (521300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1182.0,711965.0,,,,,5253658.0,WI,1764753.0,25.0,,,266957.0,105698.0,,6825.0,20039898.0,9306704.0,1468275.0,1802424.0,,334.0,838.0,644096.0,0.464409,2160329.0,2012-10-01 00:00:00,2013-06-30,2013
EAGLE RIVER MEMORIAL HOSPITAL (521300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,1803.0,586839.0,,,,,5791690.0,WI,2325145.0,25.0,,,,175030.0,,9125.0,27681492.0,13391570.0,975656.0,1954567.0,,348.0,1325.0,,0.483773,1699236.0,2013-07-01 00:00:00,2014-06-30,2013
EAGLEVILLE HOSPITAL (390278),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3901570.0,10348.0,616729.0,,,,,19031415.0,PA,,49.0,10021928.0,3561811.0,3814812.0,100217.0,,17885.0,23419295.0,16071778.0,828024.0,,,1746.0,3891.0,8298940.0,0.686262,5001573.0,2013-07-01 00:00:00,2014-06-30,2013
