Original Label,Curated Label
FORT LOGAN HOSPITAL (181315),FORT LOGAN HOSPITAL (181315)
FORT LOUDOUN MEDICAL CENTER (440110),FORT LOUDOUN MEDICAL CENTER (440110)
FORT MADISON COMMUNITY HOSPITAL (160122),FORT MADISON COMMUNITY HOSPITAL (160122)
FORT SANDERS REGIONAL MEDICAL CENTER (440125),FORT SANDERS REGIONAL MEDICAL CENTER (440125)
FORT WALTON BEACH MEDICAL CTR (100223),FORT WALTON BEACH MEDICAL CTR (100223)
FT. WALTON BEACH MEDICAL CENTER (100223),FORT WALTON BEACH MEDICAL CTR (100223)
FORT WALTON BEACH MEDICAL CENTER (100223),FORT WALTON BEACH MEDICAL CTR (100223)
FT WALTON BEACH MEDICAL CENTER (100223),FORT WALTON BEACH MEDICAL CTR (100223)
FT WALTON BEACH MEDICAL CTR (100223),FORT WALTON BEACH MEDICAL CTR (100223)
FORT WASHINGTON MEDICAL CENTER (210060),FORT WASHINGTON MEDICAL CENTER (210060)
FOSTORIA COMMUNITY HOSPITAL (361318),FOSTORIA COMMUNITY HOSPITAL (361318)
FOUNDATION SURGICAL HOSPITAL (670012),FOUNDATION SURGICAL HOSPITAL (670012)
FOUNDATION SURGICAL HOSPITAL EL PASO (450877),FOUNDATION SURGICAL HOSPITAL EL PASO (450877)
FOUNDATION SURGICAL SAN ANTONIO (670054),FOUNDATION SURGICAL SAN ANTONIO (670054)
FOUNDATION SURGICAL  SAN ANTONIO (670054),FOUNDATION SURGICAL SAN ANTONIO (670054)
FOUNDATION SURGICAL OF SAN ANTONIO (670054),FOUNDATION SURGICAL SAN ANTONIO (670054)
FOUNDATIONS BEHAVIORAL HEALTH (394038),FOUNDATIONS BEHAVIORAL HEALTH (394038)
FOUNDATIONS BEHAVORIAL HEALTH (394038),FOUNDATIONS BEHAVORIAL HEALTH (394038)
FOUNDATION BEHAVORIAL HEALTH (394038),FOUNDATIONS BEHAVORIAL HEALTH (394038)
FOUNTAIN VALLEY REG MEDICAL CENTER (050570),FOUNTAIN VALLEY REG MEDICAL CENTER (050570)
FOUR COUNTY COUNSELING CENTER (154035),FOUR COUNTY COUNSELING CENTER (154035)
FOUR WINDS  INC. (334002),FOUR WINDS  INC. (334002)
FOUR WINDS OF SARATOGA  INC. (334049),FOUR WINDS OF SARATOGA  INC. (334049)
FRANCES MAHON DEACONESS HOSPITAL (271316),FRANCES MAHON DEACONESS HOSPITAL (271316)
FRANCISCAN BEACON HOSPITAL (150191),FRANCISCAN BEACON HOSPITAL (150191)
FRANCISCAN HEALTH CRAWFORDSVILLE (150022),FRANCISCAN HEALTH CRAWFORDSVILLE (150022)
FRANCISCAN HEALTH CROWN POINT (150126),FRANCISCAN HEALTH CROWN POINT (150126)
FRANCISCAN HEALTH HAMMOND (150004),FRANCISCAN HEALTH HAMMOND (150004)
FRANCISCAN HEALTH LAFAYETTE (150109),FRANCISCAN HEALTH LAFAYETTE (150109)
FRANCISCAN HEALTH MICHIGAN CITY (150015),FRANCISCAN HEALTH MICHIGAN CITY (150015)
FRANCISCAN HEALTH MOORESVILLE (150057),FRANCISCAN HEALTH MOORESVILLE (150057)
FRANCISCAN HEALTH MUNSTER (150165),FRANCISCAN HEALTH MUNSTER (150165)
FRANCISCAN HEALTH RENSSELAER (151324),FRANCISCAN HEALTH RENSSELAER (151324)
FRANCISCAN HEALTH- DYER (150090),FRANCISCAN HEALTH- DYER (150090)
FRANCISCAN HOSPITAL FOR CHILDREN (223300),FRANCISCAN HOSPITAL FOR CHILDREN (223300)
FRANCISCAN PHYSICIANS HOSPITAL (150165),FRANCISCAN PHYSICIANS HOSPITAL (150165)
FRANCISCAN SPECIALTY CARE (503026),FRANCISCAN SPECIALTY CARE (503026)
FRANCISCAN ST ANTHONY HEALTH-CR PT (150126),FRANCISCAN ST ANTHONY HEALTH-CR PT (150126)
FRANCISCAN ST ANTHONY-MICHIGAN CITY (150015),FRANCISCAN ST ANTHONY-MICHIGAN CITY (150015)
FRANCISCAN ST MARGARET-HAMMOND (150004),FRANCISCAN ST MARGARET-HAMMOND (150004)
FRANCISCAN ST. ELIZABETH HEALTH - CR (150022),FRANCISCAN ST. ELIZABETH HEALTH - CR (150022)
FRANCISCAN ST. JAMES HEALTH (140172),FRANCISCAN ST. JAMES HEALTH (140172)
FRANCISCAN ST. MARGARET HEALTH- DYER (150090),FRANCISCAN ST. MARGARET HEALTH- DYER (150090)
FRANK T RUTHERFORD MEMORIAL HOSPITAL (441307),FRANK T RUTHERFORD MEMORIAL HOSPITAL (441307)
FRANKFORT REGIONAL (180127),FRANKFORT REGIONAL MEDICAL CENTER (180127)
FRANKFORT REGIONAL MEDICAL CENTER (180127),FRANKFORT REGIONAL MEDICAL CENTER (180127)
FRANKLIN COUNTY HOSPITAL (251330),FRANKLIN COUNTY HOSPITAL (251330)
FRANKLIN COUNTY MEDICAL CENTER (131322),FRANKLIN COUNTY MEDICAL CENTER (131322)
FRANKLIN COUNTY MEMORIAL HOSPITAL (281311),FRANKLIN COUNTY MEMORIAL HOSPITAL (281311)
FRANKLIN FOUNDATION HOSPITAL (191310),FRANKLIN FOUNDATION HOSPITAL (191310)
FRANKLIN FOUNDATION HOSPITAL AMENDED (191310),FRANKLIN FOUNDATION HOSPITAL (191310)
FRANKLIN GENERAL HOSPITAL (161308),FRANKLIN GENERAL HOSPITAL (161308)
FRANKLIN HOSPITAL (141321),FRANKLIN HOSPITAL (141321)
FRANKLIN HOSPITAL (330372),FRANKLIN HOSPITAL (330372)
FRANKLIN MEDICAL CENTER (190140),FRANKLIN MEDICAL CENTER (190140)
FRANKLIN MEMORIAL HOSPITAL (200037),FRANKLIN MEMORIAL HOSPITAL (200037)
FRANKLIN REGIONAL HOSPITAL (301306),FRANKLIN REGIONAL HOSPITAL (301306)
FRANKLIN REGIONAL MEDICAL CENTER (340036),FRANKLIN REGIONAL MEDICAL CENTER (340036)
FRANKLIN SQUARE HOSPITAL (210015),FRANKLIN SQUARE HOSPITAL (210015)
FRANKLIN WOODS COMMUNITY HOSPITAL (440184),FRANKLIN WOODS COMMUNITY HOSPITAL (440184)
FREDERICK MEMORIAL HOSPITAL (210005),FREDERICK MEMORIAL HOSPITAL (210005)
FREDONIA REGIONAL HOSPITAL (171374),FREDONIA REGIONAL HOSPITAL (171374)
FF THOMPSON HOSPITAL (330074),FREDRICK FERRIS THOMPSON HOSPITAL (330074)
FREDRICK FERRIS THOMPSON HOSPITAL (330074),FREDRICK FERRIS THOMPSON HOSPITAL (330074)
FREEDOM BEHAVIORAL HOSPITAL OF CENTR (044023),FREEDOM BEHAVIORAL HOSPITAL OF CENTER (044023)
FREEDOM BEHAVIORAL HOSPITAL OF MONRO (194087),FREEDOM BEHAVIORAL HOSPITAL OF MONRO (194087)
FREEDOM BEHAVIORAL HOSPITAL OF TOPEK (174021),FREEDOM BEHAVIORAL HOSPITAL OF TOPEK (174021)
FREEDOM PAIN HOSPITAL (030135),FREEDOM PAIN HOSPITAL (030135)
FREEMAN MEDICAL CENTER (431313),FREEMAN MEDICAL CENTER (431313)
FREEMAN NEOSHO HOSPITAL (261331),FREEMAN NEOSHO HOSPITAL (261331)
FREEMAN OAK HILL HEALTH SYSTEM (260137),FREEMAN OAK HILL HEALTH SYSTEM (260137)
FREEMAN REGIONAL HEALTH SERVICES (431313),FREEMAN REGIONAL HEALTH SERVICES (431313)
FREESTONE MEDICAL CENTER (450658),FREESTONE MEDICAL CENTER (450658)
FREMONT AREA MEDICAL CENTER (280077),FREMONT AREA MEDICAL CENTER (280077)
FREMONT HEALTH (280077),FREMONT HEALTH (280077)
FREMONT HOSPITAL (054110),FREMONT HOSPITAL (054110)
FRENCH HOSPITAL MEDICAL CENTER (050232),FRENCH HOSPITAL MEDICAL CENTER (050232)
FRESNO HEART AND SURGICAL HOSPITAL (050732),FRESNO HEART AND SURGICAL HOSPITAL (050732)
FRESNO SURGICAL HOSPITAL (050708),FRESNO SURGICAL HOSPITAL (050708)
FRESNO SURGICAL  HOSPITAL (050708),FRESNO SURGICAL HOSPITAL (050708)
FRICK HOSPITAL (390217),FRICK HOSPITAL (390217)
FRIENDS BEHAVIORAL HEALTH SYSTEM (394008),FRIENDS BEHAVIORAL HEALTH SYSTEM (394008)
FRIO REGIONAL HOSPITAL (450293),FRIO REGIONAL HOSPITAL (450293)
FRIO REGIONAL HOSPITAL (451391),FRIO REGIONAL HOSPITAL (451391)
FRISBIE MEMORIAL HOSPITAL (300014),FRISBIE MEMORIAL HOSPITAL (300014)
FROEDTERT HLTH NEIGHORHOOD HOSP LLC (520213),FROEDTERT HLTH NEIGHORHOOD HOSP LLC (520213)
FROEDTERT MEM. LUTHERAN HOSPT. (520177),FROEDTERT MEM. LUTHERAN HOSPT. (520177)
FROEDTERT SOUTH (520021),FROEDTERT SOUTH (520021)
FRONTLINE HOSPITAL LLC (024001),FRONTLINE HOSPITAL LLC (024001)
FRYE REGIONAL MEDICAL CENTER (340116),FRYE REGIONAL MEDICAL CENTER (340116)
FT. LAUDERDALE HOSPITAL (104026),FT. LAUDERDALE HOSPITAL (104026)
FULLER MEMORIAL HOSPITAL (224021),FULLER MEMORIAL HOSPITAL (224021)
DR. SOLOMON CARTER FULLER MENTAL HL (224040),FULLER MENTAL HEALTH CENTER (224040)
FULLER MENTAL HEALTH CENTER (224040),FULLER MENTAL HEALTH CENTER (224040)
FULTON COUNTY HEALTH CENTER (361333),FULTON COUNTY HEALTH CENTER (361333)
FULTON COUNTY HOSPITAL (041322),FULTON COUNTY HOSPITAL (041322)
FULTON COUNTY MEDICAL CENTER (391303),FULTON COUNTY MEDICAL CENTER (391303)
FULTON MEDICAL CENTER (260209),FULTON MEDICAL CENTER (260209)
FULTON STATE HOSPITAL (264004),FULTON STATE HOSPITAL (264004)
FW HUSTON MEMORIAL HOSPITAL (171314),FW HUSTON MEMORIAL HOSPITAL (171314)
GEORGIA REGIONAL HOSPITAL@ SAVANNAH (114028),GA REGIONAL HOSPITAL AT SAVANNAH (114028)
GEORGIA REGIONAL HOSPITAL@SAVANNAH (114028),GA REGIONAL HOSPITAL AT SAVANNAH (114028)
GA REGIONAL HOSPITAL AT SAVANNAH (114028),GA REGIONAL HOSPITAL AT SAVANNAH (114028)
GADSDEN REGIONAL MEDICAL CENTER (010040),GADSDEN REGIONAL MEDICAL CENTER (010040)
GADSDEN REHABILITATION HOSPITAL (013032),GADSDEN REHABILITATION HOSPITAL (013032)
GALESBURG COTTAGE HOSPITAL (140040),GALESBURG COTTAGE HOSPITAL (140040)
GALICHIA HEART HOSPITAL (170192),GALICHIA HEART HOSPITAL (170192)
GALICHIA HEART HOSPITAL (170202),GALICHIA HEART HOSPITAL (170202)
GALION COMMUNITY HOSPITAL (361325),GALION COMMUNITY HOSPITAL (361325)
GALLUP INDIAN MEDICAL CENTER (320061),GALLUP INDIAN MEDICAL CENTER (320061)
GARDEN CITY HOSPITAL OSTEOPATHIC (230244),GARDEN CITY HOSPITAL OSTEOPATHIC (230244)
GARDEN COUNTY HEALTH SERVICES (281310),GARDEN COUNTY HEALTH SERVICES (281310)
GARDEN GROVE MEDICAL CENTER (050230),GARDEN GROVE MEDICAL CENTER (050230)
GARDEN GROVE HOSPITAL MEDICAL CENTER (050230),GARDEN GROVE MEDICAL CENTER (050230)
GARDEN PARK COMMUNITY HOSPITAL (250123),GARDEN PARK COMMUNITY HOSPITAL (250123)
GARFIELD CO. HEALTH CENTER (271310),GARFIELD CO. HEALTH CENTER (271310)
GARFIELD MEDICAL CENTER (050737),GARFIELD MEDICAL CENTER (050737)
GARFIELD MEMORIAL HOSPITAL (460033),GARFIELD MEMORIAL HOSPITAL (460033)
GARFIELD MEMORIAL HOSPITAL (461333),GARFIELD MEMORIAL HOSPITAL (461333)
GARFIELD MEMORIAL HOSPITAL (501301),GARFIELD MEMORIAL HOSPITAL (501301)
GARFIELD PARK HOSPITAL  LLC (144039),GARFIELD PARK HOSPITAL (144039)
GARFIELD PARK HOSPITAL (144039),GARFIELD PARK HOSPITAL (144039)
GARLAND BEHAVIORAL HOSPITAL (454138),GARLAND BEHAVIORAL HOSPITAL (454138)
GARLAND BEHARIORAL HOSPITAL (454138),GARLAND BEHAVIORAL HOSPITAL (454138)
GARLAND BEHVIROAL HOSPITAL (454138),GARLAND BEHAVIORAL HOSPITAL (454138)
GARNET HEALTH MEDICAL CENTER - CATSK (330386),GARNET HEALTH MEDICAL CENTER - CATSK (330386)
GARNET HEALTH MEDICAL CENTER - CATSK (331303),GARNET HEALTH MEDICAL CENTER - CATSK (331303)
GARNET HEALTH MEDICAL CENTER (330126),GARNET HEALTH MEDICAL CENTER (330126)
GARRETT COUNTY MEMORIAL HOSPITAL (210017),GARRETT COUNTY MEMORIAL HOSPITAL (210017)
GARRISON MEMORIAL HOSPITAL (351303),GARRISON MEMORIAL HOSPITAL (351303)
GASTON MEMORIAL HOSPITAL (340032),GASTON MEMORIAL HOSPITAL (340032)
GATEWAY HEALTH SYSTEM (440035),GATEWAY HEALTH SYSTEM (440035)
GATEWAY REGIONAL (140125),GATEWAY REGIONAL (140125)
GATEWAY REHAB AT FLORENCE (183030),GATEWAY REHAB AT FLORENCE (183030)
GATEWAYS HOSPITAL (054028),GATEWAYS HOSPITAL (054028)
GATEWAYS HOSPITAL & MENTAL HEALTH (054028),GATEWAYS HOSPITAL AND MENTAL HEALTH (054028)
GATEWAYS HOSPITAL AND MENTAL HEALTH (054028),GATEWAYS HOSPITAL AND MENTAL HEALTH (054028)
GATEWAY HOSPITAL (054028),GATEWAYS HOSPITAL AND MENTAL HEALTH (054028)
GAYLORD HOSPITAL (072003),GAYLORD HOSPITAL (072003)
GAYLORD HOSPITAL  INC (072003),GAYLORD HOSPITAL (072003)
GBH - YOUNGSTOWN (364060),GBH - YOUNGSTOWN (364060)
GEARY COMMUNITY HOSPITAL (170074),GEARY COMMUNITY HOSPITAL (170074)
GEISINGER BLOOMSBURG HOSPITAL (390003),GEISINGER BLOOMSBURG HOSPITAL (390003)
GEISINGER ENCOMPASS HEALTH REHABILIT (393047),GEISINGER ENCOMPASS HEALTH REHABILIT (393047)
GEISINGER HEALTHSOUTH REHABILITATION (393047),GEISINGER HEALTHSOUTH REHABILITATION (393047)
GEISINGER-LEWISTOWN HOSPITAL (390048),GEISINGER LEWISTOWN HOSPITAL (390048)
GEISINGER LEWISTOWN HOSPITAL (390048),GEISINGER LEWISTOWN HOSPITAL (390048)
GEISINGER MEDICAL CENTER (390006),GEISINGER MEDICAL CENTER (390006)
GEISINGER REHAB HOSPITAL (393047),GEISINGER REHAB HOSPITAL (393047)
GEISINGER STLUKES (390332),GEISINGER STLUKES (390332)
GEISINGER WYOMING VALLEY MED CTR (390270),GEISINGER WYOMING VALLEY MED CTR (390270)
GBH - GENEVA (364054),GENERATIONS BEHAVORIAL HEALTH- GENEV (364054)
GENERATIONS BEHAVORIAL HEALTH- GENEV (364054),GENERATIONS BEHAVORIAL HEALTH- GENEV (364054)
GENESIS BEHAVIORAL HOSPITAL INC (194089),GENESIS BEHAVIORAL HOSPITAL INC (194089)
GENESIS BEHAVIORAL HOSPITAL  INC (194089),GENESIS BEHAVIORAL HOSPITAL INC (194089)
GENESIS HEALTHCARE SYSTEM (360039),GENESIS HEALTHCARE SYSTEM (360039)
GENESIS MEDICAL CENTER - ALEDO (141304),GENESIS MEDICAL CENTER - ALEDO (141304)
GENESIS MEDICAL CENTER - DAVENPORT (160033),GENESIS MEDICAL CENTER - DAVENPORT (160033)
GENESIS MEDICAL CENTER - DEWITT (161313),GENESIS MEDICAL CENTER - DEWITT (161313)
GENESIS MEDICAL CENTER - SILVIS (140275),GENESIS MEDICAL CENTER - SILVIS (140275)
GENESIS MEDICAL CENTER (160033),GENESIS MEDICAL CENTER (160033)
GENESYS REGIONAL MEDICAL CTR. (230197),GENESYS REGIONAL MEDICAL CTR. (230197)
GENEVA GENERAL HOSPITAL (330058),GENEVA GENERAL HOSPITAL (330058)
GENOA COMMUNITY HOSPITAL (281312),GENOA COMMUNITY HOSPITAL (281312)
GEORGE COUNTY HOSPITAL (250036),GEORGE COUNTY HOSPITAL (250036)
GEROGE E. WEEMS MEMORIAL HOSPITAL (101305),GEORGE E. WEEMS MEMORIAL HOSPITAL (101305)
GEORGE E WEEMS MEMORIAL HOSP (101305),GEORGE E. WEEMS MEMORIAL HOSPITAL (101305)
GEORGE E. WEEMS MEMORIAL HOSPITAL (101305),GEORGE E. WEEMS MEMORIAL HOSPITAL (101305)
GEORGE H. LANIER HOSPITAL (010025),GEORGE H. LANIER HOSPITAL (010025)
GEORGE NIGH LONG TERM ACUTE CARE HOS (372023),GEORGE NIGH LONG TERM ACUTE CARE HOS (372023)
GEORGE NIGH REHABILITATION INSTITUTE (373026),GEORGE NIGH REHABILITATION INSTITUTE (373026)
GEORGE WASHINGTON UNIV HOSPITAL (090001),GEORGE WASHINGTON UNIV HOSPITAL (090001)
GEORGETOWN BEHAVIORAL HEALTH (454129),GEORGETOWN BEHAVIORAL HEALTH INSTITU (454129)
GEORGETOWN BEHAVIORAL HEALTH INSTITU (454129),GEORGETOWN BEHAVIORAL HEALTH INSTITU (454129)
GEORGETOWN BEHAVIORAL HOSPITAL (364063),GEORGETOWN BEHAVIORAL HOSPITAL (364063)
GEORGETOWN COMMUNITY HOSPITAL (180101),GEORGETOWN COMMUNITY HOSPITAL (180101)
GEORGETOWN MEMORIAL HOSPITAL (420020),GEORGETOWN MEMORIAL HOSPITAL (420020)
GEORGETOWN UNIVERSITY HOSPITAL (090004),GEORGETOWN UNIVERSITY HOSPITAL (090004)
GEORGIA REGIONAL HOSPITAL ATLANTA (114019),GEORGIA REGIONAL HOSPITAL ATLANTA (114019)
GEORGIA REHABILITATION HOSPITAL (113026),GEORGIA REHABILITATION HOSPITAL (113026)
GEORGIANA HOSPITAL (010047),GEORGIANA HOSPITAL (010047)
GERALD CHAMPION REGIONAL MEDICAL CTR (320004),GERALD CHAMPION REGIONAL MEDICAL CTR (320004)
GERMANTOWN (440147),GERMANTOWN (440147)
GETTYSBURG MEDICAL CENTER (431302),GETTYSBURG MEDICAL CENTER (431302)
GETTSYBURG MEDICAL CENTER (431302),GETTYSBURG MEDICAL CENTER (431302)
GHS GREENVILLE MEMORIAL HOSPITAL (420078),GHS GREENVILLE MEMORIAL HOSPITAL (420078)
GHS GREER MEMORIAL HOSPITAL (420033),GHS GREER MEMORIAL HOSPITAL (420033)
GHS HILLCREST MEMORIAL HOSPITAL (420037),GHS HILLCREST MEMORIAL HOSPITAL (420037)
GHS LAURENS COUNTY MEMORIAL HOSPITAL (420038),GHS LAURENS COUNTY MEMORIAL HOSPITAL (420038)
GHS PATEWOOD MEMORIAL HOSPITAL (420102),GHS PATEWOOD MEMORIAL HOSPITAL (420102)
GIBSON AREA HOSPITAL AND HEALTH SVCS (141317),GIBSON AREA HOSPITAL AND HEALTH SVCS (141317)
GIBSON GENERAL HOSPITAL (151319),GIBSON GENERAL HOSPITAL (151319)
GIBSON GENERAL HOSPITAL (440047),GIBSON GENERAL HOSPITAL (440047)
GIFFORD MEDICAL CENTER (471301),GIFFORD MEDICAL CENTER (471301)
GILA REGIONAL MEDICAL CENTER (320016),GILA REGIONAL MEDICAL CENTER (320016)
GILA REGIONAL MEDICAL CENTER (321311),GILA REGIONAL MEDICAL CENTER (321311)
GILBERT HOSPITAL (030120),GILBERT HOSPITAL (030120)
GILLETTE CHILDRENS SPECIALTY HEALTH (243300),GILLETTE CHILDRENS SPECIALTY HEALTH (243300)
GILMORE MEMORIAL HOSPITAL (250025),GILMORE MEMORIAL HOSPITAL (250025)
GILMORE MEMORIAL REGIONAL MEDICAL CE (250025),GILMORE MEMORIAL REGIONAL MEDICAL CE (250025)
GLACIAL RIDGE HOSPITAL (241376),GLACIAL RIDGE HOSPITAL (241376)
GLEN COVE HOSPITAL (330181),GLEN COVE HOSPITAL (330181)
GLEN OAKS HOSPITAL (454050),GLEN OAKS HOSPITAL (454050)
GLEN ROSE MEDICAL CENTER (450451),GLEN ROSE MEDICAL CENTER (450451)
GLENBEIGH HEALTH SOURCES (360245),GLENBEIGH HEALTH SOURCES (360245)
GLENCOE REGIONAL HEALTH SERVICES (241355),GLENCOE REGIONAL HEALTH SERVICES (241355)
GLENDALE ADVENTIST MEDICAL CENTER (050239),GLENDALE ADVENTIST MEDICAL CENTER (050239)
GLENDALE MEMORIAL HOSPITAL & HLTH CT (050058),GLENDALE MEMORIAL HOSPITAL & HLTH CT (050058)
GLENDIVE MEDICAL CENTER INC (271332),GLENDIVE MEDICAL CENTER (271332)
GLENDIVE MEDICAL CENTER (271332),GLENDIVE MEDICAL CENTER (271332)
GLENDORA COMMUNITY HOSPITAL (050205),GLENDORA COMMUNITY HOSPITAL (050205)
GLENDORA HOSPITAL (054157),GLENDORA HOSPITAL (054157)
GLENDORA OAKS BEHAVIORAL HEALTH HOSP (054157),GLENDORA OAKS BEHAVIORAL HEALTH HOSP (054157)
GLENMONT (361991),GLENMONT (361991)
GLENN MEDICAL CENTER (051306),GLENN MEDICAL CENTER (051306)
GLENS FALLS HOSPITAL (330191),GLENS FALLS HOSPITAL (330191)
GLENS FALLS HOPSITAL (330191),GLENS FALLS HOSPITAL (330191)
GLENWOOD BEHAVIORAL HEALTH HOSPITAL (364065),GLENWOOD BEHAVIORAL HEALTH HOSPITAL (364065)
GLENWOOD REGIONAL MEDICAL CENTER (190160),GLENWOOD REGIONAL MEDICAL CENTER (190160)
GLOBAL REHAB FORT WORTH (673035),GLOBAL REHAB FORT WORTH (673035)
GLOBAL REHAB HOSPITAL-DALLAS (673033),GLOBAL REHAB HOSPITAL-DALLAS (673033)
GLOBAL REHABILITAION SAN ANT (673040),GLOBAL REHABILITAION SAN ANT (673040)
GLOBAL REHABILITATION SAN ANTONIO (673040),GLOBAL REHABILITATION SAN ANTONIO (673040)
GLS - MUSKEGON (232021),GLS - MUSKEGON (232021)
GLSH OAK  LLC. (232026),GLSH OAK  LLC (232026)
GLSH OAK  LLC (232026),GLSH OAK  LLC (232026)
GMC - ILLINI (140275),GMC - ILLINI (140275)
GNADEN HUETTEN MEMORIAL HOSPITAL (390194),GNADEN HUETTEN MEMORIAL HOSPITAL (390194)
GOLDEN PLAINS COMMUNITY HOSPITAL (451369),GOLDEN PLAINS COMMUNITY HOSPITAL (451369)
GOLDEN VALLEY MEMORIAL HOSPITAL (260175),GOLDEN VALLEY MEMORIAL HOSPITAL (260175)
GOLDWATER MEMORIAL HOSPITAL (332008),GOLDWATER MEMORIAL HOSPITAL (332008)
GOLETA VALLEY COTTAGE HOSPITAL (050357),GOLETA VALLEY COTTAGE HOSPITAL (050357)
GONZALES HEALTHCARE SYSTEMS (450235),GONZALES HEALTHCARE SYSTEMS (450235)
GOOD HOPE HOSPITAL INC (344029),GOOD HOPE HOSPITAL INC (344029)
GOOD SAMARITAN HEALTH CTR OF MER  WI (521339),GOOD SAMARITAN HEALTH CTR OF MER  WI (521339)
GOOD SAMARITAN HOSPITAL (050257),GOOD SAMARITAN HOSPITAL (050257)
GOOD SAMARITAN (050257),GOOD SAMARITAN HOSPITAL (050257)
GOOD SAMARITAN HOSPITAL (050380),GOOD SAMARITAN HOSPITAL (050380)
GOOD SAMARITAN HOSPITAL (050471),GOOD SAMARITAN HOSPITAL (050471)
GOOD SAMARITAN HOSPITAL (100287),GOOD SAMARITAN HOSPITAL (100287)
GOOD SAMARITAN HOSPITAL (150042),GOOD SAMARITAN HOSPITAL (150042)
GOOD SAMARITAN HOSPITAL (210056),GOOD SAMARITAN HOSPITAL (210056)
GOOD SAMARITAN HOSPITAL (220111),GOOD SAMARITAN HOSPITAL (220111)
GOOD SAMARITAN HOSPITAL (280009),GOOD SAMARITAN HOSPITAL (280009)
GOOD SAMARITAN HOSPITAL (330158),GOOD SAMARITAN HOSPITAL (330158)
GOOD SAMARITAN HOSPITAL (330286),GOOD SAMARITAN HOSPITAL (330286)
GOOD SAMARITAN HOSPITAL (360052),GOOD SAMARITAN HOSPITAL (360052)
GOOD SAMARITAN HOSPITAL (360134),GOOD SAMARITAN HOSPITAL (360134)
GOOD SAMARITAN HOSPITAL (500079),GOOD SAMARITAN HOSPITAL (500079)
GOOD SAMARITAN HOSPITAL CORVALLIS (380014),GOOD SAMARITAN HOSPITAL CORVALLIS (380014)
GOOD SAMARITAN HOSPITAL-BAKERSFIELD (050257),GOOD SAMARITAN HOSPITAL-BAKERSFIELD (050257)
GOOD SAMARITAN HOSPITAL- BAKERSFIELD (050257),GOOD SAMARITAN HOSPITAL-BAKERSFIELD (050257)
GOOD SAMARITAN HOSPITAL BAKERSFIELD (050257),GOOD SAMARITAN HOSPITAL-BAKERSFIELD (050257)
GOOD SAMARITAN MEDICAL CENTER (220111),GOOD SAMARITAN MEDICAL CENTER (220111)
GOOD SAMARITAN MEDICAL CTR (060116),GOOD SAMARITAN MEDICAL CTR (060116)
GOOD SAMARITAN REGIONAL HEALTH CTR. (140046),GOOD SAMARITAN REGIONAL HEALTH CTR. (140046)
GOOD SHEPHERD HOSPITAL (140291),GOOD SHEPHERD HOSPITAL (140291)
GOOD SHEPHERD MED. CTR. - LINDEN (451302),GOOD SHEPHERD MED. CTR. - LINDEN (451302)
GOOD SHEPHERD MEDICAL CENTER (381325),GOOD SHEPHERD MEDICAL CENTER (381325)
GOOD SHEPHERD MEDICAL CENTER (450032),GOOD SHEPHERD MEDICAL CENTER (450032)
GOOD SHEPHERD MEDICAL CTR - MARSHALL (450032),GOOD SHEPHERD MEDICAL CENTER (450032)
GOOD SHEPHERD MEDICAL CENTER-MARSHAL (450032),GOOD SHEPHERD MEDICAL CENTER (450032)
GOOD SHEPHERD MEDICAL CENTER (450037),GOOD SHEPHERD MEDICAL CENTER (450037)
GOOD SHEPHERD PENN PARTNERS (392050),GOOD SHEPHERD PENN PARTNERS (392050)
GOOD SHEPHERD REHABILITATION HOSPITA (393035),GOOD SHEPHERD REHABILITATION HOSPITA (393035)
GOOD SHEPHERD SPECIALTY HOSPITAL (392033),GOOD SHEPHERD SPECIALTY HOSPITAL (392033)
GOODALL-WITCHER HOSPITAL AUTHORITY (450052),GOODALL-WITCHER HOSPITAL AUTHORITY (450052)
GOODALL-WITCHER HOSPITAL AUTHORITY (451385),GOODALL-WITCHER HOSPITAL AUTHORITY (451385)
GOODALL-WITCHER HOSPITAL FOUNDATION (450052),GOODALL-WITCHER HOSPITAL FOUNDATION (450052)
GOODLAND REGIONAL MEDICAL CENTER (171370),GOODLAND REGIONAL MEDICAL CENTER (171370)
GORDON HOSPITAL (110023),GORDON HOSPITAL (110023)
GORDON MEMORIAL HOSPITAL DISTRICT (281358),GORDON MEMORIAL HOSPITAL DISTRICT (281358)
GOSHEN HOSPITAL (150026),GOSHEN HOSPITAL (150026)
GOTHENBURG MEMORIAL HOSP (281313),GOTHENBURG MEMORIAL HOSP (281313)
GOTTLIEB MEMORIAL HOSPITAL (140008),GOTTLIEB MEMORIAL HOSPITAL (140008)
GOUVERNEUR HOSPITAL (331315),GOUVERNEUR HOSPITAL (331315)
GOV. JUAN F. LUIS HOSPITAL (480002),GOV. JUAN F. LUIS HOSPITAL (480002)
GOVE COUNTY MEDICAL CENTER (171367),GOVE COUNTY MEDICAL CENTER (171367)
GRACE COTTAGE HOSPITAL (471300),GRACE COTTAGE HOSPITAL (471300)
GRACE HOSPITAL (340075),GRACE HOSPITAL (340075)
GRACE HOSPITAL (362015),GRACE HOSPITAL (362015)
GRACE MEDICAL CENTER (450162),GRACE MEDICAL CENTER (450162)
GRACEVILLE HEALTH CENTER (241321),GRACEVILLE HEALTH CENTER (241321)
GRADY GENERAL HOSPITAL (110121),GRADY GENERAL HOSPITAL (110121)
