FY 2019 IPPS Impact File -  Correction Notice (September 2018)																																																									
Provider Number	Name	Geographic Labor Market Area	Pre-Reclass Labor Market Area	Post Reclass Labor Market Area	Payment Labor Market Area (for purposes of Capital and DSH)	SSA County Code	FIPS County Code	Region	URGEO	URSPA	RECLASS	FY 2019 Wage Index	LUGAR	Section 401 Hospital	Section 401 or LUGAR Hospitals with a MGCRB Wage Index Reclass	Section 505 Eligible	Section 505 Adjustment	Cost of Living Adjustment	Resident to Bed Ratio	RDAY	Beds	Average Daily Census	TCHOP	TCHCP	DSHPCT	DSHOPP	DSHCPP	DSH_LY	UCP_ADJ	UCP Per Claim Amount	UCP_ADJ_LY	UCP Per Claim Amount LY	Operating CCR	Capital CCR	Provider Type	HSP Rate	Bills	CASETA35	CMIV35	TACMIV35	IME_CASETA35	IME_TACMIV35	CASETA36	CMIV36	TACMIV36	IME_CASETA36	IME_TACMIV36	GAF	Capital Cost of Living Adjustment	OUT19F	COUT19F	Medicare Percentage	Low Volume Hospital Adjustment	Proxy Value Based Purchasing Adjustment Factor	Proxy Readmission Adjustment Factor	Proxy Quality Reduction	Proxy EHR Reduction
060114	Parker Adventist Hospital	19740	19740	19740	19740	6170	08035	8	lurban	lurban	N	1.005						1	0	0	158	81	0	0	0.2156	0.01751	0.04463	0.01751	0.000161	710.11	0.000117	443.07	0.206	0.025	0		1929	1887.47	1.9166	1.9064			1892.65	1.9021	1.8909			1.0034	1	0.06843	0.1402	0.252	1	1.00814	0.99	0	0
060116	Good Samaritan Medical Center	14500	14500	14500	14500	6060	08013	8	ourban	ourban	N	1.0206				YES	0.0032	1	0	0	215	126	0	0	0.1241	0	0.02545	0		0		0	0.189	0.021	0		1262	1226.34	1.8116	1.7965			1230.45	1.8128	1.7973			1.0141	1	0.05167	0.09295	0.099	1	1.00432	1.00	0	0
060117	"Animas Surgical Hospital, Llc"	6	6	6	6	6330	08067	8	rural	rural	N	0.9937						1	0	0	12	2	0	0	0.0445	0	0	0		0		0	0.317	0.039	0		283	271.62	2.0891	2.0896			276.73	2.0309	2.031			0.9957	1	0.01527	0.0315	0.572	1	1	1.00	0	0
060118	St Anthony Summit Medical Center	6	6	19740	6	6580	08117	8	rural	rural	W	1.005						1	0	0	34	8	0	0	0.2885	0.03	0	0.03		0	0.000031	1157.25	0.304	0.034	0		244	237.12	1.513	1.5099			238.11	1.4975	1.4951			1.0034	1	0.03212	0.06258	0.15	1.1975	1.02237	0.99	0	0
060119	Medical Center Of The Rockies	22660	22660	22660	22660	6340	08069	8	ourban	ourban	N	0.9937						1	0	0	155	114	0	0	0.1795	0.01104	0.03702	0.01104	0.000261	506.38	0.000166	292.02	0.236	0.021	0		4641	4551.85	2.2548	2.2347			4559.4	2.251	2.2315			0.9957	1	0.06672	0.08444	0.397	1	1.00175	1.00	0	0
060124	Orthocolorado Hospital At St Anthony Med Campus	19740	19740	19740	19740	6290	08059	8	lurban	lurban	N	1.005						1	0	0	48	14	0	0	0.0142	0	0	0		0		0	0.153	0.031	0		932	910.91	2.7534	2.7405			915.53	2.7095	2.6932			1.0034	1	0.00989	0.05281	0.307	1	1	1.00	0	0
060125	Castle Rock Adventist Hospital	19740	19740	19740	19740	6170	08035	8	lurban	lurban	N	1.005						1	0	0	53	21	0	0	0.1799	0.01111	0	0.01111	0.000064	802.91		0	0.234	0.04	0		712	695.45	1.6239	1.6216			697.76	1.6167	1.6143			1.0034	1	0.04928	0.19347	0.218	1	0.99459	0.99	0	0
060126	Banner Fort Collins Medical Center	22660	22660	22660	22660	6340	08069	8	ourban	ourban	N	0.9937						1	0	0	22	4	0	0	0.3986	0.03	0	0.03	0.000035	3203.06		0	0.512	0.023	0		140	135.48	1.789	1.7921			135.82	1.7849	1.7881			0.9957	1	0.16523	0.04324	0.116	1	1.01563	1.00	0	0
060127	Scl Health Community Hospital- Northglenn	19740	19740	19740	19740	6000	08001	8	lurban	lurban	N	1.005						1	0		8	0	0	0.52699	0	0	0	0		0		0	0.202	0.021	0		10	9.15	1.2683	1.2472			9.15	1.255	1.2314			1.0034	1	0	0		1	1	1.00	0	0
070002	St Francis Hospital & Medical Center	25540	25540	35300	7	7010	09003	1	ourban	rural	S	1.2575		YES	YES			1	0.2683	0.4082	503	356	0.13641	0.12209	0.2872	0.03227	0	0.03227	0.000491	411.3	0.000735	513.44	0.297	0.018	7		9955	9759.56	1.798	1.7862	2644.87	1.899	9775.36	1.7993	1.7864	2655.35	1.9072	1.1699	1	0.02623	0.01265	0.388	1	1.00323	1.00	0	0
070003	Day Kimball Hospital	49340	49340	49340	49340	7070	09015	1	ourban	ourban	N	1.2575						1	0	0	98	38	0	0	0.3205	0.03	0	0.03	0.000072	421.33	0.000088	420.21	0.457	0.025	0		1388	1362.28	1.1827	1.1731			1365.41	1.1807	1.1722			1.1699	1	0.00143	0.00019	0.364	1	1.00041	1.00	0	0
070004	Sharon Hospital	7	7	7	7	7020	09005	1	rural	rural	N	1.2592				YES	0.0017	1	0	0	66	19	0	0	0.1848	0.01191	0	0.01191		0		0	0.396	0.029	16	8850.7	853	822.43	1.2571	1.2447			823.27	1.2684	1.2509			1.171	1	0.00147	0.00098	0.556	1.14462	1.0137	1.00	0	0
070005	Waterbury Hospital	35300	35300	35004	35300	7040	09009	1	ourban	ourban	W	1.3348						1	0.2186	0.3593	216	115	0.11254	0.10671	0.3064	0.03623	0.06401	0.03623	0.000163	346.99	0.000245	415.76	0.239	0.003	0		3753	3640.82	1.541	1.5351	914.39	1.5229	3648.72	1.5446	1.5377	915.98	1.5288	1.2187	1	0.01237	0	0.444	1	0.99035	0.99	0	0
070006	Stamford Hospital	14860	14860	14860	14860	7000	09001	1	ourban	ourban	N	1.2684				YES	0.0024	1	0.1909	0.3866	263	148	0.09898	0.11527	0.2795	0.03068	0.05823	0.03068	0.00041	865.89	0.000449	779.69	0.254	0.023	0		3922	3834.75	1.7104	1.6993	651.32	1.7634	3840.59	1.7181	1.7071	651.8	1.7721	1.1768	1	0.04783	0.05828	0.363	1	0.99536	1.00	0	0
070007	Lawrence & Memorial Hospital	35980	35980	35004	7	7050	09011	1	ourban	rural	S	1.3348		YES	YES			1	0.0046	0.006	200	133	0.00251	0.00169	0.285	0.03182	0	0.03182	0.000264	449.5	0.000335	468.33	0.454	0.035	7		4894	4805.96	1.565	1.5579	694.63	1.6353	4814.41	1.5613	1.554	695.34	1.6472	1.2187	1	0.01912	0.01694	0.44	1	1.00112	1.00	0	0
070008	Johnson Memorial Hospital	25540	25540	25540	25540	7060	09013	1	lurban	lurban	N	1.2575						1	0	0	81	30	0	0	0.1873	0.01231	0	0.01231	0.000046	424.36	0.00005	347.47	0.462	0.043	0		841	826.17	1.3268	1.3203			827.56	1.3166	1.311			1.1699	1	0.01009	0.01266	0.488	1	1.00402	0.99	0	0
070010	Bridgeport Hospital	14860	14860	14860	14860	7000	09001	1	ourban	ourban	N	1.2684				YES	0.0024	1	0.3017	0.4207	322	251	0.15214	0.12606	0.3845	0.05234	0.08097	0.05234	0.000623	954.18	0.000795	1079.16	0.243	0.024	0		5661	5546.87	1.7262	1.7147	1894.58	1.7796	5562.49	1.7126	1.7012	1898.44	1.7712	1.1768	1	0.03557	0.05006	0.333	1	1.00295	0.99	0	0
070011	Charlotte Hungerford Hospital	7	7	7	7	7020	09005	1	rural	rural	N	1.2592				YES	0.0017	1	0	0	91	59	0	0	0.1952	0.0136	0	0.0136	0.000082	279.47	0.000095	252.08	0.403	0.03	0		2314	2240.18	1.4176	1.4067			2244.39	1.4321	1.4194			1.171	1	0.0062	0.0051	0.554	1	0.99502	0.99	0	0
070012	Rockville General Hospital	25540	25540	25540	25540	7060	09013	1	lurban	lurban	N	1.2575						1	0.0124	0	102	27	0.00675	0	0.1812	0.01132	0.03737	0.01132	0.000089	749.26		0	0.271	0.018	0		1012	981.58	1.417	1.4065	3.77	1.016	985.17	1.4129	1.4023	3.74	1.0349	1.1699	1	0.0168	0.01148	0.523	1	1.00032	0.99	0	0
070016	Saint Mary'S Hospital	35300	35300	35004	35300	7040	09009	1	ourban	ourban	W	1.3348						1	0.2876	0.4178	144	112	0.14553	0.12514	0.3017	0.03526	0.063	0.03526	0.000184	392.47	0.000276	488.94	0.365	0.02	0		3917	3822.71	1.5877	1.5743	933.62	1.6097	3830.8	1.5931	1.5791	935.42	1.6216	1.2187	1	0.01799	0.00388	0.421	1	0.99453	1.00	0	0
070017	Midstate Medical Center	35300	35300	35004	35300	7040	09009	1	ourban	ourban	W	1.3348						1	0	0	124	92	0	0	0.2552	0.02567	0.05304	0.02567	0.000206	570.34	0.000218	469.21	0.38	0.028	0		2809	2716.62	1.64	1.617			2731.79	1.6282	1.6064			1.2187	1	0.00911	0.00656	0.439	1	0.99756	0.99	0	0
070018	Greenwich Hospital Association -	14860	14860	14860	14860	7000	09001	1	ourban	ourban	N	1.2684				YES	0.0024	1	0.1267	0.1761	184	123	0.06682	0.05095	0.0937	0	0.01916	0		0		0	0.273	0.024	0		3869	3804.9	1.6676	1.6624	478.1	1.6729	3811.57	1.661	1.6557	478.91	1.6688	1.1768	1	0.03435	0.03895	0.382	1	1.00098	0.99	0	0
070019	"Milford Hospital, Inc"	35300	35300	35004	35300	7040	09009	1	ourban	ourban	W	1.3348						1	0	0	106	33	0	0	0.1103	0	0.02259	0		0		0	0.346	0.012	0		1126	1097.98	1.5949	1.5866			1102.42	1.583	1.5758			1.2187	1	0.0314	0.0025	0.458	1	1.00768	0.99	0	0
070020	Middlesex Hospital	25540	25540	35300	25540	7030	09007	1	lurban	lurban	W	1.2575						1	0.0802	0.1278	209	126	0.04285	0.03672	0.1904	0.01282	0.03931	0.01282	0.000261	416.85	0.000235	299.08	0.29	0.023	0		5240	5074.4	1.467	1.4567	1196.2	1.5558	5086.18	1.4747	1.4648	1198.48	1.5623	1.1699	1	0.02777	0.02538	0.493	1	1.00121	1.00	0	0
070021	Windham Comm Mem Hosp & Hatch Hosp	49340	49340	7	7	7070	09015	1	ourban	rural	S	1.2575		YES				1	0	0	79	32	0	0	0.2264	0.01973	0	0.01973	0.000186	1294.91	0.000137	729.13	0.701	0.078	15	9906.21	1196	1152.39	1.4981	1.4802			1159.56	1.4687	1.4509			1.1699	1	0.01407	0.02945	0.539	1.09364	1.00658	1.00	0	0
070022	Yale-New Haven Hospital	35300	35300	35004	7	7040	09009	1	ourban	rural	S	1.3348		YES	YES			1	0.5264	0.6457	1266	1022	0.25221	0.19987	0.3423	0.04364	0	0.04364	0.001726	741.04	0.002718	946	0.259	0.012	7		19132	18675.1	1.9439	1.9349	5161.95	1.9873	18714.2	1.9484	1.9397	5171.36	1.998	1.2187	1	0.08571	0.02557	0.291	1	0.99773	0.98	0	0
070024	William W Backus Hospital	35980	35980	35004	7	7050	09011	1	ourban	rural	S	1.3348		YES	YES			1	0	0	165	112	0	0	0.2528	0.02518	0	0.02518	0.000183	399.77	0.000283	490.61	0.472	0.031	7		3637	3561.49	1.6531	1.6419			3572.5	1.6438	1.6352			1.2187	1	0.01669	0.00901	0.486	1	1.00649	1.00	0	0
070025	Hartford Hospital	25540	25540	25540	25540	7010	09003	1	lurban	lurban	N	1.2575						1	0.3587	0.4372	662	529	0.17844	0.13131	0.2891	0.03266	0.06029	0.03266	0.00076	491.71	0.001065	563.94	0.295	0.012	0		12850	12611.6	2.0405	2.0308	3270.03	2.0552	12637	2.0336	2.0237	3276.13	2.0638	1.1699	1	0.03841	0.00581	0.37	1	0.99296	0.99	0	0
070027	Manchester Memorial Hospital	25540	25540	25540	25540	7010	09003	1	lurban	lurban	N	1.2575						1	0.2096	0.1747	132	70	0.10815	0.05054	0.2458	0.02373	0.05103	0.02373	0.000229	816.52	0.000168	483.86	0.257	0.016	0		2448	2387.23	1.4898	1.484	741.5	1.4792	2394.59	1.4937	1.4886	742.86	1.4925	1.1699	1	0.01671	0.01019	0.384	1	0.99917	0.99	0	0
070028	St Vincent'S Medical Center	14860	14860	14860	14860	7000	09001	1	ourban	ourban	N	1.2684				YES	0.0024	1	0.204	0.2438	265	198	0.10542	0.07122	0.2138	0.01713	0.04425	0.01713	0.000485	829.21	0.000469	621.32	0.249	0.018	0		4567	4451.54	1.7864	1.7776	1353.48	1.9005	4462.67	1.7899	1.7813	1356.22	1.9083	1.1768	1	0.0337	0.02584	0.378	1	0.99161	0.99	0	0
070029	Bristol Hospital	25540	25540	25540	25540	7010	09003	1	lurban	lurban	N	1.2575						1	0	0	114	57	0	0	0.2285	0.02017	0.04736	0.02017	0.000096	373.19	0.000124	373.71	0.31	0.022	0		2021	1972.56	1.3996	1.387			1976.75	1.404	1.3905			1.1699	1	0.00407	0.00251	0.426	1	1.00556	0.99	0	0
070031	Griffin Hospital	35300	35300	35004	35300	7040	09009	1	ourban	ourban	W	1.3348						1	0.2681	0.4406	101	67	0.13632	0.1324	0.2111	0.01658	0.04367	0.01658	0.000068	257.73	0.000102	314.4	0.276	0.012	0		2177	2130.21	1.4417	1.431	731.4	1.4803	2138.02	1.4388	1.4286	734	1.4811	1.2187	1	0.02472	0.0046	0.391	1	1.00226	1.00	0	0
070033	Danbury Hospital	14860	14860	14860	14860	7000	09001	1	ourban	ourban	N	1.2684				YES	0.0024	1	0.2054	0.35	381	242	0.1061	0.10381	0.1884	0.01249	0.03889	0.01249	0.000413	424.8	0.000424	371.84	0.337	0.035	0		7901	7807.09	1.5899	1.5845	1222.83	1.6394	7816.69	1.5906	1.5855	1223.94	1.6434	1.1768	1	0.03796	0.05655	0.476	1	0.99973	0.99	0	0
070034	Norwalk Hospital Association	14860	14860	14860	14860	7000	09001	1	ourban	ourban	N	1.2684				YES	0.0024	1	0.1916	0.3961	272	136	0.09933	0.11827	0.24	0.02254	0.0498	0.02254	0.000335	605.23	0.000407	601.91	0.296	0.031	0		4596	4500.6	1.468	1.4615	633.23	1.4245	4513.88	1.4671	1.4618	633.97	1.4207	1.1768	1	0.04173	0.06194	0.467	1	0.99895	1.00	0	0
070035	"Hospital Of Central Connecticut, The"	25540	25540	25540	25540	7010	09003	1	lurban	lurban	N	1.2575						1	0.1637	0.2681	267	156	0.08549	0.07859	0.2923	0.03332	0.06098	0.03332	0.00033	639.77	0.000414	605.3	0.394	0.028	0		3866	3757.16	1.6528	1.6413	1284.2	1.5998	3768.98	1.6545	1.6436	1287	1.6069	1.1699	1	0.05967	0.04459	0.368	1	0.99691	1.00	0	0
070036	John Dempsey Hospital	25540	25540	7	7	7010	09003	1	ourban	rural	S	1.2575		YES				1	1.2149	1.5	147	76	0.51295	0.52699	0.2993	0.03	0	0.03477	0.000148	416.19	0.000229	540.67	0.443	0.024	0		2929	2830.76	1.7164	1.7046	613.65	1.7749	2836.52	1.725	1.7117	614.51	1.7787	1.1699	1	0.11899	0.05209	0.403	1	0.99927	1.00	0	0
070038	"Connecticut Hospice Inc,The"	35300	35300	35004	35300	7040	09009	1	ourban	ourban	W	1.3348						1	0	0	8	6	0	0	0.3159	0.03	0	0.03	0.000018	21809.45	0.000018	14953.3	1.016	0.048	0		5	5	1.0761	1.0761			5	1.0719	1.0719			1.2187	1	0	0	0.043	1	1	1.00	1	1
070039	Masonicare Health Center	35300	35300	35004	35300	7040	09009	1	ourban	ourban	W	1.3348						1	0	0	30	8	0	0	0	0	0	0		0		0	0.707	0.023	0		322	312.94	0.9746	0.9689			313.89	0.9666	0.9622			1.2187	1	0	0	0.452	1	1	1.00	0	0
070040	Hebrew Home And Hospital Inc	25540	25540	25540	25540	7010	09003	1	lurban	lurban	N	1.2575						1	0	0	23	4	0	0	0.03246	0	0	0		0		0	0.327	0.068	0		36	35.48	1.0355	1.0338			35.64	0.9914	0.9902			1.1699	1	0	0	0.663	1	1	1.00	0	1
080001	"Christiana Care Health Services, Inc."	48864	48864	48864	48864	8010	10003	3	ourban	ourban	N	1.1303						1	0.2081	0.3338	1032	697	0.10742	0.09878	0.3054	0.03603	0.0638	0.03603	0.001222	461.55	0.001782	546.01	0.421	0.033	0		21166	20724.6	1.8416	1.8285	1791.97	1.8499	20803.4	1.8489	1.8374	1796.29	1.8606	1.0875	1	0.09835	0.08306	0.422	1	0.9999	0.99	0	0
080003	St Francis Hospital	48864	48864	48864	48864	8010	10003	3	ourban	ourban	N	1.1303						1	0.0671	0.2411	155	51	0.03598	0.07041	0.4353	0.06282	0.09215	0.06282	0.000171	1031.16	0.000203	952.96	0.353	0.031	0		1395	1371.96	1.5834	1.553	104.29	1.3336	1373.13	1.5991	1.5686	104.48	1.3295	1.0875	1	0.04776	0.05923	0.365	1	1.00272	1.00	0	0
080004	"Bayhealth Hospital, Kent Campus"	20100	20100	48864	20100	8000	10001	3	ourban	ourban	W	1.1111						1	0	0	281	171	0	0	0.3017	0.03526	0.063	0.03526	0.000498	682.33	0.000466	525.17	0.34	0.038	0		6167	6072.37	1.6858	1.6753			6082.12	1.6847	1.6744			1.0748	1	0.06251	0.10994	0.475	1	1.00141	0.98	0	0
080006	Nanticoke Memorial Hospital	41540	41540	20100	41540	8020	10005	3	ourban	ourban	W	0.9911						1	0	0	94	47	0	0	0.3144	0.03	0	0.03	0.00021	673.8	0.000175	455.25	0.384	0.038	15	8936.01	2555	2482.06	1.5748	1.5579			2488.52	1.5709	1.5541			0.9939	1	0.00879	0.01351	0.493	1	1.00427	1.00	0	0
080007	Beebe Medical Center	41540	41540	36140	41540	8020	10005	3	ourban	ourban	W	1.059						1	0	0	193	120	0	0	0.1826	0.01155	0.03767	0.01155	0.000207	285	0.000186	215.77	0.324	0.019	7		6371	6243.94	1.6582	1.6483			6263.39	1.6448	1.6353			1.04	1	0.08382	0.03305	0.615	1	1.00118	0.99	0	0
080009	Bayhealth - Milford Memorial Hospital	41540	41540	20100	41540	8020	10005	3	ourban	ourban	W	0.9911						1	0	0	124	47	0	0	0.2877	0.03238	0.05999	0.03238	0.000173	727.46	0.000139	454.77	0.369	0.019	0		1983	1926.06	1.4992	1.4869			1934.15	1.4968	1.4871			0.9939	1	0.03536	0.00954	0.558	1	1.00027	0.99	0	0
090001	George Washington Univ Hospital	47894	47894	47894	47894	9000	11001	3	lurban	lurban	N	0.9998						1	0.7305	0.9968	319	250	0.33575	0.32485	0.443	0.06441	0.09385	0.06441	0.000495	885	0.00057	891.95	0.168	0.014	0		4824	4768.77	2.117	2.1019	390.74	2.0382	4773.32	2.1288	2.1141	391.04	2.0609	0.9999	1	0.09106	0.08593	0.278	1	0.99175	1.00	0	0
090003	Howard University Hospital	47894	47894	47894	47894	9000	11001	3	lurban	lurban	N	0.9998						1	1.0246	1.5	190	98	0.44639	0.52699	0.7291	0.12341	0.1591	0.12341	0.000528	2186.54	0.000682	2284.31	0.321	0.02	0		1914	1893.22	1.5343	1.5177	262.5	1.3095	1894.84	1.5295	1.5126	262.5	1.2964	0.9999	1	0.23337	0.11866	0.278	1	0.99757	0.99	0	1
090004	Medstar Georgetown University Hospital	47894	47894	47894	47894	9000	11001	3	lurban	lurban	N	0.9998						1	0.6942	0.8245	381	308	0.32134	0.26197	0.3122	0.03743	0.06526	0.03743	0.000564	946.85	0.000554	787.06	0.222	0.015	0		5121	5080.72	2.2968	2.2904	280.08	2.1541	5084.71	2.3028	2.2967	280.23	2.1466	0.9999	1	0.21654	0.14562	0.34	1	0.99433	1.00	0	0
090005	Sibley Memorial Hospital	47894	47894	47894	47894	9000	11001	3	lurban	lurban	N	0.9998						1	0.0242	0.0396	169	92	0.01314	0.01124	0.084	0	0.01716	0		0		0	0.406	0.03	0		3594	3505.96	1.6622	1.6585	90.11	1.318	3522.57	1.6512	1.6482	90.35	1.3189	0.9999	1	0.07601	0.06025	0.351	1	0.99847	1.00	0	0
090006	Providence Hospital	47894	47894	47894	47894	9000	11001	3	lurban	lurban	N	0.9998						1	0.2461	0.3666	215	139	0.12582	0.109	0.6563	0.1084	0.14214	0.1084	0.000359	901.75	0.000567	1119.57	0.372	0.017	0		3054	3012	1.5166	1.4904	281.81	1.5231	3015.23	1.5105	1.4841	282.12	1.519	0.9999	1	0.05583	0.01534	0.342	1	0.9951	0.99	0	0
090008	United Medical Center	47894	47894	47894	47894	9000	11001	3	lurban	lurban	N	0.9998						1	0	0	196	95	0	0	0.6407	0.10518	0.13853	0.10518	0.00023	970.29	0.000307	1123.05	0.387	0.028	0		2014	1989.83	1.6643	1.6402			1991.36	1.6657	1.6419			0.9999	1	0.05335	0.03661	0.35	1	0.99413	0.99	0	1
090011	Medstar Washington Hospital Center	47894	47894	47894	47894	9000	11001	3	lurban	lurban	N	0.9998						1	0.4503	0.4504	696	572	0.21937	0.13553	0.3969	0.0549	0.08369	0.0549	0.001113	717.49	0.001548	798.34	0.221	0.013	0		12909	12758.9	2.323	2.3117	791.17	2.2326	12768.2	2.3335	2.3214	791.36	2.2513	0.9999	1	0.10534	0.04709	0.411	1	0.99206	1.00	0	0
100001	Uf Health Jacksonville	27260	27260	27260	27260	10150	12031	3	lurban	lurban	N	0.9044						1	0.4399	0.6742	526	396	0.2148	0.20956	0.5589	0.08831	0.11983	0.08831	0.003911	5606.86	0.004188	5001.03	0.19	0.016	0		5822	5751.9	1.7096	1.6929	2461.21	1.5717	5757.92	1.7155	1.7002	2461.99	1.5678	0.9335	1	0.04327	0.05343	0.232	1	0.9975	0.99	0	0
100002	Bethesda Hospital East	48424	48424	22744	48424	10490	12099	3	lurban	lurban	W	0.9431						1	0.0395	0.0311	401	232	0.02135	0.00882	0.3157	0.03815	0.06602	0.03815	0.001155	1493.32	0.000771	825.26	0.175	0.022	0		6330	6212.4	1.6777	1.6648	2421.93	1.7394	6224.01	1.6765	1.6636	2426.31	1.7378	0.9607	1	0.01471	0.03423	0.346	1	0.99548	0.99	0	0
100006	Orlando Health Orlando Regional Medical Center	36740	36740	36740	36740	10470	12095	3	lurban	lurban	N	0.8942						1	0.0921	0.1412	1405	961	0.04904	0.04065	0.4355	0.06286	0.09219	0.06286	0.004268	3188.58	0.003768	2285.13	0.165	0.013	0		11230	11005.8	2.0394	2.0215	7622.64	1.9438	11040.7	2.0251	2.0079	7641.36	1.9394	0.9263	1	0.088	0.0981	0.163	1	0.99527	0.99	0	0
100007	Florida Hospital	36740	36740	36740	36740	10470	12095	3	lurban	lurban	N	0.8942						1	0.0385	0.0485	1928	1789	0.02081	0.01378	0.2954	0.03396	0.06164	0.03396	0.00436	1021.56	0.004811	887.98	0.171	0.012	0		33392	32950.3	1.9396	1.9261	15463.1	1.7109	33003.2	1.9386	1.9253	15480.1	1.7106	0.9263	1	0.13537	0.09141	0.304	1	1.00528	0.98	0	0
100008	Baptist Hospital Of Miami	33124	33124	33124	33124	10120	12086	3	lurban	lurban	N	0.9198						1	0	0	705	495	0	0	0.4249	0.06067	0.08985	0.06067	0.001881	2485.17	0.002033	2152.67	0.202	0.013	0		6055	5974.15	1.8567	1.8518			5982.1	1.8494	1.8452			0.9444	1	0.20141	0.14687	0.22	1	0.99546	1.00	0	0
100009	Umhc-Uhealth Tower	33124	33124	33124	33124	10120	12086	3	lurban	lurban	N	0.9198						1	0.1783	0.237	476	344	0.09275	0.06917	0.4878	0.07365	0.10382	0.07365		0	0.000938	933.7	0.153	0.011	0		6062	6013.14	1.816	1.805	2561.88	1.7316	6016.42	1.8206	1.8092	2563.61	1.7446	0.9444	1	0.15779	0.10738	0.366	1	0.997	0.99	0	1
100012	Lee Memorial Hospital	15980	15980	15980	15980	10350	12071	3	ourban	ourban	N	0.9341						1	0.0267	0.0222	632	530	0.01448	0.00628	0.3317	0.04145	0.06948	0.04145	0.00167	1100.28	0.001695	901.86	0.201	0.012	0		12114	11865.5	1.8031	1.7906	3962.95	1.8087	11904.9	1.796	1.785	3974.23	1.8051	0.9544	1	0.02539	0.00881	0.334	1	0.99313	0.98	0	0
100014	Florida Hospital New Smyrna	19660	19660	36740	19660	10630	12127	3	ourban	ourban	W	0.8734						1	0	0	112	50	0	0	0.089	0	0.01819	0		0		0	0.315	0.02	0		1841	1805.05	1.4606	1.4532			1808.59	1.4567	1.4485			0.9115	1	0.02242	0.01248	0.43	1	0.98751	0.99	0	0
100017	Halifax Health Medical Center	19660	19660	36740	19660	10630	12127	3	ourban	ourban	W	0.8734						1	0.0526	0.0852	398	277	0.02832	0.02433	0.2997	0.03485	0.06257	0.03485	0.001104	1870.64	0.000978	1323.67	0.226	0.021	0		4856	4754.18	1.8659	1.851	2823.58	1.9285	4766.58	1.8765	1.8621	2829.08	1.9369	0.9115	1	0.05339	0.0655	0.248	1	0.98851	0.99	0	0
100018	Naples Community Hospital	34940	34940	15980	34940	10100	12021	3	ourban	ourban	W	0.9064						1	0	0	636	333	0	0	0.2089	0.01612	0.04321	0.01612	0.000684	444.19	0.000781	403.07	0.231	0.017	0		11906	11702.2	1.7052	1.6967			11719.4	1.7028	1.6941			0.9349	1	0.01855	0.01343	0.496	1	0.99294	1.00	0	0
100019	Holmes Regional Medical Center	37340	37340	37340	37340	10040	12009	3	ourban	ourban	N	0.9151						1	0	0	514	359	0	0	0.2052	0.01536	0.04243	0.01536	0.001016	831.86	0.000887	595.7	0.226	0.018	0		10013	9862.65	1.839	1.8254			9875.75	1.8399	1.8262			0.9411	1	0.08573	0.07688	0.374	1	0.99677	0.99	0	0
100022	Jackson Memorial Hospital	33124	33124	22744	10	10120	12086	3	ourban	rural	S	0.9431		YES	YES			1	0.3761	0.6286	1450	944	0.18634	0.1941	0.6352	0.10405	0	0.10405	0.010284	12142.16	0.008679	8474.16	0.255	0.02	7		7087	7000.47	2.0991	2.0896	6670.87	1.8592	7005.92	2.1071	2.0972	6677.27	1.8633	0.9607	1	0.20275	0.24345	0.144	1	0.99296	0.99	0	0
100023	Citrus Memorial Hospital	26140	26140	36100	26140	10080	12017	3	ourban	ourban	W	0.8469						1	0	0	198	118	0	0	0.1561	0.00724	0.03212	0.00724	0.000141	222.28	0.000185	234.17	0.087	0.007	7		5018	4936.6	1.5279	1.5191			4946.01	1.5271	1.5187			0.8924	1	0.0039	0.00427	0.512	1	0.99435	0.99	0	0
100025	Sacred Heart Hospital	37860	37860	37860	37860	10160	12033	3	ourban	ourban	N	0.8169						1	0.059	0.0921	539	327	0.03171	0.02633	0.431	0.06193	0.0912	0.06193	0.001057	1301.54	0.001109	1133.14	0.239	0.013	0		6707	6579.12	1.8188	1.805	1957.48	1.9132	6588.79	1.8263	1.8124	1961.37	1.9257	0.8707	1	0.02019	0.00771	0.246	1	0.99523	0.99	0	0
100026	Bay Medical Center Sacred Heart Health System	37460	37460	37460	37460	10020	12005	3	ourban	ourban	N	0.8128						1	0	0	323	198	0	0	0.2225	0.01893	0.04609	0.01893	0.000776	985.33	0.000708	717.38	0.142	0.008	0		6362	6269.95	1.7657	1.7434			6275.18	1.771	1.7484			0.8677	1	0.00854	0.0036	0.478	1	0.99625	1.00	0	0
100028	Parrish Medical Center	37340	37340	37340	37340	10040	12009	3	ourban	ourban	N	0.9151						1	0	0	211	80	0	0	0.2026	0.01482	0.04188	0.01482	0.000217	622.04	0.000199	454.83	0.278	0.039	0		2635	2590.51	1.5009	1.4905			2593.23	1.5021	1.4903			0.9411	1	0.01763	0.05136	0.444	1	0.99441	1.00	0	0
100029	North Shore Medical Center	33124	33124	33124	33124	10120	12086	3	lurban	lurban	N	0.9198						1	0	0	780	356	0	0	0.5614	0.08883	0.1204	0.08883	0.0011	1707.74	0.001105	1309.31	0.114	0.007	0		4797	4722.86	1.5431	1.5106			4727.92	1.5563	1.5234			0.9444	1	0.02558	0.01513	0.251	1	0.9987	0.99	0	0
