original label,curated label,CMS ID,CO/RN,SP
SSH - FORT WAYNE  INC. (152016),SSH - FORT WAYNE INC. (152016),152016,,1
SSH - FORT WAYNE INC. (152016),SSH - FORT WAYNE INC. (152016),152016,,1
KINDRED HOSPITAL NORTHERN INDIANA (152018),KINDRED HOSPITAL NORTHERN INDIANA (152018),152018,,
ASCENSION ST. VINCENT SETON SPECIALT (152020),ASCENSION ST VINCENT SETON SPECIALTY (152020),152020,1,1
ASCENSION ST VINCENT SETON SPECIALTY (152020),ASCENSION ST VINCENT SETON SPECIALTY (152020),152020,1,1
ST VINCENT SETON SPECIALTY HOSP INDY (152020),ST VINCENT SETON SPECIALITY HOSPITAL (152020),152020,1,1
ST VINCENT SETON SPECIALITY HOSPITAL (152020),ST VINCENT SETON SPECIALITY HOSPITAL (152020),152020,1,1
ST VINCENT SETON SPECIALTY HOSP-LAF (152021),ST VINCENT SETON SPECIALTY HOSP-LAF (152021),152021,,
RH OF NORTHWEST INDIANA  LLC (152024),RH OF NORTHWEST INDIANA  LLC (152024),152024,,
INTEGRA SPECIALTY HOSPITAL (152025),INTEGRA SPECIALTY HOSPITAL (152025),152025,1,
CENTRAL INDIANA-AMG SPECIALTY HOSPIT (152025),CENTRAL INDIANA-AMG SPECIALTY HOSPIT (152025),152025,1,
PHYSICIANS HOSPITAL  LLC (152026),PHYSICIANS HOSPITAL  LLC (152026),152026,,
VIBRA HOSP FORT WAYNE (152027),VIBRA HOSP FORT WAYNE (152027),152027,,
VIBRA HOSPITAL OF NORTHWEST INDIANA (152028),VIBRA HOSPITAL OF NORTHWEST INDIANA (152028),152028,,
ENCOMPASS HEALTH DEACONESS REHABILIT (153025),ENCOMPASS HEALTH DEACONESS REHABILIT (153025),153025,1,1
HEALTHSOUTH DEACONESS REHABILITATION (153025),HEALTHSOUTH DEACONESS REHAB (153025),153025,1,1
HEALTHSOUTH DEACONESS REHAB (153025),HEALTHSOUTH DEACONESS REHAB (153025),153025,1,1
REHABILITATION HOSPITAL OF INDIANA (153028),REHABILITATION HOSPITAL OF INDIANA (153028),153028,,
REHABILITATION HOSPITAL OF FT WAYNE (153030),REHABILITATION HOSPITAL OF FT WAYNE (153030),153030,,
SOUTHERN INDIANA REHAB HOSPITAL (153037),SOUTHERN INDIANA REHAB HOSPITAL (153037),153037,,
HRHS SPECIALTY HOSPITAL (153039),HRHS SPECIALTY HOSPITAL (153039),153039,1,1
COMMUNITY HOWARD SPECIALITY HOSPITAL (153039),COMMUNITY HOWARD SPECIALITY HOSPITAL (153039),153039,1,1
COMMUNITY HRH SPECIALITY HOSPITAL (153039),COMMUNITY HOWARD SPECIALITY HOSPITAL (153039),153039,1,1
COMMUNITY HRH SPECIALTY HOSPITAL (153039),COMMUNITY HOWARD SPECIALITY HOSPITAL (153039),153039,1,1
DOCTORS HOSPITAL (153040),DOCTORS HOSPITAL (153040),153040,,
LAFAYETTE REGIONAL REHABILITATION HO (153042),LAFAYETTE REGIONAL REHAB HOSP (153042),153042,,1
LAFAYETTE REGIONAL REHAB HOSP (153042),LAFAYETTE REGIONAL REHAB HOSP (153042),153042,,1
LAFFAYETTE REGIONAL REHABILITATION H (153042),LAFAYETTE REGIONAL REHAB HOSP (153042),153042,,1
COMMUNITY HEALTH NETWORK REHAB HOSP (153043),COMMUNITY HEALTH NETWORK REHAB HOSP (153043),153043,1,
INDIANAPOLIS REHAB HOSPITAL (153043),INDIANAPOLIS REHAB HOSPITAL (153043),153043,1,
COMMUNITY HEALTH REHAB HOSPITAL SOUT (153044),COMMUNITY HEALTH REHAB HOSPITAL SOUT (153044),153044,,
COMMUNITY STROKE AND REHABILITATION (153045),COMMUNITY STROKE AND REHABILITATION (153045),153045,,
COBALT REHAB HOSPITAL LOUISVILLE (153046),COBALT REHAB HOSPITAL LOUISVILLE (153046),153046,1,
PAM REHAB HOSP OF GREATER INDIANA (153046),PAM REHAB HOSP OF GREATER INDIANA (153046),153046,1,
REHABILITATION HOSPITAL OF NORTHERN (153047),REHABILITATION HOSPITAL OF NORTHERN (153047),153047,,
INDIANAPOLIS REHABILITATION HOSPITAL (153048),INDIANAPOLIS REHABILITATION HOSPITAL (153048),153048,,
BLOOMINGTON REGIONAL REHABILITATION (153049),BLOOMINGTON REGIONAL REHABILITATION (153049),153049,,
RIVER BEND HOSPITAL (154005),RIVER BEND HOSPITAL (154005),154005,,
NUERODIAGNOSTIC INSTITUTE (154008),NUERODIAGNOSTIC INSTITUTE (154008),154008,1,1
LAURE CARTER MEMORIAL HOSPITAL (154008),LARUE D. CARTER MEMORIAL HOSPITAL (154008),154008,1,1
LARUE D. CARTER MEMORIAL HOSPITAL (154008),LARUE D. CARTER MEMORIAL HOSPITAL (154008),154008,1,1
LARUE D CARTER MEMORIAL HOSPITAL (154008),LARUE D. CARTER MEMORIAL HOSPITAL (154008),154008,1,1
HAMILTON CENTER  INC. (154009),HAMILTON CENTER  INC. (154009),154009,,
COMMUNITY MENTAL HEALTH CENTER (154011),COMMUNITY MENTAL HEALTH CENTER (154011),154011,,
THE OTIS R. BOWEN CENTER (154014),THE OTIS R. BOWEN CENTER (154014),154014,,
QUINCO CONSULTING CENTER (154017),QUINCO CONSULTING CENTER (154017),154017,,
RICHMOND STATE HOSPITAL (154018),RICHMOND STATE HOSPITAL (154018),154018,,
MADISON STATE HOSPITAL (154019),MADISON STATE HOSPITAL (154019),154019,,
REGIONAL MENTAL HEALTH CENTER (154020),REGIONAL MENTAL HEALTH CENTER (154020),154020,,
GRANT BLACKFORD MENTAL HEALTH  INC. (154021),GRANT BLACKFORD MENTAL HEALTH  INC. (154021),154021,,
VALLE VISTA (154024),VALLE VISTA (154024),154024,,
OAKLAWN PSYCHIATRIC CENTER  INC. (154031),OAKLAWN PSYCHIATRIC CENTER  INC. (154031),154031,,
FAIRBANKS (154034),FAIRBANKS (154034),154034,,
4C HEALTH (154035),4C HEALTH (154035),154035,1,
FOUR COUNTY COUNSELING CENTER (154035),FOUR COUNTY COUNSELING CENTER (154035),154035,1,
BHC MEADOWS HOSPITAL (154041),BHC MEADOWS HOSPITAL (154041),154041,,
MICHIANA BEHAVIORAL HEALTH CTR (154047),MICHIANA BEHAVIORAL HEALTH CTR (154047),154047,,
NORTHEASTERN CENTER (154050),NORTHEASTERN CENTER (154050),154050,,
WELLSTONE (154051),WELLSTONE (154051),154051,,
PORTER-STARKE SERVICES  INC (154052),PORTER-STARKE SERVICES  INC (154052),154052,,
MERIDIAN HEALTH SERVICES CORP. (154053),MERIDIAN HEALTH SERVICES CORP. (154053),154053,,1
MERIDIAN SERVICES CORP (154053),MERIDIAN HEALTH SERVICES CORP. (154053),154053,,1
HARSHA BEHAVIORAL CENTER (154054),HARSHA BEHAVIORAL CENTER (154054),154054,,
BRENTWOOD SPRINGS (154055),BRENTWOOD SPRINGS (154055),154055,1,
BRENTWOOD MEADOWS (154055),BRENTWOOD MEADOWS (154055),154055,1,
EVANSVILLE STATE HOSPITAL (154056),EVANSVILLE STATE HOSPITAL (154056),154056,,
OPTIONS BEHAV HEALTH SYSTEM (154057),OPTIONS BEHAV HEALTH SYSTEM (154057),154057,,1
OPTIONS BEHAVIORAL HEALTH SYSTEM (154057),OPTIONS BEHAV HEALTH SYSTEM (154057),154057,,1
DOCTORS NEUROPSYCHIATRIC HOSPITAL (154058),DOCTORS NEUROPSYCHIATRIC HOSPITAL (154058),154058,,
SYCAMORE SPRINGS (154059),SYCAMORE SPRINGS (154059),154059,,
PARK CENTER  INC. (154060),PARK CENTER  INC. (154060),154060,,
RIVERCREST SPECIALTY HOSPITAL  LLC (154061),RIVERCREST SPECIALTY HOSPITAL  LLC (154061),154061,,
ASSURANCE HEALTH (154062),ASSURANCE HEALTH (154062),154062,,
NEUROPSYCHIATRIC HOSPITAL OF INDIANA (154063),NEUROPSYCHIATRIC HOSPITAL OF INDIANA (154063),154063,,
ASSURANCE HEALTH INDIANAPOLIS (154064),ASSURANCE HEALTH INDIANAPOLIS (154064),154064,,1
ASSURANCE  HEALTH INDIANAPOLIS LLC (154064),ASSURANCE HEALTH INDIANAPOLIS (154064),154064,,1
ASSURANCE HEALTH INDIANAPOLIS LLC (154064),ASSURANCE HEALTH INDIANAPOLIS (154064),154064,,1
NEUROBEHAVIORAL HOSPITAL  LLC (154065),NEUROBEHAVIORAL HOSPITAL  LLC (154065),154065,,1
NEUROBEHAVIORAL HOSPITAL LLC (154065),NEUROBEHAVIORAL HOSPITAL  LLC (154065),154065,,1
BRIGHTWELL BEHAVIORAL HEALTH (154066),BRIGHTWELL BEHAVIORAL HEALTH (154066),154066,,
HENDRICKS BEHAVIORAL HOSPITAL (154067),HENDRICKS BEHAVIORAL HOSPITAL (154067),154067,,
MARSHALLTOWN MEDICAL & SURGICAL CTR (160001),MARSHALLTOWN MEDICAL & SURGICAL CTR (160001),160001,1,
UNITYPOINT HEALTH-MARSHALLTOWN (160001),UNITYPOINT HEALTH-MARSHALLTOWN (160001),160001,1,
CENTRAL IOWA HEALTHCARE (160001),CENTRAL IOWA HEALTHCARE (160001),160001,1,
ST. ANTHONY REGIONAL HOSPITAL (160005),ST. ANTHONY REGIONAL HOSPITAL (160005),160005,,
KEOKUK  AREA HOSPITAL (160008),KEOKUK AREA HOSPITAL (160008),160008,,1
KEOKUK AREA HOSPITAL (160008),KEOKUK AREA HOSPITAL (160008),160008,,1
TRINITY MUSCATINE (160013),TRINITY MUSCATINE (160013),160013,1,
UNITY HEALTH CARE (160013),UNITY HEALTH CARE (160013),160013,1,
TRINITY REGIONAL MEDICAL CENTER (160016),TRINITY REGIONAL MEDICAL CENTER (160016),160016,,
IOWA LUTHTERAN HOSPITAL (160024),IOWA LUTHERAN HOSPITAL (160024),160024,,1
IOWA LUTHERAN HOSPITAL (160024),IOWA LUTHERAN HOSPITAL (160024),160024,,1
MERCY HOSPITAL COUNCIL BLUFFS (160028),MERCY HOSPITAL COUNCIL BLUFFS (160028),160028,1,
CHI HEALTH MERCY COUNCIL BLUFFS (160028),CHI HEALTH MERCY COUNCIL BLUFFS (160028),160028,1,
MERCY HOSPITAL IOWA CITY (160029),MERCY HOSPITAL IOWA CITY (160029),160029,,
MARY GREELEY MEDICAL CENTER (160030),MARY GREELEY MEDICAL CENTER (160030),160030,,
SKIFF MEDICAL CENTER (160032),SKIFF MEDICAL CENTER (160032),160032,1,
MERCYONE - NEWTON MEDICAL CENTER (160032),MERCYONE - NEWTON MEDICAL CENTER (160032),160032,1,
GENESIS MEDICAL CENTER (160033),GENESIS MEDICAL CENTER (160033),160033,,1
GENESIS MEDICAL CENTER - DAVENPORT (160033),GENESIS MEDICAL CENTER (160033),160033,,1
SARTORI MEMORIAL HOSPITAL (160040),SARTORI MEMORIAL HOSPITAL (160040),160040,1,
MERCYONE CEDAR FALLS MEDICAL CENTER (160040),MERCYONE CEDAR FALLS MEDICAL CENTER (160040),160040,1,
ST. LUKES METHODIST HOSPITAL (160045),ST. LUKES METHODIST HOSPITAL (160045),160045,,
JENNIE EDMUNDSON MEMORIAL (160047),JENNIE EDMUNDSON MEMORIAL (160047),160047,,
GREAT RIVER MEDICAL CENTER (160057),GREAT RIVER MEDICAL CENTER (160057),160057,1,
SOUTHEAST IOWA REGIONAL MEDICAL CTR (160057),SOUTHEAST IOWA REGIONAL MEDICAL CTR (160057),160057,1,
UNIV OF IOWA HOSP & CLINIC (160058),UNIVERSITY OF IOWA HOSP & CLINICS (160058),160058,,1
UNIVERSITY OF IOWA HOSP & CLINICS (160058),UNIVERSITY OF IOWA HOSP & CLINICS (160058),160058,,1
MERCY MEDICAL CENTER - MASON CITY (160064),MERCY MEDICAL CENTER - NORTH (160064),160064,,1
MERCYONE NORTH IOWA MEDICAL CENTER (160064),MERCY MEDICAL CENTER - NORTH (160064),160064,,1
MERCY MEDICAL CENTER - NORTH (160064),MERCY MEDICAL CENTER - NORTH (160064),160064,,1
MERCY MEDICAL CENTER - NORTH IOWA (160064),MERCY MEDICAL CENTER - NORTH (160064),160064,,1
MERCYONE WATERLOO MEDICAL CENTER (160067),MERCYONE WATERLOO MEDICAL CENTER (160067),160067,1,
COVENANT MEDICAL CENTER (160067),COVENANT MEDICAL CENTER (160067),160067,1,
MERCY MEDICAL CENTER (160069),MERCY MEDICAL CENTER (160069),160069,,1
MERCYONE DUBUQUE MEDICAL CENTER (160069),MERCY MEDICAL CENTER (160069),160069,,1
MERCY MEDICAL CENTER - DUBUQUE (160069),MERCY MEDICAL CENTER (160069),160069,,1
MERCY MEDICAL CENTER (160079),MERCY MEDICAL CENTER (160079),160079,,
MERCY MEDICAL CENTER-CLINTON (160080),MERCY MEDICAL CENTER - CLINTON (160080),160080,,1
MERCY MEDICAL CENTER (160080),MERCY MEDICAL CENTER - CLINTON (160080),160080,,1
MERCY MEDICAL CENTER - CLINTON (160080),MERCY MEDICAL CENTER - CLINTON (160080),160080,,1
MERCYONE CLINTON MEDICAL CENTER (160080),MERCY MEDICAL CENTER - CLINTON (160080),160080,,1
IOWA METHODIST MEDICAL CENTER (160082),IOWA METHODIST MEDICAL CENTER (160082),160082,,
MERCY MEDICAL CENTER-DES MOINES (160083),MERCY MEDICAL CENTER-DES MOINES (160083),160083,,
OTTUMWA REGIONAL HEALTH CENTER (160089),OTTUMWA REGIONAL HEALTH CENTER (160089),160089,,
BROADLAWNS MEDICAL CENTER (160101),BROADLAWNS MEDICAL CENTER (160101),160101,,
TRINITY BETTENDORF (160104),TRINITY BETTENDORF (160104),160104,,
ALLEN MEMORIAL HOSPITAL (160110),ALLEN MEMORIAL HOSPITAL (160110),160110,,
SPENCER MUNICIPAL HOSPITAL (160112),SPENCER MUNICIPAL HOSPITAL (160112),160112,,
THE FINLEY HOSPITAL (160117),THE FINLEY HOSPITAL (160117),160117,,
FORT MADISON COMMUNITY HOSPITAL (160122),FORT MADISON COMMUNITY HOSPITAL (160122),160122,,
LAKES REGIONAL HEALTHCARE (160124),LAKES REGIONAL HEALTHCARE (160124),160124,,
ST. LUKES REGL MEDICAL CENTER (160146),ST. LUKES REGL MEDICAL CENTER (160146),160146,,
GRINNELL REGIONAL MEDICAL CENTER (160147),GRINNELL REGIONAL MEDICAL CENTER (160147),160147,,
MERCYONE SIOUXLAND MEDICAL CENTER (160153),MERCYONE SIOUXLAND MEDICAL CENTER (160153),160153,,
MERCY MEDICAL CENTER - SIOUX CITY (160153),MERCY MEDICAL CENTER - SIOUX CITY (160153),160153,,
SSH - DES MOINES (160157),SSH - DES MOINES (160157),160157,,
MERCYONE PRIMGHAR MEDICAL CENTER (161300),MERCYONE PRIMGHAR MEDICAL CENTER (161300),161300,1,
BAUM HARMON MERCY HOSPITAL (161300),BAUM HARMON MERCY HOSPITAL (161300),161300,1,
BELMOND MEDICAL CENTER (161301),BELMOND MEDICAL CENTER (161301),161301,1,
IOWA SPECIALTY HOSPITAL - BELMOND (161301),IOWA SPECIALTY HOSPITAL - BELMOND (161301),161301,1,
IOWA SPECIALTY HOSPITAL - CLARION (161302),IOWA SPECIALTY HOSPITAL (161302),161302,1,1
IOWA SPECIALTY HOSPITAL (161302),IOWA SPECIALTY HOSPITAL (161302),161302,1,1
WRIGHT MEDICAL CENTER (161302),WRIGHT MEDICAL CENTER (161302),161302,1,1
GRUNDY COUNTY MEM. HOSPITAL (161303),GRUNDY COUNTY MEM. HOSPITAL (161303),161303,,
CHI HEALTH MERCY CORNING (161304),CHI HEALTH MERCY CORNING (161304),161304,1,
ALEGENT HEALTH MERCY HOSPITAL (161304),ALEGENT HEALTH MERCY HOSPITAL (161304),161304,1,
POCAHONTAS COMMUNITY HOSPITAL (161305),POCAHONTAS COMMUNITY HOSPITAL (161305),161305,,
JONES REGIONAL MEDICAL CTR (161306),JONES REGIONAL MEDICAL CTR (161306),161306,,
HANCOCK COUNTY MEMORIAL HOSPITAL (161307),HANCOCK COUNTY MEMORIAL HOSPITAL (161307),161307,1,
HANCOCK COUNTY HEALTH SYSTEM (161307),HANCOCK COUNTY HEALTH SYSTEM (161307),161307,1,
FRANKLIN GENERAL HOSPITAL (161308),FRANKLIN GENERAL HOSPITAL (161308),161308,,
CHI HEALTH - MISSOURI VALLEY (161309),CHI HEALTH - MISSOURI VALLEY (161309),161309,1,
ALEGENT HEALTH COMMUNITY HOSPITAL (161309),ALEGENT HEALTH COMMUNITY HOSPITAL (161309),161309,1,
ADAIR COUNTY MEMORIAL HOSPITAL (161310),ADAIR COUNTY MEMORIAL HOSPITAL (161310),161310,,
HAWARDEN REGIONAL HEALTHCARE (161311),HAWARDEN REGIONAL HEALTHCARE (161311),161311,1,
HAWARDEN COMMUNITY HOSPITAL (161311),HAWARDEN COMMUNITY HOSPITAL (161311),161311,1,
GUTTENBERG MUNICIPAL HOSPITAL (161312),GUTTENBERG MUNICIPAL HOSPITAL (161312),161312,,
GENESIS MEDICAL CENTER - DEWITT (161313),GENESIS MEDICAL CENTER - DEWITT (161313),161313,1,
DE WITT COMMUNITY HOSPITAL (161313),DE WITT COMMUNITY HOSPITAL (161313),161313,1,
GUTHRIE COUNTY HOSPITAL (161314),GUTHRIE COUNTY HOSPITAL (161314),161314,,
KEOKUK COUNTY HEALTH CENTER (161315),KEOKUK COUNTY HEALTH CENTER (161315),161315,,
PALMER LUTHERAN HEALTH CENTER (161316),PALMER LUTHERAN HEALTH CENTER (161316),161316,,
COMPASS MEMORIAL HEALTHCARE (161317),COMPASS MEMORIAL HEALTHCARE (161317),161317,1,
MARENGO MEMORIAL HOSPITAL (161317),MARENGO MEMORIAL HOSPITAL (161317),161317,1,
VETERANS MEMORIAL HOSPITAL (161318),VETERANS MEMORIAL HOSPITAL (161318),161318,,
MERCYONE ELKADER MEDICAL CENTER (161319),MERCYONE ELKADER MEDICAL CENTER (161319),161319,1,
CENTRAL COMMUNITY HOSPITAL (161319),CENTRAL COMMUNITY HOSPITAL (161319),161319,1,
COMMUNITY MEM. HOSPT.  SUMMER (161320),COMMUNITY MEMORIAL HOSPITAL (161320),161320,,1
COMMUNITY MEMORIAL HOSPITAL (161320),COMMUNITY MEMORIAL HOSPITAL (161320),161320,,1
SANFORD HOSPITAL ROCK RAPIDS (161321),SANFORD HOSPITAL ROCK RAPIDS (161321),161321,1,
AVERA MERRILL PIONEER HOSPITAL (161321),AVERA MERRILL PIONEER HOSPITAL (161321),161321,1,
DALLAS COUNTY HOSPITAL (161322),DALLAS COUNTY HOSPITAL (161322),161322,,
MITCHELL COUNTY REGIONAL HEALTH CENT (161323),MITCHELL COUNTY REGIONAL HEALTH CENT (161323),161323,,
GRAPE COMMUNITY HOSPITAL - HAMBURG (161324),GRAPE COMMUNITY HOSPITAL - HAMBURG (161324),161324,,
GREENE COUNTY MEDICAL CENTER (161325),GREENE COUNTY MEDICAL CENTER (161325),161325,,
MADISON COUNTY MEMORIAL HOSPITAL (161326),MADISON COUNTY MEMORIAL HOSPITAL (161326),161326,,
DAVIS COUNTY HOSPITAL (161327),DAVIS COUNTY HOSPITAL (161327),161327,,
REGIONAL HEALTH SERVICES OF HOWARD C (161328),REGIONAL HEALTH SERVICES OF HOWARD C (161328),161328,,
JACKSON COUNTY PUBLIC HOSPITAL (161329),JACKSON COUNTY PUBLIC HOSPITAL (161329),161329,,
AUDUBON COUNTY MEMORIAL HOSPITAL (161330),AUDUBON COUNTY MEMORIAL HOSPITAL (161330),161330,,
MERCY MEDICAL CENTER - NEW HAMPTON (161331),MERCY MEDICAL CENTER - NEW HAMPTON (161331),161331,,
MANNING REGIONAL HEALTHCARE CENTER (161332),MANNING REGIONAL HEALTHCARE CENTER (161332),161332,,
STORY COUNTY HOSPITAL (161333),STORY COUNTY HOSPITAL (161333),161333,,
HUMBOLDT COUNTY MEMORIAL HOSPITAL (161334),HUMBOLDT COUNTY MEMORIAL HOSPITAL (161334),161334,,
PEOPLES MEMORIAL HOSPITAL (161335),PEOPLES MEMORIAL HOSPITAL (161335),161335,,
HEGG MEMORIAL HEALTH CENTER (161336),HEGG MEMORIAL HEALTH CENTER (161336),161336,,
VAN BUREN COUNTY HOSPITAL (161337),VAN BUREN COUNTY HOSPITAL (161337),161337,,
MERCY HOSPITAL OF FRANCISCAN SISTERS (161338),MERCY HOSPITAL OF FRANCISCAN SISTERS (161338),161338,1,
MERCYONE OELWEIN MEDICAL CENTER (161338),MERCYONE OELWEIN MEDICAL CENTER (161338),161338,1,
WAVERLY HEALTH CENTER (161339),WAVERLY HEALTH CENTER (161339),161339,,
DECATUR COUNTY HOSPITAL (161340),DECATUR COUNTY HOSPITAL (161340),161340,,
LUCAS COUNTY HEALTH CENTER (161341),LUCAS COUNTY HEALTH CENTER (161341),161341,,
MONROE COUNTY HOSPITAL (161342),MONROE COUNTY HOSPITAL (161342),161342,,
DELAWARE COUNTY MEMORIAL HOSPITAL (161343),DELAWARE COUNTY MEMORIAL HOSPITAL (161343),161343,,
WASHINGTON COUNTY HOSPITAL (161344),WASHINGTON COUNTY HOSPITAL (161344),161344,,
OSCEOLA REGIONAL HEALTH CENTER (161345),OSCEOLA REGIONAL HEALTH CENTER (161345),161345,1,
OSCEOLA COMMUNITY HOSPITAL (161345),OSCEOLA COMMUNITY HOSPITAL (161345),161345,1,
SIOUX CENTER COMMUNITY HOSPITAL (161346),SIOUX CENTER COMMUNITY HOSPITAL (161346),161346,1,
SIOUX CENTER HEALTH (161346),SIOUX CENTER HEALTH (161346),161346,1,
FLOYD COUNTY HOSPITAL (161347),FLOYD COUNTY HOSPITAL (161347),161347,,
CLARKE COUNTY PUBLIC HOSPITAL (161348),CLARKE COUNTY PUBLIC HOSPITAL (161348),161348,,
VIRGINIA GAY HOSPITAL (161349),VIRGINIA GAY HOSPITAL (161349),161349,,
STEWART MEMORIAL HOSPITAL (161350),STEWART MEMORIAL HOSPITAL (161350),161350,,
AVERA HOLY FAMILY HEALTH (161351),AVERA HOLY FAMILY HEALTH (161351),161351,,
CLARINDA REGIONAL HEALTH CENTER (161352),CLARINDA REGIONAL HEALTH CENTER (161352),161352,,
KOSSUTH REGIONAL HEALTH CENTER (161353),KOSSUTH REGIONAL HEALTH CENTER (161353),161353,,
HORN MEMORIAL HOSPITAL (161354),HORN MEMORIAL HOSPITAL (161354),161354,,
KNOXVILLE HOSPITAL & CLINICS (161355),KNOXVILLE HOSPITAL & CLINICS (161355),161355,,1
KNOXVILLE COMMUNITY HOSPITAL INC (161355),KNOXVILLE HOSPITAL & CLINICS (161355),161355,,1
HENRY COUNTY HEALTH CENTER (161356),HENRY COUNTY HEALTH CENTER (161356),161356,,
PALO ALTO COUNTY HOSPITAL (161357),PALO ALTO COUNTY HOSPITAL (161357),161357,,
WAYNE COUNTY HOSPITAL (161358),WAYNE COUNTY HOSPITAL (161358),161358,,
BURGESS HEALTH CENTER (161359),BURGESS HEALTH CENTER (161359),161359,,
ORANGE CITY MUNICIPAL HOSPITAL (161360),ORANGE CITY MUNICIPAL HOSPITAL (161360),161360,,
VAN DIEST MEDICAL CENTER (161361),VAN DIEST MEDICAL CENTER (161361),161361,,
CHEROKEE REGIONAL MEDICAL CENTER (161362),CHEROKEE REGIONAL MEDICAL CENTER (161362),161362,,
MONTGOMERY CNTY MEMORIAL HOSPITAL (161363),MONTGOMERY COUNTY MEMORIAL HOSPITAL (161363),161363,,1
MONTGOMERY COUNTY MEMORIAL HOSPITAL (161363),MONTGOMERY COUNTY MEMORIAL HOSPITAL (161363),161363,,1
JEFFERSON COUNTY HOSPITAL (161364),JEFFERSON COUNTY HOSPITAL (161364),161364,,
GREATER REGIONAL MEDICAL CENTER (161365),GREATER REGIONAL MEDICAL CENTER (161365),161365,,
SHENANDOAH MEDICAL CENTER (161366),SHENANDOAH MEDICAL CENTER (161366),161366,,
PELLA REGIONAL HEALTH CENTER (161367),PELLA REGIONAL HEALTH CENTER (161367),161367,,
FLOYD VALLEY HOSPITAL (161368),FLOYD VALLEY HOSPITAL (161368),161368,,
CRAWFORD COUNTY MEMORIAL HOSPITAL (161369),CRAWFORD COUNTY MEMORIAL HOSPITAL (161369),161369,,
LORING HOSPITAL (161370),LORING HOSPITAL (161370),161370,,
WINNESHIEK MEDICAL CENTER (161371),WINNESHIEK MEDICAL CENTER (161371),161371,,
BOONE COUNTY HOSPITAL (161372),BOONE COUNTY HOSPITAL (161372),161372,,
RINGGOLD COUNTY HOSPITAL (161373),RINGGOLD COUNTY HOSPITAL (161373),161373,,
MYRTUE MEMORIAL HOSPITAL (161374),MYRTUE MEMORIAL HOSPITAL (161374),161374,,
MYRTUE MEDICAL CENTER (161374),MYRTUE MEDICAL CENTER (161374),161374,,
BUENA VISTA REGIONAL MEDICAL CENTER (161375),BUENA VISTA REGIONAL MEDICAL CENTER (161375),161375,,
CASS COUNTY MEMORIAL HOSPITAL (161376),CASS COUNTY MEMORIAL HOSPITAL (161376),161376,,
MERCY MEDICAL CENTER-CENTERVILLE (161377),MERCY MEDICAL CENTER-CENTERVILLE (161377),161377,,
MERCY MEDICAL CENTER - DYERSVILLE (161378),MERCY MEDICAL CENTER - DYERSVILLE (161378),161378,1,
MERCYONE DYERSVILLE MEDICAL CENTER (161378),MERCYONE DYERSVILLE MEDICAL CENTER (161378),161378,1,
MAHASKA HEALTH PARTNERSHIP (161379),MAHASKA HEALTH PARTNERSHIP (161379),161379,,
ELLSWORTH MUNICIPAL HOSPITAL (161380),ELLSWORTH MUNICIPAL HOSPITAL (161380),161380,1,
HANSEN FAMILY HOSPITAL (161380),HANSEN FAMILY HOSPITAL (161380),161380,1,
SANFORD MEDICAL CENTER SHELDON (161381),SANFORD MEDICAL CENTER SHELDON (161381),161381,,
SSH - QUAD CITIES  INC. (162001),SSH - QUAD CITIES  INC. (162001),162001,,
CONTINUING CARE HOSPITAL AT ST. LUKE (162002),CONTINUING CARE HOSPITAL AT ST. LUKE (162002),162002,,
SSH - DES MOINES (162003),SSH - DES MOINES (162003),162003,,
MERCY REHAB HOSPITAL IOWA (163025),MERCY REHAB HOSPITAL IOWA (163025),163025,,
MERCY IOWA CITY REHABILITATION HOSPI (163026),MERCY IOWA CITY REHABILITATION HOSPI (163026),163026,,
UNIVERSITY OF IOWA HEALTH NETWORK RE (163027),UNIVERSITY OF IOWA HEALTH NETWORK RE (163027),163027,,
MENTAL HEALTH INSTITUTE (164002),MENTAL HEALTH INSTITUTE (164002),164002,,
MENTAL HEALTH INSTITUTE (164003),MENTAL HEALTH INSTITUTE (164003),164003,,
MT. PLEASANT MENTAL HEALTH INSTITUTE (164004),MT. PLEASANT MENTAL HEALTH INSTITUTE (164004),164004,,
MENTAL HEALTH INSTITUTE (164005),MENTAL HEALTH INSTITUTE (164005),164005,,1
MENTAL HEATLH INSTITUTE (164005),MENTAL HEALTH INSTITUTE (164005),164005,,1
EAGLE VIEW BEHAVIORAL HEALTH (164006),EAGLE VIEW BEHAVIORAL HEALTH (164006),164006,,
CLIVE BEHAVORIAL HEALTH LLC (164007),CLIVE BEHAVORIAL HEALTH LLC (164007),164007,,
NEWMAN REGIONAL HEALTH (170001),NEWMAN REGIONAL HEALTH (170001),170001,,
VIA CHRISTI HOSPITAL PITTSBURG  INC. (170006),VIA CHRISTI HOSPITAL PITTSBURG  INC. (170006),170006,,
ST JOHN HOSPITAL (170009),ST JOHN HOSPITAL (170009),170009,,1
SAINT JOHN HOSPITAL (170009),ST JOHN HOSPITAL (170009),170009,,1
MERCY HOSPITAL - INDEPENDENCE (170010),MERCY HOSPITAL - INDEPENDENCE (170010),170010,,1
MERCY-INDEPENDENCE (170010),MERCY HOSPITAL - INDEPENDENCE (170010),170010,,1
SALINA REGIONAL HEALTH CENTER (170012),SALINA REGIONAL HEALTH CENTER (170012),170012,,
HAYS MEDICAL CENTER  INC. (170013),HAYS MEDICAL CENTER  INC. (170013),170013,,
